,parent,child,lambda_val,child_size
0,250,63,3018.570708888089,1
1,250,0,3467.0832816697666,1
2,250,123,3490.889721181856,1
3,250,124,3636.9425536527206,1
4,250,47,3698.680776014109,1
5,250,4,3848.868089011241,1
6,250,27,3855.0588235294117,1
7,250,170,3867.5002305209773,1
8,250,21,3868.3919760202907,1
9,250,135,4251.701976685251,1
10,250,203,4266.840284842319,1
11,250,218,4409.2551905387645,1
12,250,168,4456.099867197875,1
13,250,140,4456.099867197875,1
14,250,103,4465.588501463934,1
15,250,241,4484.687516706763,1
16,250,50,4502.741814278046,1
17,250,114,4630.752415125587,1
18,250,157,4656.457396613933,1
19,250,146,4708.733090092619,1
20,250,24,4770.320159226613,1
21,250,232,4792.121108254784,1
22,250,167,4937.379635079458,1
23,250,100,4940.287396937573,1
24,250,118,4988.76479333928,1
25,250,187,5074.777979431337,1
26,250,154,5082.464707664344,1
27,250,56,5143.229920294298,1
28,250,82,5149.544505831798,1
29,250,143,5159.045510455105,1
30,250,29,5213.55376009944,1
31,250,150,5237.9694036840465,1
32,250,166,5252.7288666249215,1
33,250,196,5321.032667300983,1
34,250,132,5344.76457470532,1
35,250,73,5410.259916156078,1
36,250,126,5417.2476590248625,1
37,250,174,5473.806199021207,1
38,250,110,5482.750326797385,1
39,250,145,5526.092226613966,1
40,250,9,5529.7350032959785,1
41,250,61,5544.354263053536,1
42,250,210,5557.209672076847,1
43,250,91,5594.27009003001,1
44,250,201,5614.8647925033465,1
45,250,199,5658.42023608769,1
46,250,76,5658.42023608769,1
47,250,17,5677.568866328257,1
48,250,223,5681.414155096512,1
49,250,33,5704.595715742945,1
50,250,219,5787.242497412901,1
51,250,128,5799.245074317318,1
52,250,53,5807.274489442714,1
53,250,60,5825.422222222222,1
54,250,230,5888.8087048087045,1
55,250,78,5888.8087048087045,1
56,250,102,5917.889241622575,1
57,250,190,5924.1581920903955,1
58,250,75,5947.2584190003545,1
59,250,211,5968.415510494486,1
60,250,200,5972.665005339979,1
61,250,70,5974.792022792023,1
62,250,69,6072.10133912414,1
63,250,236,6168.094117647059,1
64,250,144,6267.170713485245,1
65,250,13,6316.722891566265,1
66,250,109,6357.414172034862,1
67,250,8,6410.858234619794,1
68,250,113,6428.052107279694,1
69,250,119,6430.515906477578,1
70,250,202,6460.2294955718135,1
71,250,57,6492.730650154799,1
72,250,66,6523.0233281493,1
73,250,14,6548.4839968774395,1
74,250,41,6600.006294256491,1
75,250,251,6628.690636112208,49
76,250,252,6628.690636112208,126
77,251,34,6641.811559778305,1
78,252,175,6628.690636112208,1
79,251,195,6932.7338842975205,1
80,252,37,6631.310671936759,1
81,251,81,7172.815733219324,1
82,252,15,6636.556962025316,1
83,251,155,7410.43109540636,1
84,252,134,6641.811559778305,1
85,251,55,7426.833111996459,1
86,252,98,6681.487853444843,1
87,252,1,6681.487853444843,1
88,252,248,6681.487853444843,1
89,252,96,6681.487853444843,1
90,252,193,6681.487853444843,1
91,252,207,6681.487853444843,1
92,252,64,6681.487853444843,1
93,252,48,6681.487853444843,1
94,252,163,6681.487853444843,1
95,251,19,7426.833111996459,1
96,252,49,6681.487853444843,1
97,251,44,7443.3078970718725,1
98,252,194,6710.8864,1
99,251,180,7463.174377224199,1
100,252,72,6737.837751004016,1
101,251,46,7543.712230215828,1
102,252,80,6842.257748776509,1
103,251,220,7601.819664703217,1
104,252,86,6927.009083402147,1
105,251,116,7674.847209515096,1
106,252,153,6996.336947456213,1
107,251,197,7913.781132075472,1
108,252,28,7031.523889354568,1
109,251,93,8004.396946564885,1
110,252,85,7034.472117400419,1
111,252,137,7034.472117400419,1
112,252,54,7034.472117400419,1
113,252,169,7034.472117400419,1
114,252,234,7034.472117400419,1
115,252,242,7034.472117400419,1
116,252,31,7034.472117400419,1
117,252,88,7034.472117400419,1
118,252,244,7034.472117400419,1
119,252,92,7034.472117400419,1
120,252,84,7034.472117400419,1
121,252,213,7034.472117400419,1
122,252,208,7034.472117400419,1
123,252,120,7034.472117400419,1
124,252,228,7034.472117400419,1
125,251,32,8188.001952171791,1
126,252,164,7034.472117400419,1
127,251,2,8464.791120080727,1
128,252,111,7070.044669195112,1
129,251,90,8473.341414141414,1
130,252,212,7136.204168438962,1
131,251,183,8503.403953370502,1
132,252,23,7191.262751821689,1
133,251,74,8533.680569684639,1
134,252,26,7212.904557179708,1
135,251,237,8751.808033385498,1
136,252,117,7266.00952793417,1
137,251,177,8890.946475887653,1
138,252,171,7351.978965819457,1
139,251,191,8943.078891257996,1
140,251,238,8943.078891257996,1
141,252,99,7550.502250225022,1
142,251,188,8957.403096636412,1
143,251,221,8957.403096636412,1
144,252,112,7553.901846015308,1
145,251,89,8957.403096636412,1
146,251,178,8957.403096636412,1
147,252,141,7653.839416058394,1
148,251,40,9218.25054945055,1
149,252,152,7695.970642201835,1
150,251,127,10022.231780167263,1
151,252,186,7717.210671573137,1
152,251,209,10618.491139240507,1
153,252,205,7781.640074211503,1
154,251,214,10803.101094655505,1
155,252,253,8004.396946564885,34
156,252,254,8004.396946564885,44
157,251,71,11491.243835616438,1
158,253,30,8108.852585790237,1
159,254,206,8004.396946564885,1
160,251,39,11691.439721254355,1
161,253,22,8326.161786600496,1
162,254,239,8077.619643716899,1
163,251,6,11865.074964639321,1
164,251,77,11865.074964639321,1
165,251,62,11865.074964639321,1
166,251,181,11865.074964639321,1
167,251,10,11865.074964639321,1
168,251,115,11865.074964639321,1
169,251,176,11865.074964639321,1
170,251,38,11865.074964639321,1
171,251,18,11865.074964639321,1
172,251,147,11865.074964639321,1
173,251,87,11865.074964639321,1
174,251,36,11865.074964639321,1
175,251,16,11865.074964639321,1
176,251,215,11865.074964639321,1
177,251,182,11865.074964639321,1
178,251,156,11865.074964639321,1
179,251,159,11865.074964639321,1
180,253,122,8384.415792103948,1
181,254,5,8152.194363459669,1
182,253,240,8546.722363728986,1
183,254,158,8232.196270853778,1
184,253,184,8648.049484536083,1
185,254,59,8232.196270853778,1
186,253,227,9404.269058295964,1
187,254,233,8297.337289812067,1
188,253,12,9451.952676056339,1
189,254,255,8309.666171371966,17
190,254,256,8309.666171371966,21
191,253,42,9467.954853273137,1
192,255,43,8309.666171371966,1
193,255,231,8309.666171371966,1
194,255,67,8309.666171371966,1
195,255,139,8309.666171371966,1
196,255,151,8309.666171371966,1
197,255,204,8309.666171371966,1
198,255,235,8309.666171371966,1
199,255,129,8309.666171371966,1
200,255,97,8309.666171371966,1
201,255,101,8309.666171371966,1
202,255,125,8309.666171371966,1
203,255,179,8309.666171371966,1
204,255,45,8309.666171371966,1
205,255,149,8309.666171371966,1
206,255,148,8309.666171371966,1
207,255,229,8309.666171371966,1
208,255,160,8309.666171371966,1
209,256,136,8447.742195367573,1
210,253,246,10010.272076372315,1
211,256,107,8529.342145399085,1
212,253,172,10782.272493573264,1
213,256,161,8551.078491335373,1
214,253,94,11088.708526107072,1
215,256,226,8670.395865633074,1
216,253,104,11147.651827242526,1
217,256,173,9020.008602150538,1
218,256,162,9020.008602150538,1
219,256,95,9020.008602150538,1
220,256,25,9020.008602150538,1
221,256,224,9020.008602150538,1
222,256,52,9020.008602150538,1
223,256,225,9020.008602150538,1
224,256,121,9020.008602150538,1
225,256,105,9020.008602150538,1
226,256,35,9020.008602150538,1
227,256,192,9020.008602150538,1
228,256,216,9020.008602150538,1
229,256,83,9020.008602150538,1
230,256,189,9020.008602150538,1
231,256,138,9020.008602150538,1
232,256,222,9020.008602150538,1
233,256,165,9020.008602150538,1
234,253,7,11459.84699453552,1
235,253,130,11514.904598490048,1
236,253,185,11683.298050139276,1
237,253,108,12043.94544149318,1
238,253,249,12096.046142754145,1
239,253,131,12700.39061317184,1
240,253,79,12700.39061317184,1
241,253,20,12700.39061317184,1
242,253,58,12700.39061317184,1
243,253,11,12700.39061317184,1
244,253,142,12700.39061317184,1
245,253,217,12700.39061317184,1
246,253,247,12700.39061317184,1
247,253,68,12700.39061317184,1
248,253,133,12700.39061317184,1
249,253,198,12700.39061317184,1
250,253,245,12700.39061317184,1
251,253,51,12700.39061317184,1
252,253,243,12700.39061317184,1
253,253,3,12700.39061317184,1
254,253,65,12700.39061317184,1
255,253,106,12700.39061317184,1
