cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result,group_labels
#7,55,5,5,0.0,5,19,0.9654,"[{'group': 2, 'count': 6}, {'group': 1, 'count': 9}, {'group': 3, 'count': 10}, {'group': -1, 'count': 19}, {'group': 0, 'count': 20}]","[0, 0, 3, 1, 1, 1, 0, 1, 1, 2, 0, -1, 2, 0, -1, -1, -1, -1, -1, 3, 3, 3, 3, 3, 0, 0, 0, 0, 2, 0, -1, -1, -1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 0, 2, -1, -1, -1, -1, 0, -1, 0, 0, 0, 3, 3, 3, 3, -1, -1, -1, -1, -1]"
#7,55,5,6,0.0,5,19,0.9654,"[{'group': 2, 'count': 6}, {'group': 1, 'count': 9}, {'group': 3, 'count': 10}, {'group': -1, 'count': 19}, {'group': 0, 'count': 20}]","[0, 0, 3, 1, 1, 1, 0, 1, 1, 2, 0, -1, 2, 0, -1, -1, -1, -1, -1, 3, 3, 3, 3, 3, 0, 0, 0, 0, 2, 0, -1, -1, -1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 0, 2, -1, -1, -1, -1, 0, -1, 0, 0, 0, 3, 3, 3, 3, -1, -1, -1, -1, -1]"
#7,55,5,7,0.0,4,19,0.9217,"[{'group': 2, 'count': 9}, {'group': 0, 'count': 16}, {'group': -1, 'count': 19}, {'group': 1, 'count': 20}]","[1, 1, 0, 2, 2, 2, 1, 2, 2, 0, 1, -1, 0, 1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, -1, -1, -1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 0, 0, 1, 0, -1, -1, -1, -1, 1, -1, 1, 1, 1, 0, 0, 0, 0, -1, -1, -1, -1, -1]"
#7,55,5,8,0.0,4,19,0.9217,"[{'group': 2, 'count': 9}, {'group': 0, 'count': 16}, {'group': -1, 'count': 19}, {'group': 1, 'count': 20}]","[1, 1, 0, 2, 2, 2, 1, 2, 2, 0, 1, -1, 0, 1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, -1, -1, -1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 0, 0, 1, 0, -1, -1, -1, -1, 1, -1, 1, 1, 1, 0, 0, 0, 0, -1, -1, -1, -1, -1]"
#7,55,5,9,0.0,4,19,0.9217,"[{'group': 2, 'count': 9}, {'group': 0, 'count': 16}, {'group': -1, 'count': 19}, {'group': 1, 'count': 20}]","[1, 1, 0, 2, 2, 2, 1, 2, 2, 0, 1, -1, 0, 1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, -1, -1, -1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 0, 0, 1, 0, -1, -1, -1, -1, 1, -1, 1, 1, 1, 0, 0, 0, 0, -1, -1, -1, -1, -1]"
#7,55,5,10,0.0,3,19,0.8898,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 19}, {'group': 0, 'count': 29}]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,5,11,0.0,3,19,0.8898,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 19}, {'group': 0, 'count': 29}]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,5,12,0.0,3,19,0.8898,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 19}, {'group': 0, 'count': 29}]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,5,13,0.0,3,19,0.8898,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 19}, {'group': 0, 'count': 29}]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,5,14,0.0,3,19,0.8898,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 19}, {'group': 0, 'count': 29}]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,5,15,0.0,3,19,0.8898,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 19}, {'group': 0, 'count': 29}]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,5,16,0.0,3,19,0.8898,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 19}, {'group': 0, 'count': 29}]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,5,17,0.0,1,64,-1.0,"[{'group': -1, 'count': 64}]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
#7,55,5,18,0.0,1,64,-1.0,"[{'group': -1, 'count': 64}]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
#7,55,5,19,0.0,1,64,-1.0,"[{'group': -1, 'count': 64}]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
#7,55,10,5,0.0,3,22,0.9079,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 22}, {'group': 0, 'count': 26}]","[0, 0, 1, -1, -1, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,10,6,0.0,3,22,0.9079,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 22}, {'group': 0, 'count': 26}]","[0, 0, 1, -1, -1, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,10,7,0.0,3,22,0.9079,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 22}, {'group': 0, 'count': 26}]","[0, 0, 1, -1, -1, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,10,8,0.0,3,22,0.9079,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 22}, {'group': 0, 'count': 26}]","[0, 0, 1, -1, -1, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
#7,55,10,9,0.0,3,22,0.9079,"[{'group': 1, 'count': 16}, {'group': -1, 'count': 22}, {'group': 0, 'count': 26}]","[0, 0, 1, -1, -1, 0, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1]"
