cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result,group_labels
#2,85,5,5,0.0,7,8,0.946,"[{'group': 1, 'count': 7}, {'group': 5, 'count': 7}, {'group': -1, 'count': 8}, {'group': 0, 'count': 10}, {'group': 3, 'count': 12}, {'group': 2, 'count': 13}, {'group': 4, 'count': 38}]","[4, -1, -1, 2, 2, 4, 4, 4, 4, 4, 4, 2, 4, 4, 2, 4, 4, 4, 4, 4, 4, -1, 3, 1, 3, 4, 0, 0, 4, 5, 4, 4, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4, -1, -1, -1, 3, 4, 4, 4, 2, 0, 0, 2, 4, 2, 2, 4, 3, 4, 2, 2, 0, 0, 4, 0, 3, 5, 5, 5, 5, 4, 0, 1, 1, 1, 1, 1, 3, 4, 3, 4, 1, -1, 0, -1, 4, 0]"
#2,85,5,6,0.0,7,8,0.946,"[{'group': 1, 'count': 7}, {'group': 5, 'count': 7}, {'group': -1, 'count': 8}, {'group': 0, 'count': 10}, {'group': 3, 'count': 12}, {'group': 2, 'count': 13}, {'group': 4, 'count': 38}]","[4, -1, -1, 2, 2, 4, 4, 4, 4, 4, 4, 2, 4, 4, 2, 4, 4, 4, 4, 4, 4, -1, 3, 1, 3, 4, 0, 0, 4, 5, 4, 4, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4, -1, -1, -1, 3, 4, 4, 4, 2, 0, 0, 2, 4, 2, 2, 4, 3, 4, 2, 2, 0, 0, 4, 0, 3, 5, 5, 5, 5, 4, 0, 1, 1, 1, 1, 1, 3, 4, 3, 4, 1, -1, 0, -1, 4, 0]"
#2,85,5,7,0.0,7,8,0.946,"[{'group': 1, 'count': 7}, {'group': 5, 'count': 7}, {'group': -1, 'count': 8}, {'group': 0, 'count': 10}, {'group': 3, 'count': 12}, {'group': 2, 'count': 13}, {'group': 4, 'count': 38}]","[4, -1, -1, 2, 2, 4, 4, 4, 4, 4, 4, 2, 4, 4, 2, 4, 4, 4, 4, 4, 4, -1, 3, 1, 3, 4, 0, 0, 4, 5, 4, 4, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4, -1, -1, -1, 3, 4, 4, 4, 2, 0, 0, 2, 4, 2, 2, 4, 3, 4, 2, 2, 0, 0, 4, 0, 3, 5, 5, 5, 5, 4, 0, 1, 1, 1, 1, 1, 3, 4, 3, 4, 1, -1, 0, -1, 4, 0]"
#2,85,5,8,0.0,5,15,0.9283,"[{'group': 0, 'count': 10}, {'group': 3, 'count': 12}, {'group': 1, 'count': 13}, {'group': -1, 'count': 15}, {'group': 2, 'count': 45}]","[2, -1, -1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, -1, 3, -1, 3, 2, 0, 0, 2, 2, 2, 2, 1, 1, 1, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, -1, -1, -1, 3, 2, 2, 2, 1, 0, 0, 1, 2, 1, 1, 2, 3, 2, 1, 1, 0, 0, 2, 0, 3, 2, 2, 2, 2, 2, 0, -1, -1, -1, -1, -1, 3, 2, 3, 2, -1, -1, 0, -1, 2, 0]"
#2,85,5,9,0.0,5,15,0.9283,"[{'group': 0, 'count': 10}, {'group': 3, 'count': 12}, {'group': 1, 'count': 13}, {'group': -1, 'count': 15}, {'group': 2, 'count': 45}]","[2, -1, -1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, -1, 3, -1, 3, 2, 0, 0, 2, 2, 2, 2, 1, 1, 1, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, -1, -1, -1, 3, 2, 2, 2, 1, 0, 0, 1, 2, 1, 1, 2, 3, 2, 1, 1, 0, 0, 2, 0, 3, 2, 2, 2, 2, 2, 0, -1, -1, -1, -1, -1, 3, 2, 3, 2, -1, -1, 0, -1, 2, 0]"
#2,85,5,10,0.0,5,15,0.9283,"[{'group': 0, 'count': 10}, {'group': 3, 'count': 12}, {'group': 1, 'count': 13}, {'group': -1, 'count': 15}, {'group': 2, 'count': 45}]","[2, -1, -1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, -1, 3, -1, 3, 2, 0, 0, 2, 2, 2, 2, 1, 1, 1, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, -1, -1, -1, 3, 2, 2, 2, 1, 0, 0, 1, 2, 1, 1, 2, 3, 2, 1, 1, 0, 0, 2, 0, 3, 2, 2, 2, 2, 2, 0, -1, -1, -1, -1, -1, 3, 2, 3, 2, -1, -1, 0, -1, 2, 0]"
#2,85,5,11,0.0,4,25,0.9181,"[{'group': 2, 'count': 12}, {'group': 0, 'count': 13}, {'group': -1, 'count': 25}, {'group': 1, 'count': 45}]","[1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 2, -1, 2, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 2, 1, 1, 1, 0, -1, -1, 0, 1, 0, 0, 1, 2, 1, 0, 0, -1, -1, 1, -1, 2, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 2, 1, 2, 1, -1, -1, -1, -1, 1, -1]"
#2,85,5,12,0.0,4,25,0.9181,"[{'group': 2, 'count': 12}, {'group': 0, 'count': 13}, {'group': -1, 'count': 25}, {'group': 1, 'count': 45}]","[1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 2, -1, 2, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 2, 1, 1, 1, 0, -1, -1, 0, 1, 0, 0, 1, 2, 1, 0, 0, -1, -1, 1, -1, 2, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 2, 1, 2, 1, -1, -1, -1, -1, 1, -1]"
#2,85,5,13,0.0,3,25,0.8311,"[{'group': 1, 'count': 13}, {'group': -1, 'count': 25}, {'group': 0, 'count': 57}]","[0, -1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 1, -1, -1, 1, 0, 1, 1, 0, 0, 0, 1, 1, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, 0, -1]"
#2,85,5,14,0.0,1,95,-1.0,"[{'group': -1, 'count': 95}]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
#2,85,5,15,0.0,1,95,-1.0,"[{'group': -1, 'count': 95}]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
#2,85,5,16,0.0,1,95,-1.0,"[{'group': -1, 'count': 95}]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
#2,85,5,17,0.0,1,95,-1.0,"[{'group': -1, 'count': 95}]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
#2,85,5,18,0.0,1,95,-1.0,"[{'group': -1, 'count': 95}]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
#2,85,5,19,0.0,1,95,-1.0,"[{'group': -1, 'count': 95}]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
#2,85,10,5,0.0,4,25,0.9181,"[{'group': 2, 'count': 12}, {'group': 0, 'count': 13}, {'group': -1, 'count': 25}, {'group': 1, 'count': 45}]","[1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 2, -1, 2, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 2, 1, 1, 1, 0, -1, -1, 0, 1, 0, 0, 1, 2, 1, 0, 0, -1, -1, 1, -1, 2, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 2, 1, 2, 1, -1, -1, -1, -1, 1, -1]"
#2,85,10,6,0.0,4,25,0.9181,"[{'group': 2, 'count': 12}, {'group': 0, 'count': 13}, {'group': -1, 'count': 25}, {'group': 1, 'count': 45}]","[1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 2, -1, 2, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 2, 1, 1, 1, 0, -1, -1, 0, 1, 0, 0, 1, 2, 1, 0, 0, -1, -1, 1, -1, 2, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 2, 1, 2, 1, -1, -1, -1, -1, 1, -1]"
#2,85,10,7,0.0,4,25,0.9181,"[{'group': 2, 'count': 12}, {'group': 0, 'count': 13}, {'group': -1, 'count': 25}, {'group': 1, 'count': 45}]","[1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 2, -1, 2, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 2, 1, 1, 1, 0, -1, -1, 0, 1, 0, 0, 1, 2, 1, 0, 0, -1, -1, 1, -1, 2, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 2, 1, 2, 1, -1, -1, -1, -1, 1, -1]"
#2,85,10,8,0.0,4,25,0.9181,"[{'group': 2, 'count': 12}, {'group': 0, 'count': 13}, {'group': -1, 'count': 25}, {'group': 1, 'count': 45}]","[1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 2, -1, 2, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 2, 1, 1, 1, 0, -1, -1, 0, 1, 0, 0, 1, 2, 1, 0, 0, -1, -1, 1, -1, 2, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 2, 1, 2, 1, -1, -1, -1, -1, 1, -1]"
#2,85,10,9,0.0,4,25,0.9181,"[{'group': 2, 'count': 12}, {'group': 0, 'count': 13}, {'group': -1, 'count': 25}, {'group': 1, 'count': 45}]","[1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 2, -1, 2, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 2, 1, 1, 1, 0, -1, -1, 0, 1, 0, 0, 1, 2, 1, 0, 0, -1, -1, 1, -1, 2, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 2, 1, 2, 1, -1, -1, -1, -1, 1, -1]"
#2,85,10,10,0.0,4,25,0.9181,"[{'group': 2, 'count': 12}, {'group': 0, 'count': 13}, {'group': -1, 'count': 25}, {'group': 1, 'count': 45}]","[1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 2, -1, 2, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 2, 1, 1, 1, 0, -1, -1, 0, 1, 0, 0, 1, 2, 1, 0, 0, -1, -1, 1, -1, 2, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 2, 1, 2, 1, -1, -1, -1, -1, 1, -1]"
#2,85,10,11,0.0,4,25,0.9181,"[{'group': 2, 'count': 12}, {'group': 0, 'count': 13}, {'group': -1, 'count': 25}, {'group': 1, 'count': 45}]","[1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 2, -1, 2, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 2, 1, 1, 1, 0, -1, -1, 0, 1, 0, 0, 1, 2, 1, 0, 0, -1, -1, 1, -1, 2, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 2, 1, 2, 1, -1, -1, -1, -1, 1, -1]"
#2,85,10,12,0.0,4,25,0.9181,"[{'group': 2, 'count': 12}, {'group': 0, 'count': 13}, {'group': -1, 'count': 25}, {'group': 1, 'count': 45}]","[1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 2, -1, 2, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 2, 1, 1, 1, 0, -1, -1, 0, 1, 0, 0, 1, 2, 1, 0, 0, -1, -1, 1, -1, 2, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 2, 1, 2, 1, -1, -1, -1, -1, 1, -1]"
