cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result,group_labels
#5,65,5,5,0.0,6,21,0.8197,"[{'group': 0, 'count': 6}, {'group': 3, 'count': 8}, {'group': 4, 'count': 9}, {'group': 1, 'count': 10}, {'group': 2, 'count': 20}, {'group': -1, 'count': 21}]","[1, 2, 2, 1, 2, 0, 0, 0, 0, -1, 2, 1, 2, 3, 3, 2, -1, 1, 4, 1, 2, 2, -1, -1, 4, 4, 4, 2, 4, 0, 0, 3, 3, 4, 3, -1, 4, 1, 1, 2, 2, 2, 1, 3, 3, 3, 2, 2, 2, 2, 2, -1, -1, 1, 1, -1, -1, -1, -1, -1, 2, 2, 2, 4, -1, -1, -1, -1, -1, -1, -1, 4, -1, -1]"
#5,65,5,6,0.0,6,21,0.8197,"[{'group': 0, 'count': 6}, {'group': 3, 'count': 8}, {'group': 4, 'count': 9}, {'group': 1, 'count': 10}, {'group': 2, 'count': 20}, {'group': -1, 'count': 21}]","[1, 2, 2, 1, 2, 0, 0, 0, 0, -1, 2, 1, 2, 3, 3, 2, -1, 1, 4, 1, 2, 2, -1, -1, 4, 4, 4, 2, 4, 0, 0, 3, 3, 4, 3, -1, 4, 1, 1, 2, 2, 2, 1, 3, 3, 3, 2, 2, 2, 2, 2, -1, -1, 1, 1, -1, -1, -1, -1, -1, 2, 2, 2, 4, -1, -1, -1, -1, -1, -1, -1, 4, -1, -1]"
#5,65,5,7,0.0,5,27,0.7976,"[{'group': 2, 'count': 8}, {'group': 3, 'count': 9}, {'group': 0, 'count': 10}, {'group': 1, 'count': 20}, {'group': -1, 'count': 27}]","[0, 1, 1, 0, 1, -1, -1, -1, -1, -1, 1, 0, 1, 2, 2, 1, -1, 0, 3, 0, 1, 1, -1, -1, 3, 3, 3, 1, 3, -1, -1, 2, 2, 3, 2, -1, 3, 0, 0, 1, 1, 1, 0, 2, 2, 2, 1, 1, 1, 1, 1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 1, 1, 1, 3, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1]"
#5,65,5,8,0.0,5,27,0.7976,"[{'group': 2, 'count': 8}, {'group': 3, 'count': 9}, {'group': 0, 'count': 10}, {'group': 1, 'count': 20}, {'group': -1, 'count': 27}]","[0, 1, 1, 0, 1, -1, -1, -1, -1, -1, 1, 0, 1, 2, 2, 1, -1, 0, 3, 0, 1, 1, -1, -1, 3, 3, 3, 1, 3, -1, -1, 2, 2, 3, 2, -1, 3, 0, 0, 1, 1, 1, 0, 2, 2, 2, 1, 1, 1, 1, 1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 1, 1, 1, 3, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1]"
#5,65,5,9,0.0,4,27,0.803,"[{'group': 0, 'count': 10}, {'group': 1, 'count': 17}, {'group': 2, 'count': 20}, {'group': -1, 'count': 27}]","[0, 2, 2, 0, 2, -1, -1, -1, -1, -1, 2, 0, 2, 1, 1, 2, -1, 0, 1, 0, 2, 2, -1, -1, 1, 1, 1, 2, 1, -1, -1, 1, 1, 1, 1, -1, 1, 0, 0, 2, 2, 2, 0, 1, 1, 1, 2, 2, 2, 2, 2, -1, -1, 0, 0, -1, -1, -1, -1, -1, 2, 2, 2, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1]"
#5,65,5,10,0.0,4,27,0.803,"[{'group': 0, 'count': 10}, {'group': 1, 'count': 17}, {'group': 2, 'count': 20}, {'group': -1, 'count': 27}]","[0, 2, 2, 0, 2, -1, -1, -1, -1, -1, 2, 0, 2, 1, 1, 2, -1, 0, 1, 0, 2, 2, -1, -1, 1, 1, 1, 2, 1, -1, -1, 1, 1, 1, 1, -1, 1, 0, 0, 2, 2, 2, 0, 1, 1, 1, 2, 2, 2, 2, 2, -1, -1, 0, 0, -1, -1, -1, -1, -1, 2, 2, 2, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1]"
#5,65,5,11,0.0,3,37,0.7582,"[{'group': 0, 'count': 17}, {'group': 1, 'count': 20}, {'group': -1, 'count': 37}]","[-1, 1, 1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 0, 0, 1, -1, -1, 0, -1, 1, 1, -1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, 1, 1, 1, -1, 0, 0, 0, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
#5,65,5,12,0.0,3,37,0.7582,"[{'group': 0, 'count': 17}, {'group': 1, 'count': 20}, {'group': -1, 'count': 37}]","[-1, 1, 1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 0, 0, 1, -1, -1, 0, -1, 1, 1, -1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, 1, 1, 1, -1, 0, 0, 0, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
#5,65,5,13,0.0,3,37,0.7582,"[{'group': 0, 'count': 17}, {'group': 1, 'count': 20}, {'group': -1, 'count': 37}]","[-1, 1, 1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 0, 0, 1, -1, -1, 0, -1, 1, 1, -1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, 1, 1, 1, -1, 0, 0, 0, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
#5,65,5,14,0.0,3,37,0.7582,"[{'group': 0, 'count': 17}, {'group': 1, 'count': 20}, {'group': -1, 'count': 37}]","[-1, 1, 1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 0, 0, 1, -1, -1, 0, -1, 1, 1, -1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, 1, 1, 1, -1, 0, 0, 0, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
