cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result,group_labels
#4,100,5,5,0.0,10,27,0.7624,"[{'group': 0, 'count': 6}, {'group': 4, 'count': 6}, {'group': 5, 'count': 6}, {'group': 3, 'count': 7}, {'group': 7, 'count': 11}, {'group': 8, 'count': 14}, {'group': 2, 'count': 18}, {'group': 1, 'count': 20}, {'group': 6, 'count': 21}, {'group': -1, 'count': 27}]","[2, 2, 7, 2, 6, 6, 6, 8, 2, 2, 0, 0, 1, 1, 3, 2, 3, 2, 2, 7, 1, 4, 5, 5, 6, 5, 6, 6, 6, 1, 6, 5, 6, 8, 0, 6, -1, 7, 0, 8, 8, 6, 0, 5, 5, -1, -1, -1, 6, 3, 1, 3, -1, -1, -1, -1, -1, 2, 8, 2, 8, 1, 8, 8, 4, 8, 8, 7, 6, 7, 7, 1, 7, 1, 2, 6, 1, 1, 1, 1, 1, 3, 1, 1, 2, 8, 8, 8, 2, 8, 7, 7, 2, 4, 4, 3, 4, 4, 7, 6, 6, 6, 1, 1, 1, 2, 2, 2, 7, 2, -1, 1, -1, 1, -1, -1, -1, -1, -1, 6, 6, 6, 6, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1]"
#4,100,5,6,0.0,10,27,0.7624,"[{'group': 0, 'count': 6}, {'group': 4, 'count': 6}, {'group': 5, 'count': 6}, {'group': 3, 'count': 7}, {'group': 7, 'count': 11}, {'group': 8, 'count': 14}, {'group': 2, 'count': 18}, {'group': 1, 'count': 20}, {'group': 6, 'count': 21}, {'group': -1, 'count': 27}]","[2, 2, 7, 2, 6, 6, 6, 8, 2, 2, 0, 0, 1, 1, 3, 2, 3, 2, 2, 7, 1, 4, 5, 5, 6, 5, 6, 6, 6, 1, 6, 5, 6, 8, 0, 6, -1, 7, 0, 8, 8, 6, 0, 5, 5, -1, -1, -1, 6, 3, 1, 3, -1, -1, -1, -1, -1, 2, 8, 2, 8, 1, 8, 8, 4, 8, 8, 7, 6, 7, 7, 1, 7, 1, 2, 6, 1, 1, 1, 1, 1, 3, 1, 1, 2, 8, 8, 8, 2, 8, 7, 7, 2, 4, 4, 3, 4, 4, 7, 6, 6, 6, 1, 1, 1, 2, 2, 2, 7, 2, -1, 1, -1, 1, -1, -1, -1, -1, -1, 6, 6, 6, 6, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, -1, -1]"
#4,100,5,7,0.0,7,39,0.7657,"[{'group': 2, 'count': 7}, {'group': 4, 'count': 11}, {'group': 5, 'count': 14}, {'group': 1, 'count': 18}, {'group': 0, 'count': 20}, {'group': 3, 'count': 27}, {'group': -1, 'count': 39}]","[1, 1, 4, 1, 3, 3, 3, 5, 1, 1, -1, -1, 0, 0, 2, 1, 2, 1, 1, 4, 0, -1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 5, -1, 3, -1, 4, -1, 5, 5, 3, -1, 3, 3, -1, -1, -1, 3, 2, 0, 2, -1, -1, -1, -1, -1, 1, 5, 1, 5, 0, 5, 5, -1, 5, 5, 4, 3, 4, 4, 0, 4, 0, 1, 3, 0, 0, 0, 0, 0, 2, 0, 0, 1, 5, 5, 5, 1, 5, 4, 4, 1, -1, -1, 2, -1, -1, 4, 3, 3, 3, 0, 0, 0, 1, 1, 1, 4, 1, -1, 0, -1, 0, -1, -1, -1, -1, -1, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1]"
#4,100,5,8,0.0,6,34,0.7389,"[{'group': 3, 'count': 11}, {'group': 4, 'count': 14}, {'group': 1, 'count': 20}, {'group': 2, 'count': 27}, {'group': 0, 'count': 30}, {'group': -1, 'count': 34}]","[0, 0, 3, 0, 2, 2, 2, 4, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, 3, 1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4, -1, 2, -1, 3, -1, 4, 4, 2, -1, 2, 2, -1, -1, -1, 2, 0, 1, 0, -1, -1, -1, -1, -1, 0, 4, 0, 4, 1, 4, 4, -1, 4, 4, 3, 2, 3, 3, 1, 3, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 4, 4, 4, 0, 4, 3, 3, 0, -1, -1, 0, -1, -1, 3, 2, 2, 2, 1, 1, 1, 0, 0, 0, 3, 0, -1, 1, -1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
#4,100,5,9,0.0,6,34,0.7389,"[{'group': 3, 'count': 11}, {'group': 4, 'count': 14}, {'group': 1, 'count': 20}, {'group': 2, 'count': 27}, {'group': 0, 'count': 30}, {'group': -1, 'count': 34}]","[0, 0, 3, 0, 2, 2, 2, 4, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, 3, 1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4, -1, 2, -1, 3, -1, 4, 4, 2, -1, 2, 2, -1, -1, -1, 2, 0, 1, 0, -1, -1, -1, -1, -1, 0, 4, 0, 4, 1, 4, 4, -1, 4, 4, 3, 2, 3, 3, 1, 3, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 4, 4, 4, 0, 4, 3, 3, 0, -1, -1, 0, -1, -1, 3, 2, 2, 2, 1, 1, 1, 0, 0, 0, 3, 0, -1, 1, -1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
#4,100,5,10,0.0,6,34,0.7389,"[{'group': 3, 'count': 11}, {'group': 4, 'count': 14}, {'group': 1, 'count': 20}, {'group': 2, 'count': 27}, {'group': 0, 'count': 30}, {'group': -1, 'count': 34}]","[0, 0, 3, 0, 2, 2, 2, 4, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, 3, 1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4, -1, 2, -1, 3, -1, 4, 4, 2, -1, 2, 2, -1, -1, -1, 2, 0, 1, 0, -1, -1, -1, -1, -1, 0, 4, 0, 4, 1, 4, 4, -1, 4, 4, 3, 2, 3, 3, 1, 3, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 4, 4, 4, 0, 4, 3, 3, 0, -1, -1, 0, -1, -1, 3, 2, 2, 2, 1, 1, 1, 0, 0, 0, 3, 0, -1, 1, -1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
#4,100,5,11,0.0,6,34,0.7389,"[{'group': 3, 'count': 11}, {'group': 4, 'count': 14}, {'group': 1, 'count': 20}, {'group': 2, 'count': 27}, {'group': 0, 'count': 30}, {'group': -1, 'count': 34}]","[0, 0, 3, 0, 2, 2, 2, 4, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, 3, 1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4, -1, 2, -1, 3, -1, 4, 4, 2, -1, 2, 2, -1, -1, -1, 2, 0, 1, 0, -1, -1, -1, -1, -1, 0, 4, 0, 4, 1, 4, 4, -1, 4, 4, 3, 2, 3, 3, 1, 3, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 4, 4, 4, 0, 4, 3, 3, 0, -1, -1, 0, -1, -1, 3, 2, 2, 2, 1, 1, 1, 0, 0, 0, 3, 0, -1, 1, -1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
#4,100,5,12,0.0,5,34,0.8821,"[{'group': 1, 'count': 20}, {'group': 3, 'count': 25}, {'group': 2, 'count': 27}, {'group': 0, 'count': 30}, {'group': -1, 'count': 34}]","[0, 0, 3, 0, 2, 2, 2, 3, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, 3, 1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, -1, 2, -1, 3, -1, 3, 3, 2, -1, 2, 2, -1, -1, -1, 2, 0, 1, 0, -1, -1, -1, -1, -1, 0, 3, 0, 3, 1, 3, 3, -1, 3, 3, 3, 2, 3, 3, 1, 3, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 3, 3, 3, 0, 3, 3, 3, 0, -1, -1, 0, -1, -1, 3, 2, 2, 2, 1, 1, 1, 0, 0, 0, 3, 0, -1, 1, -1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
#4,100,5,13,0.0,5,34,0.8821,"[{'group': 1, 'count': 20}, {'group': 3, 'count': 25}, {'group': 2, 'count': 27}, {'group': 0, 'count': 30}, {'group': -1, 'count': 34}]","[0, 0, 3, 0, 2, 2, 2, 3, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, 3, 1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, -1, 2, -1, 3, -1, 3, 3, 2, -1, 2, 2, -1, -1, -1, 2, 0, 1, 0, -1, -1, -1, -1, -1, 0, 3, 0, 3, 1, 3, 3, -1, 3, 3, 3, 2, 3, 3, 1, 3, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 3, 3, 3, 0, 3, 3, 3, 0, -1, -1, 0, -1, -1, 3, 2, 2, 2, 1, 1, 1, 0, 0, 0, 3, 0, -1, 1, -1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
#4,100,5,14,0.0,5,34,0.8821,"[{'group': 1, 'count': 20}, {'group': 3, 'count': 25}, {'group': 2, 'count': 27}, {'group': 0, 'count': 30}, {'group': -1, 'count': 34}]","[0, 0, 3, 0, 2, 2, 2, 3, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, 3, 1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, -1, 2, -1, 3, -1, 3, 3, 2, -1, 2, 2, -1, -1, -1, 2, 0, 1, 0, -1, -1, -1, -1, -1, 0, 3, 0, 3, 1, 3, 3, -1, 3, 3, 3, 2, 3, 3, 1, 3, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 3, 3, 3, 0, 3, 3, 3, 0, -1, -1, 0, -1, -1, 3, 2, 2, 2, 1, 1, 1, 0, 0, 0, 3, 0, -1, 1, -1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
#4,100,5,15,0.0,5,34,0.8821,"[{'group': 1, 'count': 20}, {'group': 3, 'count': 25}, {'group': 2, 'count': 27}, {'group': 0, 'count': 30}, {'group': -1, 'count': 34}]","[0, 0, 3, 0, 2, 2, 2, 3, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, 3, 1, -1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, -1, 2, -1, 3, -1, 3, 3, 2, -1, 2, 2, -1, -1, -1, 2, 0, 1, 0, -1, -1, -1, -1, -1, 0, 3, 0, 3, 1, 3, 3, -1, 3, 3, 3, 2, 3, 3, 1, 3, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 3, 3, 3, 0, 3, 3, 3, 0, -1, -1, 0, -1, -1, 3, 2, 2, 2, 1, 1, 1, 0, 0, 0, 3, 0, -1, 1, -1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
