cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result,group_labels
#8,85,5,5,0.0,7,38,0.8703,"[{'group': 5, 'count': 6}, {'group': 0, 'count': 7}, {'group': 2, 'count': 8}, {'group': 3, 'count': 9}, {'group': 1, 'count': 11}, {'group': 4, 'count': 12}, {'group': -1, 'count': 38}]","[4, 4, 4, 5, 4, 2, 2, -1, 2, -1, 2, 3, -1, 3, 4, 3, 4, 3, -1, 4, 4, 3, 4, 4, -1, -1, 2, -1, 3, -1, 1, -1, -1, -1, -1, -1, 1, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, 5, 1, -1, 5, 1, 2, -1, 2, 3, 3, 1, 1, 3, -1, -1, -1, -1, 2, 1, 1, -1, -1, -1, -1, -1, 5, 4, 4, 5, 5, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1, -1]"
#8,85,5,6,0.0,7,38,0.8703,"[{'group': 5, 'count': 6}, {'group': 0, 'count': 7}, {'group': 2, 'count': 8}, {'group': 3, 'count': 9}, {'group': 1, 'count': 11}, {'group': 4, 'count': 12}, {'group': -1, 'count': 38}]","[4, 4, 4, 5, 4, 2, 2, -1, 2, -1, 2, 3, -1, 3, 4, 3, 4, 3, -1, 4, 4, 3, 4, 4, -1, -1, 2, -1, 3, -1, 1, -1, -1, -1, -1, -1, 1, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, 5, 1, -1, 5, 1, 2, -1, 2, 3, 3, 1, 1, 3, -1, -1, -1, -1, 2, 1, 1, -1, -1, -1, -1, -1, 5, 4, 4, 5, 5, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1, -1]"
#8,85,5,7,0.0,6,38,0.7312,"[{'group': 0, 'count': 7}, {'group': 2, 'count': 8}, {'group': 4, 'count': 9}, {'group': 1, 'count': 11}, {'group': 3, 'count': 18}, {'group': -1, 'count': 38}]","[3, 3, 3, 3, 3, 2, 2, -1, 2, -1, 2, 4, -1, 4, 3, 4, 3, 4, -1, 3, 3, 4, 3, 3, -1, -1, 2, -1, 4, -1, 1, -1, -1, -1, -1, -1, 1, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, 3, 1, -1, 3, 1, 2, -1, 2, 4, 4, 1, 1, 4, -1, -1, -1, -1, 2, 1, 1, -1, -1, -1, -1, -1, 3, 3, 3, 3, 3, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1, -1]"
#8,85,5,8,0.0,5,45,0.696,"[{'group': 1, 'count': 8}, {'group': 3, 'count': 9}, {'group': 0, 'count': 11}, {'group': 2, 'count': 18}, {'group': -1, 'count': 45}]","[2, 2, 2, 2, 2, 1, 1, -1, 1, -1, 1, 3, -1, 3, 2, 3, 2, 3, -1, 2, 2, 3, 2, 2, -1, -1, 1, -1, 3, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 0, -1, 2, 0, 1, -1, 1, 3, 3, 0, 0, 3, -1, -1, -1, -1, 1, 0, 0, -1, -1, -1, -1, -1, 2, 2, 2, 2, 2, -1, -1, -1, -1, -1, 0, -1, 0, 0, -1, -1, -1, -1, -1]"
#8,85,5,9,0.0,4,41,0.7564,"[{'group': 2, 'count': 9}, {'group': 1, 'count': 18}, {'group': 0, 'count': 23}, {'group': -1, 'count': 41}]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 2, 1, 2, -1, 1, 1, 2, 1, 1, -1, 0, 0, -1, 2, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, -1, 0, 2, 2, 0, 0, 2, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, 0, -1, 0, 0, -1, -1, -1, -1, -1]"
#8,85,5,10,0.0,3,29,0.9755,"[{'group': 1, 'count': 23}, {'group': -1, 'count': 29}, {'group': 0, 'count': 39}]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 1, -1, 0, -1, 1, -1, 0, 0, 0, 0, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 0, 0, 1, 1, -1, 1, 0, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, -1, -1, -1, -1, -1]"
#8,85,5,11,0.0,3,29,0.9755,"[{'group': 1, 'count': 23}, {'group': -1, 'count': 29}, {'group': 0, 'count': 39}]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 1, -1, 0, -1, 1, -1, 0, 0, 0, 0, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 0, 0, 1, 1, -1, 1, 0, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, -1, -1, -1, -1, -1]"
#8,85,5,12,0.0,3,29,0.9755,"[{'group': 1, 'count': 23}, {'group': -1, 'count': 29}, {'group': 0, 'count': 39}]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 1, -1, 0, -1, 1, -1, 0, 0, 0, 0, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 0, 0, 1, 1, -1, 1, 0, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, -1, -1, -1, -1, -1]"
#8,85,5,13,0.0,3,29,0.9755,"[{'group': 1, 'count': 23}, {'group': -1, 'count': 29}, {'group': 0, 'count': 39}]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 1, -1, 0, -1, 1, -1, 0, 0, 0, 0, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 0, 0, 1, 1, -1, 1, 0, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, -1, -1, -1, -1, -1]"
#8,85,5,14,0.0,3,29,0.9755,"[{'group': 1, 'count': 23}, {'group': -1, 'count': 29}, {'group': 0, 'count': 39}]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 1, -1, 0, -1, 1, -1, 0, 0, 0, 0, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 0, 0, 1, 1, -1, 1, 0, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, -1, -1, -1, -1, -1]"
