Cluster,Group,SubGroup,TitleWords,NumPhrases,Key-phrases,NumDocs,DocIds
4,-1,0,"['land', 'model', 'change']",30,"['land change science', 'land change', 'future land change', 'change modeling', 'useful model', 'use change simulation', 'network model', 'learning model', 'land use evolution', 'land dynamic domain', 'intelligence urban model', 'integrated model', 'dynamic modeling process', 'dynamic land use', 'complex material modeling', 'choose appropriate modelling', 'automatic simulation model', 'urban system management', 'urban simulation', 'urban growth simulation', 'UPM theory', 'smart city', 'resulting service infrastructure', 'morphological characteristic', 'ML concept', 'growth simulation', 'fractal manufacturing layout', 'evolution mechanism', 'complexity phenomenon', 'appropriate attribute feature']",17,"[9, 23, 29, 104, 131, 143, 155, 216, 244, 293, 306, 426, 456, 583, 590, 594, 595]"
4,-1,1,"['system', 'intelligence', 'spatial']",26,"['warehouse management system', 'spatial transformation rule', 'spatial modeling', 'spatial heterogeneity', 'intelligent information system', 'information system', 'event processing system', 'big data intelligence', 'artificial intelligence technology', 'artificial intelligence', 'workflow management', 'terrorist attack prediction', 'spatiotemporal neighborhood feature', 'Social medium user', 'similarity information maintenance', 'sensitive threat event', 'KNN algorithm', 'Intelligence augmentation', 'GIS visualisation', 'fish swarm algorithm', 'fault tolerant control', 'crime forecasting', 'collusion occurrence probability', 'clustering', 'algorithm', 'AI technology']",24,"[23, 34, 48, 143, 155, 235, 241, 244, 293, 294, 306, 322, 403, 426, 429, 456, 509, 552, 583, 590, 594, 595, 596, 599]"
4,-1,2,"['planning', 'problem', 'cellular']",14,"['planning problem', 'use planning', 'traditional scenario planning', 'reform problem', 'planning theory', 'GIS problem solving', 'complex problem', 'cellular automaton model', 'cellular automaton', 'urban information system', 'mathematical programming', 'expansion cell', 'environmental data', 'Cellular automata']",16,"[9, 29, 48, 50, 75, 104, 131, 143, 183, 241, 294, 306, 322, 456, 509, 596]"
4,0,0,"['expert', 'system', 'decision']",20,"['fuzzy expert system', 'expert system prototype', 'expert system approach', 'expert system', 'intelligent decision support', 'decision making', 'decision analysis', 'theme analyzing', 'suitability index', 'relation', 'naïve Bayes classifier', 'knowledge reference', 'Internet group intelligence', 'index selection', 'fuzzy set', 'extracted knowledge', 'data mining tool', 'conflict', 'bidding procedure', 'agglomerative clustering']",17,"[34, 48, 50, 75, 183, 235, 241, 294, 322, 426, 429, 509, 552, 594, 595, 596, 599]"
4,0,1,"['artificial', 'intelligence', 'AI']",14,"['artificial intelligence technique', 'artificial intelligence approach', 'intelligence analyst work', 'artificial neural network', 'Artificial intelligence solution', 'artificial immune system', 'reasoning layer', 'logic', 'deep reinforcement', 'deep learning method', 'convolutional neural network', 'AI approach', 'AI application', 'AI agent']",18,"[9, 23, 29, 50, 75, 104, 143, 183, 216, 235, 244, 293, 294, 403, 426, 552, 583, 594]"
4,0,2,"['semantic', 'web', 'domain']",2,"['semantic web', 'domain ontology']",2,"[216, 599]"
4,1,0,"['urban', 'transition', 'rule']",24,"['urban transition rule', 'transition rule mining', 'urban warfare operation', 'urban search', 'urban planning', 'urban development', 'urban design', 'urban area', 'transition map', 'planned urban zone', 'geospatial urban', 'complex urban space', 'Analyze urbanization process', 'USI map', 'Urbanization process', 'Structural collapse disaster', 'road construction sector', 'remote inspection industry', 'Livelihood orientation', 'heroic rescue personnel', 'central coordinator', 'Carlo tree search', 'Beppu census ward', 'Balkanisation']",28,"[9, 29, 34, 48, 50, 75, 104, 143, 155, 160, 183, 216, 235, 241, 274, 293, 294, 306, 322, 426, 429, 509, 552, 583, 590, 594, 595, 599]"
4,1,1,"['land', 'use', 'planning']",11,"['land use planning', 'land use policy', 'land use master', 'land use', 'urban planning management', 'planning policy', 'integrated tourism planning', 'hierarchical farmland', 'policy intervention', 'Maharashtra government', 'judicial administration']",15,"[9, 23, 104, 131, 143, 160, 216, 241, 244, 274, 294, 456, 509, 594, 595]"
4,1,2,"['urban', 'land', 'growth']",10,"['urban land use', 'urban land dynamic', 'sustainable urban land', 'residential land growth', 'new urban growth', 'urbanization rate', 'Urban growth', 'sustainable urbanization', 'predicted urban expansion', 'land dynamic modelling']",12,"[23, 50, 75, 104, 131, 155, 160, 244, 294, 306, 456, 594]"
