Cluster,Group,SubGroup,TitleWords,NumPhrases,Key-phrases,NumDocs,DocIds
6,0,0,"['urban', 'environment', 'planner']",18,"['urban planner', 'urban environment', 'large urban environment', 'complex urban environment', 'urban valuation estimation', 'urban space', 'urban planning', 'planner', 'generative urban network', 'environment identification', 'Urban morphological feature', 'understanding city', 'spatial dynamic model', 'smart city', 'neighborhood', 'infrastructure information', 'dense traffic network', 'building']",17,"[59, 88, 132, 194, 217, 239, 309, 365, 379, 384, 411, 436, 441, 507, 536, 546, 551]"
6,0,1,"['image', 'street', 'urban']",12,"['street view image', 'street imagery', 'visual urban scene', 'urban visual environment', 'urban perception datasets', 'road traffic image', 'relabel street', 'image interpretation', 'image', 'sidewalk design', 'principal arterial road', 'architectural color icon']",10,"[59, 194, 239, 271, 314, 365, 379, 507, 536, 544]"
6,0,2,"['attribute', 'city', 'urban']",8,"['urban attribute', 'structural attribute', 'many city', 'Chinese city', 'rooftop footprint', 'residential plot', 'real estate market', 'façade condition']",8,"[59, 239, 314, 365, 411, 436, 441, 544]"
