,parent,child,lambda_val,child_size
0,97,13,3368.918875502008,1
1,97,66,3608.7795224779525,1
2,97,35,3668.7548655149794,1
3,97,10,3685.6801405975393,1
4,97,23,3768.467205750225,1
5,97,20,3847.9853211009176,1
6,97,61,4001.243978058669,1
7,97,92,4001.243978058669,1
8,97,26,4001.243978058669,1
9,97,39,4001.243978058669,1
10,97,95,4001.243978058669,1
11,97,21,4001.243978058669,1
12,97,81,4001.243978058669,1
13,97,87,4001.243978058669,1
14,97,67,4001.243978058669,1
15,97,50,4001.243978058669,1
16,97,57,4001.243978058669,1
17,97,88,4001.243978058669,1
18,97,49,4115.088545499141,1
19,97,70,4170.32463335819,1
20,97,76,4179.675137020428,1
21,97,53,4193.255686078481,1
22,97,96,4265.755403000254,1
23,97,29,4327.37064740779,1
24,97,30,4367.929185108045,1
25,97,56,4391.941361256545,1
26,97,47,4525.820339897491,1
27,97,4,4539.290043290043,1
28,97,12,4596.497534246575,1
29,97,2,4630.752415125587,1
30,97,27,4635.87068250898,1
31,97,59,4643.569332964295,1
32,97,84,4686.3731843575415,1
33,97,52,4706.091444600281,1
34,97,44,4729.973498731322,1
35,97,37,4756.795009923448,1
36,97,9,4816.886592018375,1
37,97,71,4870.01915820029,1
38,97,11,4914.240187463386,1
39,97,36,4941.742562592047,1
40,97,8,4941.742562592047,1
41,97,46,4993.219047619048,1
42,97,69,5021.615085303802,1
43,97,3,5074.777979431337,1
44,97,80,5082.464707664344,1
45,97,51,5130.647094801223,1
46,97,45,5151.125575683144,1
47,97,85,5176.555384140697,1
48,97,34,5182.9521161569355,1
49,97,72,5186.156414219475,1
50,97,48,5192.5769111730115,1
51,97,22,5215.174386073982,1
52,97,74,5228.17575568713,1
53,97,94,5228.17575568713,1
54,97,82,5260.964565694575,1
55,97,98,5302.533501896334,19
56,97,99,5302.533501896334,23
57,98,62,5302.533501896334,1
58,99,75,5324.410028562361,1
59,98,17,5415.4990316333115,1
60,99,77,5391.136246786632,1
61,98,14,5466.671880091235,1
62,98,65,5466.671880091235,1
63,98,43,5466.671880091235,1
64,98,16,5466.671880091235,1
65,98,7,5466.671880091235,1
66,98,15,5466.671880091235,1
67,98,0,5466.671880091235,1
68,98,73,5466.671880091235,1
69,98,89,5466.671880091235,1
70,98,28,5466.671880091235,1
71,98,42,5466.671880091235,1
72,98,25,5466.671880091235,1
73,98,41,5466.671880091235,1
74,98,38,5466.671880091235,1
75,98,5,5466.671880091235,1
76,98,78,5466.671880091235,1
77,98,79,5466.671880091235,1
78,99,40,5464.891205211727,1
79,99,24,5551.692918596956,1
80,99,1,5639.400336134454,1
81,99,54,5685.264656048797,1
82,99,63,5751.531025025712,1
83,99,58,5757.452299245024,1
84,99,64,6103.025100036377,1
85,99,60,6103.025100036377,1
86,99,83,6103.025100036377,1
87,99,31,6103.025100036377,1
88,99,33,6103.025100036377,1
89,99,6,6103.025100036377,1
90,99,93,6103.025100036377,1
91,99,68,6103.025100036377,1
92,99,19,6103.025100036377,1
93,99,86,6103.025100036377,1
94,99,91,6103.025100036377,1
95,99,90,6103.025100036377,1
96,99,55,6103.025100036377,1
97,99,18,6103.025100036377,1
98,99,32,6103.025100036377,1
