cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result,group_labels
#0,10,None,5,0.0,12,18,0.6273403202776286,"[{'group': 9, 'count': 5}, {'group': 6, 'count': 7}, {'group': 3, 'count': 8}, {'group': 5, 'count': 8}, {'group': 10, 'count': 8}, {'group': 4, 'count': 10}, {'group': 1, 'count': 11}, {'group': 0, 'count': 15}, {'group': 7, 'count': 16}, {'group': -1, 'count': 18}, {'group': 8, 'count': 26}, {'group': 2, 'count': 58}]","[4, 4, 4, 4, 0, -1, -1, 2, -1, 9, 7, -1, 8, 0, 0, 7, 2, 2, 2, 2, 7, 7, 2, 2, 0, 9, -1, 9, 9, 8, 5, -1, 5, 5, 5, 7, 2, 2, 2, 2, 7, 2, 2, 2, 2, 7, 2, 2, 7, 7, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 3, 4, 2, 3, 8, 8, 8, 0, 0, 8, 8, 8, 8, 8, 6, 6, 6, 6, 6, 7, 1, 7, 8, 8, 2, 2, 2, 7, 2, 1, 1, 1, 1, 1, 3, 3, 2, 3, 3, 0, 0, 8, -1, 5, 9, 10, 0, 0, 2, 6, 2, 2, 6, 4, 10, 10, 10, 10, 0, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 7, 4, 4, 2, 2, 2, 2, 2, 2, 7, 2, -1, 2, 8, 2, 0, 0, 8, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 8, 2, 7, 10, -1, 3, -1, 3, 10, 8, 0, 0, 10, 2, 8, 5, 5, 5]"
#0,10,None,6,0.0,11,17,0.6545748197572916,"[{'group': 7, 'count': 7}, {'group': 3, 'count': 8}, {'group': 4, 'count': 9}, {'group': 5, 'count': 9}, {'group': 1, 'count': 11}, {'group': 8, 'count': 14}, {'group': 0, 'count': 15}, {'group': -1, 'count': 17}, {'group': 6, 'count': 17}, {'group': 9, 'count': 25}, {'group': 2, 'count': 58}]","[4, 4, 4, 4, 0, 5, -1, 2, -1, 6, 8, -1, 9, 0, 0, 8, 2, 2, 2, 2, 8, 8, 2, 2, 0, 6, 6, 6, 6, 9, 5, -1, 5, 5, 5, 8, 2, 2, 2, 2, 8, 2, 2, 2, 2, 8, 2, 2, -1, -1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 3, 4, 2, 3, 9, 9, 9, 0, 0, 9, 9, 9, 9, 9, 7, 7, 7, 7, 7, 8, 1, 8, 9, 9, 2, 2, 2, 8, 2, 1, 1, 1, 1, 1, 3, 3, 2, 3, 3, 0, 0, 9, -1, 5, 6, 6, 0, 0, 2, 7, 2, 2, 7, 4, 6, 6, 6, 6, 0, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 8, -1, 4, 2, 2, 2, 2, 2, 2, 8, 2, 6, 2, 9, 2, 0, 0, 9, 2, 2, 2, 2, 9, 9, 9, 9, 9, 9, 9, 9, -1, 2, 8, 6, 6, 3, 6, 3, 6, 9, 0, 0, 6, 2, 9, 5, 5, 5]"
#0,10,None,7,0.0,7,6,0.777792231536726,"[{'group': -1, 'count': 6}, {'group': 4, 'count': 9}, {'group': 3, 'count': 11}, {'group': 1, 'count': 15}, {'group': 2, 'count': 28}, {'group': 5, 'count': 52}, {'group': 0, 'count': 69}]","[4, 4, 4, 4, 1, 2, 2, 0, 2, 2, 5, 5, 5, 1, 1, 5, 0, 0, 0, 0, 5, 5, 0, 0, 1, 2, 2, 2, 2, 5, 2, -1, 2, 2, 2, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 4, 0, 0, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 0, 0, 0, 5, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 1, 1, 5, 5, 2, 2, 2, 1, 1, 0, 5, 0, 0, 5, 4, 2, 2, 2, 2, 1, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 5, 5, 4, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 5, 0, 1, 1, 5, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 2, 2, 0, 2, 0, 2, 5, 1, 1, 2, 0, 5, 2, 2, 2]"
#0,10,None,8,0.0,6,1,0.7632066883295103,"[{'group': -1, 'count': 1}, {'group': 4, 'count': 11}, {'group': 2, 'count': 15}, {'group': 3, 'count': 28}, {'group': 0, 'count': 66}, {'group': 1, 'count': 69}]","[0, 0, 0, 0, 2, 3, 3, 1, 3, 3, 0, 0, 0, 2, 2, 0, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, 3, 3, 3, 0, 3, -1, 3, 3, 3, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 1, 1, 0, 1, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 2, 2, 0, 0, 3, 3, 3, 2, 2, 1, 0, 1, 1, 0, 0, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 3, 1, 0, 1, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 1, 3, 1, 3, 0, 2, 2, 3, 1, 0, 3, 3, 3]"
#0,10,None,9,0.0,6,3,0.7710959641399018,"[{'group': -1, 'count': 3}, {'group': 4, 'count': 11}, {'group': 2, 'count': 15}, {'group': 3, 'count': 26}, {'group': 0, 'count': 66}, {'group': 1, 'count': 69}]","[0, 0, 0, 0, 2, 3, 3, 1, 3, 3, 0, 0, 0, 2, 2, 0, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, 3, 3, 3, 0, 3, -1, 3, 3, 3, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 1, 1, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 1, 1, 0, 1, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 2, 2, 0, 0, -1, 3, 3, 2, 2, 1, 0, 1, 1, 0, 0, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 3, 1, 0, 1, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 1, 3, 1, 3, 0, 2, 2, 3, 1, 0, 3, -1, 3]"
#0,10,None,10,0.0,5,3,0.8146305822208104,"[{'group': -1, 'count': 3}, {'group': 1, 'count': 15}, {'group': 3, 'count': 40}, {'group': 2, 'count': 63}, {'group': 0, 'count': 69}]","[-1, -1, 2, 2, 1, 3, 3, 0, 3, 3, 2, 2, 2, 1, 1, 2, 0, 0, 0, 0, 2, 2, 0, 0, 1, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 2, 0, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 0, 0, 0, 2, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 1, 1, 0, 2, 0, 0, 2, -1, 3, 3, 3, 3, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 3, 3, 0, 3, 0, 3, 2, 1, 1, 3, 0, 2, 3, 3, 3]"
#0,10,None,11,0.0,5,4,0.8197314968829428,"[{'group': -1, 'count': 4}, {'group': 1, 'count': 15}, {'group': 3, 'count': 40}, {'group': 2, 'count': 62}, {'group': 0, 'count': 69}]","[-1, -1, 2, 2, 1, 3, 3, 0, 3, 3, 2, 2, 2, 1, 1, 2, 0, 0, 0, 0, 2, 2, 0, 0, 1, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, -1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 0, 0, 0, 2, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 1, 1, 0, 2, 0, 0, 2, -1, 3, 3, 3, 3, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 3, 3, 0, 3, 0, 3, 2, 1, 1, 3, 0, 2, 3, 3, 3]"
#0,10,None,12,0.0,5,6,0.8306966496256973,"[{'group': -1, 'count': 6}, {'group': 1, 'count': 15}, {'group': 3, 'count': 40}, {'group': 2, 'count': 60}, {'group': 0, 'count': 69}]","[-1, -1, -1, -1, 1, 3, 3, 0, 3, 3, 2, 2, 2, 1, 1, 2, 0, 0, 0, 0, 2, 2, 0, 0, 1, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, -1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 0, 0, 0, 2, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 1, 1, 0, 2, 0, 0, 2, -1, 3, 3, 3, 3, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 3, 3, 0, 3, 0, 3, 2, 1, 1, 3, 0, 2, 3, 3, 3]"
#0,10,None,13,0.0,5,6,0.8306966496256973,"[{'group': -1, 'count': 6}, {'group': 1, 'count': 15}, {'group': 3, 'count': 40}, {'group': 2, 'count': 60}, {'group': 0, 'count': 69}]","[-1, -1, -1, -1, 1, 3, 3, 0, 3, 3, 2, 2, 2, 1, 1, 2, 0, 0, 0, 0, 2, 2, 0, 0, 1, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, -1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 0, 0, 0, 2, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 1, 1, 0, 2, 0, 0, 2, -1, 3, 3, 3, 3, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 3, 3, 0, 3, 0, 3, 2, 1, 1, 3, 0, 2, 3, 3, 3]"
#0,10,None,14,0.0,5,6,0.8306966496256973,"[{'group': -1, 'count': 6}, {'group': 1, 'count': 15}, {'group': 3, 'count': 40}, {'group': 2, 'count': 60}, {'group': 0, 'count': 69}]","[-1, -1, -1, -1, 1, 3, 3, 0, 3, 3, 2, 2, 2, 1, 1, 2, 0, 0, 0, 0, 2, 2, 0, 0, 1, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, -1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 0, 0, 0, 2, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 1, 1, 0, 2, 0, 0, 2, -1, 3, 3, 3, 3, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 3, 3, 0, 3, 0, 3, 2, 1, 1, 3, 0, 2, 3, 3, 3]"
