cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result
#6,15,4,11,0.0,11,67,0.728038668900445,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 7, 'count': 25}, {'cluster_no': 5, 'count': 27}, {'cluster_no': 8, 'count': 29}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 2, 'count': 49}, {'cluster_no': -1, 'count': 67}]"
#6,15,4,12,0.0,10,78,0.7170628447792444,"[{'cluster_no': 2, 'count': 12}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 6, 'count': 25}, {'cluster_no': 4, 'count': 27}, {'cluster_no': 7, 'count': 29}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 1, 'count': 49}, {'cluster_no': -1, 'count': 78}]"
#6,15,4,13,0.0,9,90,0.7148350309273666,"[{'cluster_no': 7, 'count': 13}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 3, 'count': 27}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 1, 'count': 49}, {'cluster_no': -1, 'count': 90}]"
#6,15,4,14,0.0,7,42,0.7050115019630285,"[{'cluster_no': 5, 'count': 20}, {'cluster_no': 4, 'count': 27}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 3, 'count': 36}, {'cluster_no': -1, 'count': 42}, {'cluster_no': 2, 'count': 49}, {'cluster_no': 0, 'count': 115}]"
#6,15,4,15,0.0,7,42,0.7050115019630285,"[{'cluster_no': 5, 'count': 20}, {'cluster_no': 4, 'count': 27}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 3, 'count': 36}, {'cluster_no': -1, 'count': 42}, {'cluster_no': 2, 'count': 49}, {'cluster_no': 0, 'count': 115}]"
#6,15,5,5,0.0,19,70,0.7975764696149993,"[{'cluster_no': 6, 'count': 6}, {'cluster_no': 12, 'count': 6}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 14, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 11}, {'cluster_no': 13, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 17, 'count': 20}, {'cluster_no': 10, 'count': 22}, {'cluster_no': 16, 'count': 23}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 7, 'count': 33}, {'cluster_no': -1, 'count': 70}]"
#6,15,5,6,0.0,18,60,0.7398971316133279,"[{'cluster_no': 6, 'count': 6}, {'cluster_no': 13, 'count': 6}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 10, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 9, 'count': 11}, {'cluster_no': 14, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 16, 'count': 20}, {'cluster_no': 11, 'count': 22}, {'cluster_no': 15, 'count': 23}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 8, 'count': 29}, {'cluster_no': 7, 'count': 33}, {'cluster_no': -1, 'count': 60}]"
#6,15,5,7,0.0,16,63,0.7278688999336769,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 10, 'count': 20}, {'cluster_no': 14, 'count': 20}, {'cluster_no': 11, 'count': 22}, {'cluster_no': 13, 'count': 23}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 7, 'count': 29}, {'cluster_no': 6, 'count': 33}, {'cluster_no': -1, 'count': 63}]"
#6,15,5,8,0.0,16,63,0.7278688999336769,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 10, 'count': 20}, {'cluster_no': 14, 'count': 20}, {'cluster_no': 11, 'count': 22}, {'cluster_no': 13, 'count': 23}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 7, 'count': 29}, {'cluster_no': 6, 'count': 33}, {'cluster_no': -1, 'count': 63}]"
#6,15,5,9,0.0,16,63,0.7278688999336769,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 10, 'count': 20}, {'cluster_no': 14, 'count': 20}, {'cluster_no': 11, 'count': 22}, {'cluster_no': 13, 'count': 23}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 7, 'count': 29}, {'cluster_no': 6, 'count': 33}, {'cluster_no': -1, 'count': 63}]"
#6,15,5,10,0.0,14,70,0.7307949404458346,"[{'cluster_no': 1, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 8, 'count': 20}, {'cluster_no': 12, 'count': 20}, {'cluster_no': 9, 'count': 22}, {'cluster_no': 11, 'count': 23}, {'cluster_no': 5, 'count': 29}, {'cluster_no': 4, 'count': 33}, {'cluster_no': 2, 'count': 35}, {'cluster_no': -1, 'count': 70}]"
#6,15,5,11,0.0,11,83,0.7882784435652523,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 2, 'count': 12}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 9, 'count': 20}, {'cluster_no': 6, 'count': 22}, {'cluster_no': 8, 'count': 23}, {'cluster_no': 4, 'count': 33}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 3, 'count': 47}, {'cluster_no': -1, 'count': 83}]"
#6,15,5,12,0.0,10,94,0.7787476441244785,"[{'cluster_no': 1, 'count': 12}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 8, 'count': 20}, {'cluster_no': 5, 'count': 22}, {'cluster_no': 7, 'count': 23}, {'cluster_no': 3, 'count': 33}, {'cluster_no': 0, 'count': 35}, {'cluster_no': 2, 'count': 47}, {'cluster_no': -1, 'count': 94}]"
#6,15,5,13,0.0,7,51,0.7100338011587614,"[{'cluster_no': 5, 'count': 20}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 3, 'count': 33}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 47}, {'cluster_no': -1, 'count': 51}, {'cluster_no': 0, 'count': 116}]"
#6,15,5,14,0.0,7,51,0.7100338011587614,"[{'cluster_no': 5, 'count': 20}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 3, 'count': 33}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 47}, {'cluster_no': -1, 'count': 51}, {'cluster_no': 0, 'count': 116}]"
#6,15,5,15,0.0,7,51,0.7100338011587614,"[{'cluster_no': 5, 'count': 20}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 3, 'count': 33}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 47}, {'cluster_no': -1, 'count': 51}, {'cluster_no': 0, 'count': 116}]"
#6,15,6,5,0.0,17,75,0.7383135300089959,"[{'cluster_no': 10, 'count': 7}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 4, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 11, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 14}, {'cluster_no': 13, 'count': 17}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 15, 'count': 19}, {'cluster_no': 3, 'count': 22}, {'cluster_no': 14, 'count': 23}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 8, 'count': 31}, {'cluster_no': -1, 'count': 75}]"
#6,15,6,6,0.0,17,75,0.7383135300089959,"[{'cluster_no': 10, 'count': 7}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 4, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 11, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 14}, {'cluster_no': 13, 'count': 17}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 15, 'count': 19}, {'cluster_no': 3, 'count': 22}, {'cluster_no': 14, 'count': 23}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 8, 'count': 31}, {'cluster_no': -1, 'count': 75}]"
#6,15,6,7,0.0,17,75,0.7383135300089959,"[{'cluster_no': 10, 'count': 7}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 4, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 11, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 14}, {'cluster_no': 13, 'count': 17}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 15, 'count': 19}, {'cluster_no': 3, 'count': 22}, {'cluster_no': 14, 'count': 23}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 8, 'count': 31}, {'cluster_no': -1, 'count': 75}]"
#6,15,6,8,0.0,16,75,0.7346260044435021,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 4, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 14}, {'cluster_no': 10, 'count': 17}, {'cluster_no': 12, 'count': 17}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 3, 'count': 22}, {'cluster_no': 13, 'count': 23}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 8, 'count': 31}, {'cluster_no': -1, 'count': 75}]"
#6,15,6,9,0.0,16,75,0.7346260044435021,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 4, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 14}, {'cluster_no': 10, 'count': 17}, {'cluster_no': 12, 'count': 17}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 3, 'count': 22}, {'cluster_no': 13, 'count': 23}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 8, 'count': 31}, {'cluster_no': -1, 'count': 75}]"
#6,15,6,10,0.0,14,80,0.7333288308807429,"[{'cluster_no': 1, 'count': 10}, {'cluster_no': 5, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 8, 'count': 17}, {'cluster_no': 10, 'count': 17}, {'cluster_no': 9, 'count': 19}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 11, 'count': 23}, {'cluster_no': 4, 'count': 29}, {'cluster_no': 6, 'count': 31}, {'cluster_no': 2, 'count': 35}, {'cluster_no': -1, 'count': 80}]"
#6,15,6,11,0.0,11,95,0.7980702979710731,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 5, 'count': 17}, {'cluster_no': 7, 'count': 17}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 9, 'count': 19}, {'cluster_no': 8, 'count': 23}, {'cluster_no': 4, 'count': 31}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 44}, {'cluster_no': -1, 'count': 95}]"
#6,15,6,12,0.0,7,57,0.71536380159793,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 3, 'count': 31}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 44}, {'cluster_no': -1, 'count': 57}, {'cluster_no': 0, 'count': 116}]"
#6,15,6,13,0.0,7,57,0.71536380159793,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 3, 'count': 31}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 44}, {'cluster_no': -1, 'count': 57}, {'cluster_no': 0, 'count': 116}]"
#6,15,6,14,0.0,7,57,0.71536380159793,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 3, 'count': 31}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 44}, {'cluster_no': -1, 'count': 57}, {'cluster_no': 0, 'count': 116}]"
#6,15,6,15,0.0,7,57,0.71536380159793,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 3, 'count': 31}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 44}, {'cluster_no': -1, 'count': 57}, {'cluster_no': 0, 'count': 116}]"
#6,15,7,5,0.0,18,92,0.8146538559756673,"[{'cluster_no': 7, 'count': 6}, {'cluster_no': 5, 'count': 8}, {'cluster_no': 12, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 6, 'count': 10}, {'cluster_no': 8, 'count': 10}, {'cluster_no': 14, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 13, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 11, 'count': 15}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 16, 'count': 19}, {'cluster_no': 15, 'count': 21}, {'cluster_no': 4, 'count': 22}, {'cluster_no': 9, 'count': 30}, {'cluster_no': -1, 'count': 92}]"
#6,15,7,6,0.0,17,85,0.7720625690406896,"[{'cluster_no': 8, 'count': 6}, {'cluster_no': 5, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 13, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 12, 'count': 15}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 15, 'count': 19}, {'cluster_no': 14, 'count': 21}, {'cluster_no': 4, 'count': 22}, {'cluster_no': 6, 'count': 26}, {'cluster_no': 10, 'count': 30}, {'cluster_no': -1, 'count': 85}]"
#6,15,7,7,0.0,16,82,0.7613499146518975,"[{'cluster_no': 5, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 11, 'count': 15}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 13, 'count': 21}, {'cluster_no': 4, 'count': 22}, {'cluster_no': 6, 'count': 26}, {'cluster_no': 9, 'count': 30}, {'cluster_no': -1, 'count': 82}]"
#6,15,7,8,0.0,16,82,0.7613499146518975,"[{'cluster_no': 5, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 11, 'count': 15}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 13, 'count': 21}, {'cluster_no': 4, 'count': 22}, {'cluster_no': 6, 'count': 26}, {'cluster_no': 9, 'count': 30}, {'cluster_no': -1, 'count': 82}]"
#6,15,7,9,0.0,15,77,0.767989820017088,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 6, 'count': 10}, {'cluster_no': 11, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 14}, {'cluster_no': 10, 'count': 15}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 9, 'count': 19}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 12, 'count': 21}, {'cluster_no': 5, 'count': 26}, {'cluster_no': 8, 'count': 30}, {'cluster_no': 3, 'count': 35}, {'cluster_no': -1, 'count': 77}]"
#6,15,7,10,0.0,14,86,0.7623199194690967,"[{'cluster_no': 1, 'count': 10}, {'cluster_no': 5, 'count': 10}, {'cluster_no': 10, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 9, 'count': 15}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 11, 'count': 21}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 7, 'count': 30}, {'cluster_no': 2, 'count': 35}, {'cluster_no': -1, 'count': 86}]"
#6,15,7,11,0.0,11,102,0.8012528306617053,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 2, 'count': 14}, {'cluster_no': 7, 'count': 15}, {'cluster_no': 4, 'count': 19}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 9, 'count': 19}, {'cluster_no': 8, 'count': 21}, {'cluster_no': 5, 'count': 30}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 3, 'count': 40}, {'cluster_no': -1, 'count': 102}]"
#6,15,7,12,0.0,7,65,0.7225461102786546,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 3, 'count': 30}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 40}, {'cluster_no': -1, 'count': 65}, {'cluster_no': 0, 'count': 115}]"
#6,15,7,13,0.0,7,65,0.7225461102786546,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 3, 'count': 30}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 40}, {'cluster_no': -1, 'count': 65}, {'cluster_no': 0, 'count': 115}]"
#6,15,7,14,0.0,7,65,0.7225461102786546,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 3, 'count': 30}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 40}, {'cluster_no': -1, 'count': 65}, {'cluster_no': 0, 'count': 115}]"
#6,15,7,15,0.0,7,65,0.7225461102786546,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 3, 'count': 30}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 40}, {'cluster_no': -1, 'count': 65}, {'cluster_no': 0, 'count': 115}]"
#6,15,8,5,0.0,15,80,0.7477440618956143,"[{'cluster_no': 6, 'count': 6}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 11, 'count': 14}, {'cluster_no': 7, 'count': 18}, {'cluster_no': 10, 'count': 18}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 12, 'count': 21}, {'cluster_no': 8, 'count': 30}, {'cluster_no': 4, 'count': 44}, {'cluster_no': -1, 'count': 80}]"
#6,15,8,6,0.0,15,80,0.7477440618956143,"[{'cluster_no': 6, 'count': 6}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 11, 'count': 14}, {'cluster_no': 7, 'count': 18}, {'cluster_no': 10, 'count': 18}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 12, 'count': 21}, {'cluster_no': 8, 'count': 30}, {'cluster_no': 4, 'count': 44}, {'cluster_no': -1, 'count': 80}]"
#6,15,8,7,0.0,14,73,0.7842464070835112,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 8, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 10, 'count': 14}, {'cluster_no': 6, 'count': 18}, {'cluster_no': 9, 'count': 18}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 11, 'count': 21}, {'cluster_no': 7, 'count': 30}, {'cluster_no': 4, 'count': 34}, {'cluster_no': 5, 'count': 44}, {'cluster_no': -1, 'count': 73}]"
#6,15,8,8,0.0,14,73,0.7842464070835112,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 8, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 10, 'count': 14}, {'cluster_no': 6, 'count': 18}, {'cluster_no': 9, 'count': 18}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 11, 'count': 21}, {'cluster_no': 7, 'count': 30}, {'cluster_no': 4, 'count': 34}, {'cluster_no': 5, 'count': 44}, {'cluster_no': -1, 'count': 73}]"
#6,15,8,9,0.0,14,73,0.7842464070835112,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 8, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 10, 'count': 14}, {'cluster_no': 6, 'count': 18}, {'cluster_no': 9, 'count': 18}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 11, 'count': 21}, {'cluster_no': 7, 'count': 30}, {'cluster_no': 4, 'count': 34}, {'cluster_no': 5, 'count': 44}, {'cluster_no': -1, 'count': 73}]"
#6,15,8,10,0.0,13,82,0.7794066883736553,"[{'cluster_no': 1, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 2, 'count': 14}, {'cluster_no': 9, 'count': 14}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 8, 'count': 18}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 10, 'count': 21}, {'cluster_no': 6, 'count': 30}, {'cluster_no': 3, 'count': 34}, {'cluster_no': 4, 'count': 44}, {'cluster_no': -1, 'count': 82}]"
#6,15,8,11,0.0,8,51,0.669163990707831,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 4, 'count': 30}, {'cluster_no': 2, 'count': 34}, {'cluster_no': 3, 'count': 44}, {'cluster_no': -1, 'count': 51}, {'cluster_no': 1, 'count': 115}]"
#6,15,8,12,0.0,7,62,0.7188260481006812,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 3, 'count': 30}, {'cluster_no': 1, 'count': 34}, {'cluster_no': 2, 'count': 44}, {'cluster_no': -1, 'count': 62}, {'cluster_no': 0, 'count': 115}]"
#6,15,8,13,0.0,7,62,0.7188260481006812,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 3, 'count': 30}, {'cluster_no': 1, 'count': 34}, {'cluster_no': 2, 'count': 44}, {'cluster_no': -1, 'count': 62}, {'cluster_no': 0, 'count': 115}]"
#6,15,8,14,0.0,7,62,0.7188260481006812,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 3, 'count': 30}, {'cluster_no': 1, 'count': 34}, {'cluster_no': 2, 'count': 44}, {'cluster_no': -1, 'count': 62}, {'cluster_no': 0, 'count': 115}]"
#6,15,8,15,0.0,7,62,0.7188260481006812,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 3, 'count': 30}, {'cluster_no': 1, 'count': 34}, {'cluster_no': 2, 'count': 44}, {'cluster_no': -1, 'count': 62}, {'cluster_no': 0, 'count': 115}]"
#6,15,9,5,0.0,13,99,0.8017395278126079,"[{'cluster_no': 7, 'count': 7}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 11}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 10, 'count': 21}, {'cluster_no': 6, 'count': 27}, {'cluster_no': 2, 'count': 32}, {'cluster_no': 3, 'count': 42}, {'cluster_no': -1, 'count': 99}]"
#6,15,9,6,0.0,13,99,0.8017395278126079,"[{'cluster_no': 7, 'count': 7}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 11}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 10, 'count': 21}, {'cluster_no': 6, 'count': 27}, {'cluster_no': 2, 'count': 32}, {'cluster_no': 3, 'count': 42}, {'cluster_no': -1, 'count': 99}]"
#6,15,9,7,0.0,13,99,0.8017395278126079,"[{'cluster_no': 7, 'count': 7}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 11}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 10, 'count': 21}, {'cluster_no': 6, 'count': 27}, {'cluster_no': 2, 'count': 32}, {'cluster_no': 3, 'count': 42}, {'cluster_no': -1, 'count': 99}]"
