cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result,group_labels
#2,10,None,5,0.0,7,16,0.6985123138780952,"[{'cluster_no': 1, 'count': 8}, {'cluster_no': 4, 'count': 8}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 2, 'count': 11}, {'cluster_no': 0, 'count': 13}, {'cluster_no': -1, 'count': 16}, {'cluster_no': 5, 'count': 19}]","[2, 2, -1, 2, 5, 1, 1, 3, 3, 2, 4, 4, 5, 4, 5, 4, -1, 5, -1, 1, 5, 5, 3, 4, 4, 3, 3, 1, 1, 1, 0, 3, 0, 0, 2, -1, 0, 5, 1, 5, 0, -1, 5, -1, -1, 1, 4, 4, -1, 2, 0, 0, 0, -1, 0, -1, 2, -1, -1, 2, 5, 5, 5, 5, 5, -1, 2, 5, -1, 3, 0, 0, 2, 3, 2, -1, 0, 0, -1, 3, 5, 5, 3, 5, 5]"
#2,10,None,6,0.0,7,22,0.7531812574342946,"[{'cluster_no': 1, 'count': 7}, {'cluster_no': 4, 'count': 7}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 3, 'count': 9}, {'cluster_no': 0, 'count': 14}, {'cluster_no': 5, 'count': 17}, {'cluster_no': -1, 'count': 22}]","[2, 2, -1, 2, 5, 1, 1, 3, 3, 2, 4, -1, 5, 4, 5, 4, -1, 5, -1, 1, 5, 5, -1, 4, 4, 3, -1, 1, 1, 0, 0, 3, 0, 0, 2, -1, 0, -1, 1, 5, 0, -1, 5, -1, -1, 1, 4, 4, 3, 2, 0, 0, 0, -1, 0, -1, -1, -1, -1, 2, -1, 5, 5, 5, 5, -1, -1, 5, -1, 3, 0, 0, 2, 3, 2, -1, 0, 0, -1, 3, 5, 5, 3, 5, 5]"
#2,10,None,7,0.0,4,21,0.6493241865208572,"[{'cluster_no': 1, 'count': 18}, {'cluster_no': 0, 'count': 19}, {'cluster_no': -1, 'count': 21}, {'cluster_no': 2, 'count': 27}]","[1, -1, -1, -1, 2, -1, -1, 1, 1, -1, 2, 2, 2, 2, 2, 2, -1, 2, 1, -1, 2, 2, 1, 2, 2, 1, 1, -1, 0, 0, 0, 1, 0, 0, 1, 2, 0, -1, 0, 2, 0, 0, 2, -1, -1, 0, 2, 2, 1, 1, 0, 0, 0, -1, 0, -1, -1, -1, -1, 1, 2, 2, 2, 2, 2, -1, -1, 2, -1, 1, 0, 0, 1, 1, 1, -1, 0, 0, 0, 1, 2, 2, 1, 2, 2]"
#2,10,None,8,0.0,4,43,0.7978135810424457,"[{'cluster_no': 2, 'count': 8}, {'cluster_no': 0, 'count': 15}, {'cluster_no': 1, 'count': 19}, {'cluster_no': -1, 'count': 43}]","[-1, -1, -1, -1, 1, -1, -1, 2, 2, -1, -1, -1, 1, -1, -1, 1, -1, 1, 2, -1, 1, 1, -1, 1, -1, 2, -1, -1, -1, 0, 0, -1, 0, 0, -1, 1, 0, -1, -1, 1, 0, 0, -1, -1, -1, -1, -1, 1, -1, -1, 0, 0, 0, -1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, -1, -1, 1, -1, 2, 0, 0, -1, 2, -1, -1, 0, 0, -1, 2, -1, 1, 2, 1, 1]"
#2,10,None,9,0.0,3,34,0.740519323919666,"[{'cluster_no': 0, 'count': 22}, {'cluster_no': 1, 'count': 29}, {'cluster_no': -1, 'count': 34}]","[-1, -1, -1, -1, 1, -1, -1, 0, -1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, -1, 0, -1, -1, -1, 0, 0, -1, 0, 0, -1, 1, 0, -1, -1, 1, 0, 0, 1, 1, 1, -1, -1, 1, -1, 1, 0, 0, 0, -1, 0, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0, 0, -1, 1, 0, 1, 1]"
#2,10,None,10,0.0,3,39,0.8114948662791786,"[{'cluster_no': 1, 'count': 15}, {'cluster_no': 0, 'count': 31}, {'cluster_no': -1, 'count': 39}]","[-1, -1, 0, -1, 0, -1, -1, 0, -1, -1, 0, 0, 0, -1, -1, 0, -1, 0, 0, -1, 0, 0, -1, 0, -1, 0, -1, -1, -1, 1, 1, -1, 1, 1, -1, 0, 1, -1, -1, 0, 1, 1, -1, -1, -1, -1, -1, 0, -1, -1, 1, 1, 1, 0, 1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 1, 1, -1, 0, -1, -1, 1, 1, 0, 0, -1, 0, 0, 0, 0]"
#2,10,None,11,0.0,3,20,0.7900210214621227,"[{'cluster_no': 1, 'count': 16}, {'cluster_no': -1, 'count': 20}, {'cluster_no': 0, 'count': 49}]","[-1, -1, 0, -1, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 1, 1, -1, 1, 1, 0, 0, 1, -1, -1, 0, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
#2,10,None,12,0.0,3,19,0.7909548821199545,"[{'cluster_no': 1, 'count': 18}, {'cluster_no': -1, 'count': 19}, {'cluster_no': 0, 'count': 48}]","[-1, -1, 0, -1, 0, -1, -1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 1, 1, -1, 1, 1, 0, 0, 1, -1, -1, 0, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
#2,10,None,13,0.0,3,20,0.8158683530238272,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': -1, 'count': 20}, {'cluster_no': 0, 'count': 48}]","[0, -1, 0, -1, 0, -1, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 1, 1, -1, 1, 1, 0, 0, 1, -1, -1, 0, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, -1, 0, 0, 0, 0]"
#2,10,None,14,0.0,3,23,0.8306208431588664,"[{'cluster_no': 1, 'count': 16}, {'cluster_no': -1, 'count': 23}, {'cluster_no': 0, 'count': 46}]","[-1, -1, 0, -1, 0, -1, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 1, 1, -1, 1, 1, 0, 0, 1, -1, -1, 0, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 1, 1, 0, 1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -1, 0, -1, 1, 1, 1, 0, -1, 0, 0, 0, 0]"
