term,score,freq,doc_ids
price,0.05303489201768059,7,"[2, 411]"
housing,0.04545847887229765,6,"[2, 411]"
indicator,0.03791171062705416,6,"[2, 48, 411]"
perception,0.02910609475559057,10,"[2, 35, 52, 154, 206, 277, 367, 376, 595]"
quality,0.022141276971571543,6,"[2, 35, 86, 367, 411, 523, 529]"
power,0.019453254800251327,2,[2]
svis,0.019453254800251327,2,[2]
strength,0.019453254800251327,2,[2]
index,0.01895585531352708,3,"[2, 35, 48]"
tree,0.015152826290765883,2,"[2, 595]"
design,0.01210913957014149,6,"[2, 35, 49, 52, 268, 287, 325, 367, 474, 477, 523, 595]"
survey,0.010852397781280436,2,"[2, 206, 277, 595]"
building,0.010852397781280436,2,"[2, 157, 287, 534]"
house,0.009726627400125663,1,[2]
premium,0.009726627400125663,1,[2]
prior,0.009726627400125663,1,[2]
count,0.009726627400125663,1,[2]
hypothesis,0.009726627400125663,1,[2]
pairwise,0.009726627400125663,1,[2]
ranking,0.009726627400125663,1,[2]
mainstream,0.009726627400125663,1,[2]
theory,0.009726627400125663,1,[2]
ML,0.009726627400125663,1,[2]
versus,0.009726627400125663,1,[2]
streetscapes,0.009726627400125663,1,[2]
OLS,0.009726627400125663,1,[2]
GWR,0.009726627400125663,1,[2]
dependence,0.009726627400125663,1,[2]
heterogeneity,0.009726627400125663,1,[2]
third,0.009726627400125663,1,[2]
fourth,0.009726627400125663,1,[2]
fence,0.009726627400125663,1,[2]
estimation,0.009726627400125663,1,[2]
correlation,0.009726627400125663,1,[2]
reference,0.009726627400125663,1,[2]
regression,0.009467969024022487,2,"[2, 49, 52, 411, 529]"
view,0.008849445846812716,5,"[2, 35, 48, 49, 51, 52, 86, 268, 277, 325, 411, 477, 523]"
SVI,0.0075764131453829415,1,"[2, 48]"
sense,0.0075764131453829415,1,"[2, 35]"
place,0.0075764131453829415,1,"[2, 52]"
role,0.0075764131453829415,1,"[2, 86]"
streetscape,0.0075764131453829415,1,"[2, 523]"
element,0.0075764131453829415,1,"[2, 35]"
attribute,0.0075764131453829415,1,"[2, 206]"
variance,0.0075764131453829415,1,"[2, 49]"
person,0.0075764131453829415,1,"[2, 534]"
sky,0.0075764131453829415,1,"[2, 523]"
effectiveness,0.0075764131453829415,1,"[2, 477]"
provide,0.0075764131453829415,1,"[2, 86]"
feature,0.006864324661272168,3,"[2, 52, 157, 206, 277, 287, 367, 376, 411, 523, 529]"
lack,0.00631861843784236,1,"[2, 477, 529]"
shanghai,0.00631861843784236,1,"[2, 367, 411]"
enclosure,0.00631861843784236,1,"[2, 35, 523]"
finding,0.00631861843784236,1,"[2, 49, 51]"
maker,0.00631861843784236,1,"[2, 376, 411]"
community,0.00631861843784236,1,"[2, 35, 595]"
development,0.00631861843784236,1,"[2, 52, 595]"
plan,0.00631861843784236,1,"[2, 268, 287]"
distance,0.005426198890640218,1,"[2, 86, 367, 411]"
land,0.005426198890640218,1,"[2, 86, 287, 595]"
safety,0.005426198890640218,1,"[2, 86, 154, 376]"
issue,0.005426198890640218,1,"[2, 325, 367, 411]"
use,0.004733984512011243,1,"[2, 86, 277, 376, 595]"
greenery,0.004733984512011243,1,"[2, 325, 367, 411, 477]"
imagery,0.004733984512011243,1,"[2, 48, 51, 86, 523]"
measure,0.004733984512011243,1,"[2, 154, 367, 523, 595]"
effect,0.004733984512011243,1,"[2, 35, 52, 376, 411]"
level,0.004733984512011243,1,"[2, 35, 268, 534, 595]"
decision,0.004733984512011243,1,"[2, 51, 376, 411, 595]"
street,0.004688532665689964,5,"[2, 35, 48, 49, 51, 52, 86, 154, 206, 325, 367, 376, 411, 477, 523, 534, 595]"
process,0.004168404183099637,1,"[2, 35, 157, 287, 523, 595]"
designer,0.004168404183099637,1,"[2, 35, 268, 287, 534, 595]"
scale,0.004168404183099637,1,"[2, 48, 86, 287, 411, 523]"
study,0.003977926649183821,3,"[2, 35, 48, 49, 51, 52, 154, 206, 367, 411, 474, 477, 523, 529, 595]"
people,0.003275984635897495,1,"[2, 49, 52, 206, 367, 376, 411, 595]"
model,0.0030799971477050688,2,"[2, 35, 49, 52, 157, 206, 268, 277, 287, 376, 411, 477, 529, 595]"
image,0.0029106094755590567,1,"[2, 35, 52, 268, 287, 367, 376, 411, 477]"
data,0.0026519510994558806,2,"[2, 49, 51, 52, 86, 157, 206, 268, 277, 287, 367, 411, 523, 529, 595]"
city,0.002288108220424056,1,"[2, 48, 52, 86, 154, 157, 287, 325, 376, 411, 477]"
planning,0.002288108220424056,1,"[2, 35, 49, 52, 154, 157, 325, 367, 376, 474, 477]"
learning,0.0017698891693625435,1,"[2, 51, 52, 86, 154, 157, 206, 268, 277, 287, 367, 376, 534]"
machine,0.000760395220816334,1,"[2, 49, 51, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 474, 477, 523, 534, 595]"
