term,score,freq,doc_ids
bikeability,0.14086839682940616,6,[48]
SVI,0.09143946899600103,5,"[2, 48]"
CV,0.07043419841470308,3,[48]
indicator,0.045755512825755025,3,"[2, 48, 411]"
index,0.045755512825755025,3,"[2, 35, 48]"
visit,0.02347806613823436,1,[48]
audits,0.02347806613823436,1,[48]
usability,0.02347806613823436,1,[48]
geography,0.02347806613823436,1,[48]
tokyo,0.02347806613823436,1,[48]
counterpart,0.02347806613823436,1,[48]
margin,0.02347806613823436,1,[48]
way,0.02347806613823436,1,[48]
forward,0.02347806613823436,1,[48]
appeal,0.02347806613823436,1,[48]
site,0.018287893799200202,1,"[48, 287]"
range,0.018287893799200202,1,"[48, 474]"
vision,0.018287893799200202,1,"[48, 51]"
aspect,0.015251837608585008,1,"[48, 268, 367]"
computer,0.015251837608585008,1,"[48, 51, 529]"
technology,0.015251837608585008,1,"[48, 49, 523]"
experiment,0.015251837608585008,1,"[48, 529, 595]"
singapore,0.015251837608585008,1,"[48, 325, 477]"
work,0.015251837608585008,1,"[48, 154, 477]"
contribution,0.015251837608585008,1,"[48, 325, 477]"
transportation,0.015251837608585008,1,"[48, 51, 595]"
condition,0.013097721460166044,1,"[48, 268, 287, 376]"
limitation,0.013097721460166044,1,"[48, 86, 268, 523]"
analytics,0.013097721460166044,1,"[48, 51, 477, 523]"
imagery,0.011426859166923691,1,"[2, 48, 51, 86, 523]"
scale,0.010061665269550848,1,"[2, 48, 86, 287, 411, 523]"
study,0.009601891911823016,3,"[2, 35, 48, 49, 51, 52, 154, 206, 367, 411, 474, 477, 523, 529, 595]"
approach,0.00854429254175021,2,"[35, 48, 49, 157, 268, 325, 367, 376, 477, 523, 529, 534, 595]"
technique,0.007907549121131884,1,"[48, 86, 157, 367, 376, 474, 477, 534]"
paper,0.007907549121131884,1,"[48, 51, 86, 157, 376, 474, 523, 534]"
research,0.006236686827889532,1,"[48, 49, 51, 52, 86, 268, 277, 287, 367, 523]"
city,0.005523019842402894,1,"[2, 48, 52, 86, 154, 157, 287, 325, 376, 411, 477]"
result,0.0048714929305166904,1,"[35, 48, 49, 154, 206, 268, 287, 376, 411, 523, 529, 595]"
view,0.004272146270875105,1,"[2, 35, 48, 49, 51, 52, 86, 268, 277, 325, 411, 477, 523]"
street,0.002263429562746879,1,"[2, 35, 48, 49, 51, 52, 86, 154, 206, 325, 367, 376, 411, 477, 523, 534, 595]"
