term,score,freq,doc_ids
purpose,0.048213538197891447,6,"[529, 595]"
health,0.03913862090934364,10,"[35, 49, 51, 86, 367, 376, 595]"
decision,0.025104463321271746,5,"[2, 51, 376, 411, 595]"
landscape,0.024106769098945723,3,"[206, 595]"
variable,0.024106769098945723,3,"[49, 595]"
intelligence,0.0206322399396605,2,[595]
walker,0.0206322399396605,2,[595]
participant,0.0206322399396605,2,[595]
root,0.0206322399396605,2,[595]
environment,0.019414251567234413,8,"[49, 51, 52, 86, 206, 268, 277, 367, 376, 477, 595]"
designer,0.01768413895860452,4,"[2, 35, 268, 287, 534, 595]"
tree,0.01607117939929715,2,"[2, 595]"
domain,0.013403130019665614,2,"[51, 477, 595]"
medicare,0.01031611996983025,1,[595]
insurance,0.01031611996983025,1,[595]
care,0.01031611996983025,1,[595]
AI,0.01031611996983025,1,[595]
architecture,0.01031611996983025,1,[595]
LA,0.01031611996983025,1,[595]
reaction,0.01031611996983025,1,[595]
town,0.01031611996983025,1,[595]
central,0.01031611996983025,1,[595]
texas,0.01031611996983025,1,[595]
motivation,0.01031611996983025,1,[595]
opinion,0.01031611996983025,1,[595]
user,0.01031611996983025,1,[595]
change,0.01031611996983025,1,[595]
pilot,0.01031611996983025,1,[595]
rating,0.01031611996983025,1,[595]
objective,0.01031611996983025,1,[595]
engage,0.01031611996983025,1,[595]
corridor,0.01031611996983025,1,[595]
version,0.01031611996983025,1,[595]
rule,0.01031611996983025,1,[595]
grass,0.01031611996983025,1,[595]
weather,0.01031611996983025,1,[595]
water,0.01031611996983025,1,[595]
edge,0.01031611996983025,1,[595]
discipline,0.01031611996983025,1,[595]
subset,0.01031611996983025,1,[595]
manipulating,0.01031611996983025,1,[595]
collaboration,0.01031611996983025,1,[595]
phase,0.01031611996983025,1,[595]
relationship,0.010041785328508699,2,"[206, 268, 287, 529, 595]"
activity,0.010041785328508699,2,"[268, 367, 376, 523, 595]"
space,0.010041785328508699,2,"[35, 157, 411, 477, 595]"
tool,0.00884206947930226,2,"[287, 325, 376, 411, 474, 595]"
understanding,0.008035589699648574,1,"[157, 595]"
exploration,0.008035589699648574,1,"[477, 595]"
sound,0.008035589699648574,1,"[157, 595]"
light,0.008035589699648574,1,"[523, 595]"
group,0.008035589699648574,1,"[277, 595]"
people,0.0069490583185704445,2,"[2, 49, 52, 206, 367, 376, 411, 595]"
experiment,0.006701565009832807,1,"[48, 529, 595]"
community,0.006701565009832807,1,"[2, 35, 595]"
benefit,0.006701565009832807,1,"[52, 325, 595]"
development,0.006701565009832807,1,"[2, 52, 595]"
pattern,0.006701565009832807,1,"[157, 477, 595]"
transportation,0.006701565009832807,1,"[48, 51, 595]"
planner,0.006701565009832807,1,"[325, 411, 595]"
model,0.006533327283010752,4,"[2, 35, 49, 52, 157, 206, 268, 277, 287, 376, 411, 477, 529, 595]"
perception,0.006174020099670727,2,"[2, 35, 52, 154, 206, 277, 367, 376, 595]"
land,0.0057550594294668985,1,"[2, 86, 287, 595]"
survey,0.0057550594294668985,1,"[2, 206, 277, 595]"
use,0.005020892664254349,1,"[2, 86, 277, 376, 595]"
measure,0.005020892664254349,1,"[2, 154, 367, 523, 595]"
level,0.005020892664254349,1,"[2, 35, 268, 534, 595]"
insight,0.005020892664254349,1,"[51, 52, 86, 477, 595]"
area,0.004853562891808603,2,"[35, 49, 86, 154, 206, 268, 325, 474, 477, 523, 595]"
process,0.00442103473965113,1,"[2, 35, 157, 287, 523, 595]"
algorithm,0.00442103473965113,1,"[325, 411, 523, 529, 534, 595]"
design,0.00428100893893891,2,"[2, 35, 49, 52, 268, 287, 325, 367, 474, 477, 523, 595]"
study,0.00421901311277072,3,"[2, 35, 48, 49, 51, 52, 154, 206, 367, 411, 474, 477, 523, 529, 595]"
data,0.00421901311277072,3,"[2, 49, 51, 52, 86, 157, 206, 268, 277, 287, 367, 411, 523, 529, 595]"
analysis,0.002740362394072673,1,"[86, 154, 206, 277, 287, 325, 474, 477, 523, 595]"
result,0.002140504469469455,1,"[35, 48, 49, 154, 206, 268, 287, 376, 411, 523, 529, 595]"
approach,0.0018771551796269402,1,"[35, 48, 49, 157, 268, 325, 367, 376, 477, 523, 529, 534, 595]"
street,0.000994537232116053,1,"[2, 35, 48, 49, 51, 52, 86, 154, 206, 325, 367, 376, 411, 477, 523, 534, 595]"
machine,0.0008064797796536877,1,"[2, 49, 51, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 474, 477, 523, 534, 595]"
