term,score,freq,doc_ids
quality,0.03646798560023548,6,"[2, 35, 86, 367, 411, 523, 529]"
accessibility,0.031221408751691663,3,"[325, 367, 411]"
fine,0.016020327482559917,1,[367]
avenue,0.016020327482559917,1,[367]
yangpu,0.016020327482559917,1,[367]
district,0.016020327482559917,1,[367]
combine,0.016020327482559917,1,[367]
order,0.016020327482559917,1,[367]
dimension,0.016020327482559917,1,[367]
destination,0.016020327482559917,1,[367]
LBS,0.016020327482559917,1,[367]
pois,0.016020327482559917,1,[367]
science,0.016020327482559917,1,[367]
cluster,0.016020327482559917,1,[367]
classification,0.016020327482559917,1,[367]
activity,0.01559430192191939,2,"[268, 367, 376, 523, 595]"
potential,0.012478798121807197,1,"[367, 523]"
density,0.012478798121807197,1,"[367, 411]"
diversity,0.012478798121807197,1,"[35, 367]"
service,0.012478798121807197,1,"[51, 367]"
interest,0.012478798121807197,1,"[367, 376]"
extraction,0.012478798121807197,1,"[86, 367]"
type,0.012478798121807197,1,"[367, 474]"
clustering,0.012478798121807197,1,"[367, 474]"
framework,0.012478798121807197,1,"[49, 367]"
health,0.012155995200078495,2,"[35, 49, 51, 86, 367, 376, 595]"
feature,0.011305946500918864,3,"[2, 52, 157, 206, 277, 287, 367, 376, 411, 523, 529]"
study,0.010919798644818332,5,"[2, 35, 48, 49, 51, 52, 154, 206, 367, 411, 474, 477, 523, 529, 595]"
data,0.010919798644818332,5,"[2, 49, 51, 52, 86, 157, 206, 268, 277, 287, 367, 411, 523, 529, 595]"
street,0.010811204735002739,7,"[2, 35, 48, 49, 51, 52, 86, 154, 206, 325, 367, 376, 411, 477, 523, 534, 595]"
shanghai,0.010407136250563888,1,"[2, 367, 411]"
perspective,0.010407136250563888,1,"[86, 325, 367]"
collection,0.010407136250563888,1,"[51, 157, 367]"
aspect,0.010407136250563888,1,"[48, 268, 367]"
expert,0.010407136250563888,1,"[35, 367, 477]"
practice,0.010407136250563888,1,"[35, 325, 367]"
issue,0.008937268761054476,1,"[2, 325, 367, 411]"
support,0.008937268761054476,1,"[157, 367, 411, 529]"
distance,0.008937268761054476,1,"[2, 86, 367, 411]"
point,0.008937268761054476,1,"[35, 86, 277, 367]"
network,0.008937268761054476,1,"[268, 287, 325, 367]"
value,0.008937268761054476,1,"[49, 157, 325, 367]"
research,0.00851124320041395,2,"[48, 49, 51, 52, 86, 268, 277, 287, 367, 523]"
greenery,0.007797150960959695,1,"[2, 325, 367, 411, 477]"
case,0.007797150960959695,1,"[51, 277, 367, 474, 477]"
measure,0.007797150960959695,1,"[2, 154, 367, 523, 595]"
measurement,0.006077997600039247,1,"[52, 157, 325, 367, 376, 477, 523]"
approach,0.005830223146135438,2,"[35, 48, 49, 157, 268, 325, 367, 376, 477, 523, 529, 534, 595]"
people,0.005395739400301756,1,"[2, 49, 52, 206, 367, 376, 411, 595]"
technique,0.005395739400301756,1,"[48, 86, 157, 367, 376, 474, 477, 534]"
perception,0.004793945018567858,1,"[2, 35, 52, 154, 206, 277, 367, 376, 595]"
image,0.004793945018567858,1,"[2, 35, 52, 268, 287, 367, 376, 411, 477]"
method,0.004793945018567858,1,"[35, 157, 268, 277, 367, 376, 474, 477, 523]"
environment,0.003768648833639621,1,"[49, 51, 52, 86, 206, 268, 277, 367, 376, 477, 595]"
planning,0.003768648833639621,1,"[2, 35, 49, 52, 154, 157, 325, 367, 376, 474, 477]"
design,0.0033240775290584476,1,"[2, 35, 49, 52, 268, 287, 325, 367, 474, 477, 523, 595]"
learning,0.002915111573067719,1,"[2, 51, 52, 86, 154, 157, 206, 268, 277, 287, 367, 376, 534]"
machine,0.0012524156578151385,1,"[2, 49, 51, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 474, 477, 523, 534, 595]"
