term,score,freq,doc_ids
enclosure,0.043505241703176906,3,"[2, 35, 523]"
measure,0.04345952994633273,4,"[2, 154, 367, 523, 595]"
streetscape,0.03477697837224957,2,"[2, 523]"
google,0.024907142448840347,2,"[51, 86, 325, 523]"
walkability,0.02232340714782939,1,[523]
sensor,0.02232340714782939,1,[523]
digitization,0.02232340714782939,1,[523]
wealth,0.02232340714782939,1,[523]
walk,0.02232340714782939,1,[523]
country,0.02232340714782939,1,[523]
association,0.02232340714782939,1,[523]
imagery,0.021729764973166366,2,"[2, 48, 51, 86, 523]"
scale,0.019133658545375385,2,"[2, 48, 86, 287, 411, 523]"
advance,0.017388489186124786,1,"[51, 523]"
potential,0.017388489186124786,1,"[367, 523]"
light,0.017388489186124786,1,"[523, 595]"
calculation,0.017388489186124786,1,"[474, 523]"
proportion,0.017388489186124786,1,"[49, 523]"
sky,0.017388489186124786,1,"[2, 523]"
world,0.017388489186124786,1,"[376, 523]"
field,0.014501747234392303,1,"[154, 287, 523]"
technology,0.014501747234392303,1,"[48, 49, 523]"
volume,0.014501747234392303,1,"[35, 49, 523]"
score,0.014501747234392303,1,"[52, 154, 523]"
behavior,0.014501747234392303,1,"[154, 268, 523]"
limitation,0.012453571224420174,1,"[48, 86, 268, 523]"
analytics,0.012453571224420174,1,"[48, 51, 477, 523]"
activity,0.010864882486583183,1,"[268, 367, 376, 523, 595]"
feature,0.010502791831454682,2,"[2, 52, 157, 206, 277, 287, 367, 376, 411, 523, 529]"
process,0.009566829272687693,1,"[2, 35, 157, 287, 523, 595]"
algorithm,0.009566829272687693,1,"[325, 411, 523, 529, 534, 595]"
data,0.009129667719438277,3,"[2, 49, 51, 52, 86, 157, 206, 268, 277, 287, 367, 411, 523, 529, 595]"
quality,0.008469340918087476,1,"[2, 35, 86, 367, 411, 523, 529]"
measurement,0.008469340918087476,1,"[52, 157, 325, 367, 376, 477, 523]"
view,0.008124081433139545,2,"[2, 35, 48, 49, 51, 52, 86, 268, 277, 325, 411, 477, 523]"
paper,0.007518653262715563,1,"[48, 51, 86, 157, 376, 474, 523, 534]"
method,0.006680087320955213,1,"[35, 157, 268, 277, 367, 376, 474, 477, 523]"
street,0.0064563400642288025,3,"[2, 35, 48, 49, 51, 52, 86, 154, 206, 325, 367, 376, 411, 477, 523, 534, 595]"
research,0.005929964524878571,1,"[48, 49, 51, 52, 86, 268, 277, 287, 367, 523]"
analysis,0.005929964524878571,1,"[86, 154, 206, 277, 287, 325, 474, 477, 523, 595]"
area,0.005251395915727341,1,"[35, 49, 86, 154, 206, 268, 325, 474, 477, 523, 595]"
design,0.004631911310983083,1,"[2, 35, 49, 52, 268, 287, 325, 367, 474, 477, 523, 595]"
result,0.004631911310983083,1,"[35, 48, 49, 154, 206, 268, 287, 376, 411, 523, 529, 595]"
approach,0.0040620407165697725,1,"[35, 48, 49, 157, 268, 325, 367, 376, 477, 523, 529, 534, 595]"
study,0.003043222573146093,1,"[2, 35, 48, 49, 51, 52, 154, 206, 367, 411, 474, 477, 523, 529, 595]"
machine,0.001745169359250603,1,"[2, 49, 51, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 474, 477, 523, 534, 595]"
