term,score,freq,doc_ids
form,0.07917022302427865,5,[477]
explorer,0.03166808920971146,2,[477]
exploration,0.024667391636130506,2,"[477, 595]"
system,0.023119459244706073,3,"[154, 277, 411, 477, 534]"
domain,0.020572246076696058,2,"[51, 477, 595]"
sight,0.01583404460485573,1,[477]
smell,0.01583404460485573,1,[477]
touch,0.01583404460485573,1,[477]
variety,0.01583404460485573,1,[477]
auditing,0.01583404460485573,1,[477]
involvement,0.01583404460485573,1,[477]
region,0.01583404460485573,1,[477]
ratio,0.01583404460485573,1,[477]
nature,0.01583404460485573,1,[477]
streetvizor,0.01583404460485573,1,[477]
knowledge,0.01583404460485573,1,[477]
AOI,0.01583404460485573,1,[477]
aois,0.01583404460485573,1,[477]
coordinate,0.01583404460485573,1,[477]
visualization,0.01583404460485573,1,[477]
detection,0.01583404460485573,1,[477]
applicability,0.01583404460485573,1,[477]
greater,0.01583404460485573,1,[477]
london,0.01583404460485573,1,[477]
new,0.01583404460485573,1,[477]
york,0.01583404460485573,1,[477]
interview,0.01583404460485573,1,[477]
multivariate,0.012333695818065253,1,"[52, 477]"
comparison,0.012333695818065253,1,"[86, 477]"
plot,0.012333695818065253,1,"[474, 477]"
detail,0.012333695818065253,1,"[287, 477]"
hong,0.012333695818065253,1,"[49, 477]"
kong,0.012333695818065253,1,"[49, 477]"
effectiveness,0.012333695818065253,1,"[2, 477]"
task,0.012333695818065253,1,"[287, 477]"
measurement,0.012014646418682233,2,"[52, 157, 325, 367, 376, 477, 523]"
city,0.011174482006722133,3,"[2, 48, 52, 86, 154, 157, 287, 325, 376, 411, 477]"
life,0.010286123038348029,1,"[411, 477, 529]"
addition,0.010286123038348029,1,"[268, 411, 477]"
lack,0.010286123038348029,1,"[2, 477, 529]"
contribution,0.010286123038348029,1,"[48, 325, 477]"
work,0.010286123038348029,1,"[48, 154, 477]"
distribution,0.010286123038348029,1,"[35, 268, 477]"
pattern,0.010286123038348029,1,"[157, 477, 595]"
datasets,0.010286123038348029,1,"[206, 325, 477]"
singapore,0.010286123038348029,1,"[48, 325, 477]"
expert,0.010286123038348029,1,"[35, 367, 477]"
application,0.008833347031274775,1,"[51, 268, 277, 477]"
analytics,0.008833347031274775,1,"[48, 51, 477, 523]"
analysis,0.00841227525622309,2,"[86, 154, 206, 277, 287, 325, 474, 477, 523, 595]"
insight,0.0077064864149020244,1,"[51, 52, 86, 477, 595]"
space,0.0077064864149020244,1,"[35, 157, 411, 477, 595]"
greenery,0.0077064864149020244,1,"[2, 325, 367, 411, 477]"
case,0.0077064864149020244,1,"[51, 277, 367, 474, 477]"
environment,0.0074496546711480885,2,"[49, 51, 52, 86, 206, 268, 277, 367, 376, 477, 595]"
design,0.006570850929534141,2,"[2, 35, 49, 52, 268, 287, 325, 367, 474, 477, 523, 595]"
street,0.006105996029735767,4,"[2, 35, 48, 49, 51, 52, 86, 154, 206, 325, 367, 376, 411, 477, 523, 534, 595]"
view,0.005762429853738513,2,"[2, 35, 48, 49, 51, 52, 86, 268, 277, 325, 411, 477, 523]"
technique,0.005332998244484294,1,"[48, 86, 157, 367, 376, 474, 477, 534]"
method,0.0047382014718403255,1,"[35, 157, 268, 277, 367, 376, 474, 477, 523]"
image,0.0047382014718403255,1,"[2, 35, 52, 268, 287, 367, 376, 411, 477]"
planning,0.0037248273355740442,1,"[2, 35, 49, 52, 154, 157, 325, 367, 376, 474, 477]"
area,0.0037248273355740442,1,"[35, 49, 86, 154, 206, 268, 325, 474, 477, 523, 595]"
approach,0.0028812149268692567,1,"[35, 48, 49, 157, 268, 325, 367, 376, 477, 523, 529, 534, 595]"
model,0.0025069744225506376,1,"[2, 35, 49, 52, 157, 206, 268, 277, 287, 376, 411, 477, 529, 595]"
study,0.0021585648483943218,1,"[2, 35, 48, 49, 51, 52, 154, 206, 367, 411, 474, 477, 523, 529, 595]"
machine,0.001237852685049846,1,"[2, 49, 51, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 474, 477, 523, 534, 595]"
