Cluster,Parent,Group,NumPhrases,Key-phrases,NumDocs,DocIds
4,,-1,70,"['Cellular automata', 'urban simulation', 'evolution mechanism', 'dynamic modeling process', 'land dynamic domain', 'land change science', 'integrated model', 'ML concept', 'urban information system', 'planning problem', 'intelligent information system', 'cellular automaton', 'expansion cell', 'use change simulation', 'morphological characteristic', 'learning model', 'use planning', 'growth simulation', 'dynamic land use', 'spatiotemporal neighborhood feature', 'cellular automaton model', 'spatial heterogeneity', 'future land change', 'spatial modeling', 'change modeling', 'resulting service infrastructure', 'collusion occurrence probability', 'crime forecasting', 'information system', 'environmental data', 'intelligence urban model', 'choose appropriate modelling', 'KNN algorithm', 'UPM theory', 'traditional scenario planning', 'useful model', 'artificial intelligence', 'land change', 'planning theory', 'complex problem', 'terrorist attack prediction', 'event processing system', 'sensitive threat event', 'urban system management', 'Social medium user', 'network model', 'algorithm', 'urban growth simulation', 'fish swarm algorithm', 'smart city', 'AI technology', 'big data intelligence', 'reform problem', 'Intelligence augmentation', 'clustering', 'GIS visualisation', 'appropriate attribute feature', 'automatic simulation model', 'fractal manufacturing layout', 'fault tolerant control', 'complex material modeling', 'warehouse management system', 'complexity phenomenon', 'spatial transformation rule', 'land use evolution', 'GIS problem solving', 'artificial intelligence technology', 'mathematical programming', 'workflow management', 'similarity information maintenance']",32,"[9, 23, 29, 34, 48, 50, 75, 104, 131, 143, 155, 183, 216, 235, 241, 244, 293, 294, 306, 322, 403, 426, 429, 456, 509, 552, 583, 590, 594, 595, 596, 599]"
4,,0,36,"['artificial immune system', 'Artificial intelligence solution', 'expert system prototype', 'expert system', 'deep learning method', 'artificial neural network', 'suitability index', 'convolutional neural network', 'relation', 'logic', 'domain ontology', 'AI application', 'bidding procedure', 'fuzzy set', 'AI approach', 'artificial intelligence approach', 'AI agent', 'decision analysis', 'expert system approach', 'reasoning layer', 'intelligence analyst work', 'conflict', 'intelligent decision support', 'agglomerative clustering', 'naïve Bayes classifier', 'Internet group intelligence', 'deep reinforcement', 'artificial intelligence technique', 'decision making', 'data mining tool', 'extracted knowledge', 'knowledge reference', 'theme analyzing', 'semantic web', 'index selection', 'fuzzy expert system']",27,"[9, 23, 29, 34, 48, 50, 75, 104, 143, 183, 216, 235, 241, 244, 293, 294, 322, 403, 426, 429, 509, 552, 583, 594, 595, 596, 599]"
4,,1,45,"['urban development', 'urban land dynamic', 'planning policy', 'urban planning', 'Structural collapse disaster', 'heroic rescue personnel', 'remote inspection industry', 'urban search', 'predicted urban expansion', 'transition rule mining', 'urban transition rule', 'new urban growth', 'USI map', 'urban land use', 'residential land growth', 'land use master', 'Urbanization process', 'Urban growth', 'transition map', 'land use policy', 'urbanization rate', 'planned urban zone', 'hierarchical farmland', 'sustainable urbanization', 'integrated tourism planning', 'urban area', 'road construction sector', 'judicial administration', 'geospatial urban', 'land dynamic modelling', 'Maharashtra government', 'Balkanisation', 'central coordinator', 'policy intervention', 'Livelihood orientation', 'land use planning', 'Carlo tree search', 'urban design', 'sustainable urban land', 'urban planning management', 'urban warfare operation', 'Beppu census ward', 'Analyze urbanization process', 'land use', 'complex urban space']",32,"[9, 23, 29, 34, 48, 50, 75, 104, 131, 143, 155, 160, 183, 216, 235, 241, 244, 274, 293, 294, 306, 322, 426, 429, 456, 509, 552, 583, 590, 594, 595, 599]"
