Cluster,Parent,Group,NumPhrases,Key-phrases,NumDocs,DocIds
11,,0,14,"['urban design plan', 'sketch', 'building', 'urban design method', 'building reconstruction', 'city modelling', 'sustainable urban development', 'urban data operationalization', 'participatory planning', 'urban layout', 'citizen', 'design proposal', 'spatial autocorrelation tool', 'landscape architecture']",6,"[259, 412, 457, 480, 569, 589]"
11,,1,16,"['automatic design', 'design stage', 'generative architectural', 'artificial neural network', 'geometric design feature', 'design data', 'height prediction', 'elevation data', 'machine learning', 'performance simulation', 'generative design', 'evaluation method', 'conduct cooperative design', 'online design', 'virtual reality', 'shared workspace']",6,"[259, 412, 457, 480, 569, 589]"
