HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.4280821917808219,250,"[5, 6, 8, 9, 10, 14, 22, 23, 24, 27, 28, 29, 34, 35, 36, 38, 39, 42, 45, 46, 48, 49, 50, 51, 52, 59, 66, 67, 69, 73, 75, 79, 83, 85, 86, 88, 89, 91, 95, 98, 101, 103, 104, 107, 114, 117, 119, 120, 121, 128, 130, 131, 132, 134, 136, 138, 140, 142, 143, 145, 146, 149, 151, 153, 154, 155, 157, 159, 160, 162, 164, 165, 167, 168, 169, 173, 174, 179, 181, 183, 184, 185, 188, 194, 195, 196, 198, 199, 200, 201, 206, 209, 212, 213, 216, 217, 221, 222, 226, 227, 229, 232, 233, 234, 235, 239, 241, 243, 244, 246, 247, 251, 252, 253, 254, 255, 257, 259, 263, 266, 269, 271, 274, 277, 278, 283, 285, 286, 287, 290, 293, 294, 304, 306, 307, 308, 309, 312, 314, 315, 318, 320, 322, 323, 325, 326, 328, 330, 333, 336, 338, 340, 342, 343, 345, 348, 349, 350, 355, 356, 363, 365, 379, 380, 383, 384, 386, 391, 394, 395, 396, 399, 403, 411, 412, 413, 414, 415, 416, 418, 420, 421, 424, 425, 426, 429, 432, 434, 435, 436, 438, 440, 441, 443, 445, 446, 447, 452, 456, 457, 462, 463, 466, 467, 468, 472, 473, 475, 476, 479, 480, 481, 484, 492, 493, 499, 507, 509, 516, 524, 526, 527, 536, 541, 544, 546, 551, 552, 553, 554, 560, 562, 565, 567, 569, 570, 571, 572, 573, 579, 583, 588, 589, 590, 592, 594, 595, 596, 598, 599]"
0,0.3099315068493151,181,"[4, 7, 13, 18, 32, 33, 40, 44, 47, 57, 60, 65, 78, 82, 87, 92, 94, 97, 106, 108, 116, 118, 122, 123, 124, 127, 129, 133, 141, 158, 161, 170, 175, 180, 187, 189, 190, 191, 192, 193, 203, 205, 207, 208, 210, 215, 218, 219, 225, 230, 231, 236, 240, 248, 250, 258, 260, 261, 262, 264, 265, 268, 270, 272, 273, 275, 276, 279, 281, 282, 284, 288, 289, 295, 296, 298, 299, 301, 302, 305, 310, 311, 316, 317, 321, 334, 335, 337, 339, 341, 344, 351, 352, 353, 354, 357, 368, 369, 370, 371, 372, 373, 374, 376, 377, 381, 387, 388, 392, 393, 397, 398, 400, 402, 404, 405, 406, 408, 409, 417, 419, 433, 442, 448, 449, 453, 461, 464, 477, 478, 482, 483, 487, 489, 490, 491, 494, 495, 496, 498, 500, 501, 502, 508, 511, 512, 514, 515, 519, 520, 523, 525, 528, 529, 530, 533, 534, 543, 545, 547, 549, 550, 555, 556, 558, 559, 561, 563, 566, 574, 577, 578, 581, 582, 584, 585, 587, 591, 593, 597, 600]"
1,0.2208904109589041,129,"[1, 2, 3, 12, 17, 19, 20, 21, 25, 26, 30, 31, 37, 41, 53, 54, 56, 58, 61, 63, 64, 68, 70, 71, 72, 74, 76, 77, 81, 84, 90, 96, 99, 100, 102, 105, 109, 110, 111, 112, 113, 125, 126, 137, 139, 144, 147, 148, 150, 156, 166, 171, 172, 176, 177, 178, 182, 186, 197, 202, 204, 211, 220, 223, 224, 228, 237, 238, 242, 245, 249, 256, 292, 297, 300, 313, 324, 327, 329, 332, 347, 361, 364, 367, 378, 382, 385, 389, 401, 407, 428, 430, 431, 437, 439, 444, 450, 451, 454, 455, 459, 460, 465, 469, 471, 474, 485, 486, 488, 497, 503, 504, 505, 506, 521, 522, 531, 532, 535, 537, 538, 539, 540, 548, 564, 568, 575, 576, 580]"
2,0.0410958904109589,24,"[11, 15, 16, 43, 62, 93, 115, 135, 331, 346, 360, 366, 375, 390, 410, 422, 423, 427, 470, 513, 517, 518, 542, 557]"
