Cluster,Parent,Group,NumPhrases,Key-phrases,NumDocs,DocIds,score,dimension,min_samples,min_cluster_size
5,root,-1,26,"['satellite imagery', 'satellite image fusion', 'satellite image', 'resolution satellite image', 'multispectral satellite image', 'IKONOS satellite imagery', 'UAV image', 'supervised image classification', 'OLI image classification', 'multispectral image', 'LULC change detection', 'Landsat imagery', 'Landsat image', 'image classification approach', 'image classification', 'image analysis', 'composite change detection', 'change detection analysis', 'change detection algorithm', 'area change detection', 'Various graph measure', 'texture analysis', 'synthetic aperture radar', 'remote sensing', 'Landsat data stack', 'Landsat data']",22,"[11, 72, 120, 167, 171, 230, 252, 320, 331, 361, 374, 391, 458, 475, 497, 515, 565, 569, 576, 578, 588, 590]",0.9934000000000001,30,25,27
5,root,0,41,"['urban land cover', 'urban land use', 'shrubland coverage', 'land cover mapping', 'land cover classification', 'land cover change', 'land cover', 'urban vegetation mapping', 'urban structure type', 'urban stormwater management', 'urban planning sector', 'urban planning', 'urban hydrologic modelling', 'urban environment', 'urban area', 'surface urban heat', 'Rapid urban growth', 'natural land', 'landscape diversity', 'land use mapping', 'land use classification', 'land use change', 'future land management', 'complex urban area', 'spatial trend', 'spatial data', 'planning coastal area', 'perennial drainage', 'Land use', 'infrastructure classification framework', 'hydrologic risk', 'green space analysis', 'green roofs', 'GIS modelling', 'GIS functionality', 'environmental change', 'elevation model', 'ecosystem service', 'difference vegetation index', 'catchment area', 'annual air pollution']",23,"[11, 72, 120, 167, 171, 230, 252, 320, 331, 361, 374, 391, 458, 475, 497, 515, 551, 565, 569, 576, 578, 588, 590]",0.9934000000000001,30,25,27
5,root,1,27,"['support vector machine', 'RF classifier', 'Random Forests classification', 'machine learning technique', 'machine learning algorithms', 'high classification', 'ge classifier', 'extreme learning machine', 'ensemble classifier', 'classifier', 'classification method', 'classification map', 'classification algorithms', 'classification', 'training dataset', 'test dataset', 'semantic net', 'rotation forest', 'RMSE value', 'regression tree', 'random forest', 'forest', 'decision tree', 'data weighting', 'complex map production', 'automatic mapping', 'advanced mathematical algorithms']",20,"[11, 72, 120, 167, 230, 252, 320, 331, 374, 391, 458, 475, 497, 515, 551, 565, 569, 576, 578, 588]",0.9934000000000001,30,25,27
