HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.8503401360544217,125,"[1, 4, 6, 10, 11, 13, 16, 17, 18, 19, 21, 23, 25, 27, 28, 29, 30, 31, 32, 35, 38, 39, 41, 42, 45, 46, 47, 49, 50, 52, 56, 57, 60, 61, 65, 67, 69, 72, 73, 76, 78, 80, 83, 84, 85, 88, 89, 92, 97, 99, 100, 105, 108, 110, 114, 115, 116, 126, 130, 132, 134, 135, 137, 140, 143, 146, 148, 150, 151, 152, 153, 156, 157, 159, 162, 163, 168, 169, 170, 174, 177, 178, 182, 183, 185, 187, 194, 195, 197, 212, 216, 217, 219, 224, 225, 229, 231, 234, 235, 240, 241, 245, 246, 248, 249, 251, 254, 257, 258, 263, 267, 275, 278, 279, 282, 287, 289, 290, 293, 299, 304, 308, 316, 325, 369]"
0,0.11564625850340136,17,"[236, 291, 300, 320, 335, 357, 372, 373, 374, 379, 380, 381, 382, 383, 386, 387, 393]"
1,0.034013605442176874,5,"[5, 208, 209, 262, 351]"
