Cluster,DocId,x,y
12,192,6.14,5.02
4,193,8.95,5.58
4,194,8.42,5.35
3,195,8.24,6.72
5,196,5.29,7.48
14,197,7.27,2.89
4,198,9.29,5.59
12,199,6.33,5.1
7,200,6.37,3.3
5,201,5.24,6.83
0,202,8.98,6.54
14,203,8.04,3.45
3,204,8.65,7.09
6,205,7.43,6.45
11,206,8.49,7.25
1,207,5.49,5.12
1,208,5.22,5.28
4,209,8.98,5.42
8,210,6.78,6.46
10,211,4.42,6.12
11,212,7.99,7.29
3,213,8.22,7.09
9,214,5.74,6.05
5,215,5.09,7.17
5,216,4.97,7.49
1,217,5.36,5.09
3,218,8.81,6.17
8,219,7.48,5.16
14,220,8.08,5.57
1,221,4.76,5.24
12,222,6.4,5.03
13,223,6.25,4.03
4,224,8.99,5.38
7,225,6.91,3.94
10,226,4.22,6.17
14,227,7.52,3.08
14,228,7.48,3.79
5,229,5.58,7.48
7,230,7.07,2.89
1,231,5.25,4.61
13,232,7.96,4.66
1,233,4.24,4.98
4,234,8.88,4.88
12,235,6.52,5.9
12,236,6.73,5.2
8,237,7.44,5.04
10,238,4.51,5.85
4,239,8.39,4.96
1,240,5.82,5.08
8,241,7.04,5.66
9,242,6.34,5.95
8,243,7.07,5.86
11,244,8.46,7.8100000000000005
11,245,8.09,7.77
7,246,7.01,4.02
12,247,6.08,4.6
12,248,6.58,5.11
1,249,4.43,4.84
13,250,5.68,4.2
3,251,8.19,6.83
1,252,4.34,4.93
3,253,8.71,6.1
4,254,8.98,4.86
4,255,8.79,5.84
14,256,7.77,3.31
3,257,8.55,7.03
4,258,8.33,5.06
4,259,8.46,4.95
1,260,5.1,4.88
9,261,5.91,5.89
7,262,6.39,3.29
9,263,6.23,5.9
4,264,8.33,5.19
13,265,6.35,3.85
11,266,9.22,6.03
10,267,4.32,5.29
10,268,4.4,5.67
3,269,2.83,9.43
4,270,8.13,5.74
14,271,7.46,3.73
9,272,5.46,5.8100000000000005
3,273,9.19,7.07
5,274,5.24,7.59
13,275,5.7,4.13
5,276,6.0,7.47
5,277,6.13,7.47
10,278,4.54,5.62
4,279,8.46,5.34
10,280,4.43,5.76
1,281,5.21,5.08
1,282,5.08,5.21
5,283,4.87,7.07
12,284,6.78,5.77
1,285,6.26,6.61
4,286,8.87,4.82
4,287,8.56,5.65
1,288,5.06,4.57
5,289,5.06,6.82
5,290,5.4,7.14
8,291,7.27,5.27
8,292,6.63,6.33
5,293,6.32,7.0
4,294,9.0,5.44
3,295,9.38,6.26
7,296,7.31,4.2
4,297,9.11,5.32
4,298,9.03,4.76
14,299,6.75,4.01
1,300,4.88,5.52
13,301,5.46,5.01
4,302,8.47,4.95
7,303,6.39,3.92
10,304,4.39,5.27
1,305,5.15,5.41
9,306,5.69,5.3
11,307,8.4,7.47
9,308,5.69,5.91
9,309,5.28,6.14
4,310,8.55,5.33
1,311,5.33,4.57
12,312,6.74,5.3
3,313,8.93,7.08
0,314,8.96,6.69
11,315,8.86,7.52
5,316,5.15,7.55
4,317,8.06,5.59
5,318,5.23,7.49
4,319,8.69,4.63
14,320,7.32,2.79
5,321,6.46,7.34
14,322,7.72,3.42
3,323,8.37,5.97
14,324,7.44,3.68
1,325,4.97,4.98
12,326,6.63,5.15
14,327,7.08,3.73
6,328,6.08,7.02
6,329,7.62,6.69
0,330,8.85,6.93
14,331,7.07,3.42
10,332,4.27,5.84
9,333,6.35,6.08
10,334,4.26,6.02
11,335,8.02,7.25
1,336,4.53,4.91
7,337,6.89,2.87
4,338,8.51,5.53
3,339,8.45,6.82
4,340,8.98,5.39
13,341,6.27,4.17
11,342,8.05,6.73
9,343,5.85,5.48
7,344,6.8100000000000005,2.99
10,345,4.55,6.49
0,346,9.29,4.91
14,347,6.93,4.08
1,348,6.67,6.55
5,349,4.94,7.49
9,350,6.44,5.91
4,351,9.06,5.42
12,352,6.23,4.91
10,353,4.33,5.53
5,354,4.8100000000000005,7.37
4,355,9.33,5.77
3,356,8.68,6.31
4,357,8.35,5.3
4,358,8.35,4.89
6,359,7.9,6.31
14,360,8.06,3.69
5,361,5.39,7.03
3,362,8.41,6.8
11,363,8.49,7.8
12,364,6.66,5.17
11,365,8.28,6.5
5,366,5.69,7.53
12,367,5.87,5.11
11,368,8.38,7.15
10,369,4.45,6.03
4,370,8.6,5.8
3,371,9.12,7.18
3,372,9.45,6.19
10,373,4.76,5.69
10,374,4.6,5.71
0,375,9.0,6.64
1,376,5.22,4.33
12,377,6.62,5.05
11,378,8.13,7.29
5,379,5.8,7.19
5,380,5.29,7.01
8,381,7.43,5.79
5,382,5.85,7.44
1,383,5.35,5.3
8,384,7.45,5.41
3,385,9.34,6.24
10,386,4.57,6.42
1,387,4.77,4.88
0,388,6.84,5.8100000000000005
3,389,9.01,7.14
5,390,5.97,7.41
5,391,6.32,7.05
9,392,5.79,5.6
4,393,9.17,4.96
3,394,8.0,6.32
14,395,7.37,3.71
5,396,5.18,7.16
11,397,7.86,7.27
6,398,7.46,7.17
9,399,5.1,6.36
8,400,7.33,5.91
5,401,5.4,7.63
13,402,6.25,4.07
12,403,6.48,5.28
1,404,4.67,5.24
10,405,4.63,6.18
14,406,7.07,3.31
5,407,5.63,6.8100000000000005
10,408,4.78,6.34
1,409,5.5600000000000005,4.73
14,410,7.95,3.93
6,411,6.59,6.72
14,412,7.09,4.14
6,413,7.24,6.52
4,414,9.01,4.76
13,415,7.91,4.46
3,416,9.39,6.38
3,417,8.51,6.9
5,418,4.89,7.45
1,419,4.36,4.93
13,420,6.49,4.12
1,421,4.55,5.37
14,422,7.92,3.32
1,423,6.7,6.59
11,424,8.37,7.9
10,425,4.7,6.89
10,426,4.17,6.06
8,427,7.35,5.76
4,428,8.61,5.68
8,429,7.4,5.65
14,430,7.35,3.21
3,431,8.25,6.46
6,432,6.62,7.34
5,433,5.86,7.48
4,434,9.12,5.59
6,435,6.82,7.13
7,436,6.89,3.85
7,437,6.65,3.04
6,438,6.45,6.89
14,439,7.4,2.93
3,440,9.24,6.47
11,441,8.51,7.78
4,442,9.19,5.83
12,443,6.92,5.45
5,444,5.37,6.37
13,445,8.24,4.54
14,446,7.36,2.86
0,447,8.18,5.98
13,448,8.09,4.92
8,449,7.88,5.67
0,450,7.14,6.09
10,451,4.11,6.62
3,452,8.66,6.82
9,453,6.1,5.61
13,454,6.46,4.23
1,455,4.33,5.1
8,456,7.37,5.78
4,457,8.94,5.39
14,458,6.74,4.37
8,459,7.16,4.95
4,460,8.58,4.88
1,461,5.5,5.8
4,462,8.95,4.71
13,463,6.0,4.39
13,464,7.12,4.57
2,465,2.38,9.54
13,466,7.98,4.5600000000000005
4,467,8.93,5.9
14,468,7.15,4.2
6,469,7.59,7.04
13,470,6.27,4.14
1,471,5.0,5.14
2,472,2.43,9.67
3,473,8.16,6.12
7,474,7.05,4.08
1,475,4.62,5.41
1,476,5.49,4.79
13,477,8.15,4.8
5,478,5.75,7.2
1,479,5.12,4.66
11,480,8.67,6.15
2,481,2.63,9.63
1,482,5.55,4.86
13,483,7.97,4.47
3,484,8.8,6.99
12,485,6.69,5.19
2,486,2.42,9.65
14,487,8.01,3.67
3,488,8.56,6.36
3,489,8.55,6.77
7,490,5.71,3.88
4,491,8.86,5.03
6,492,6.97,6.47
10,493,4.64,6.58
10,494,4.32,5.55
1,495,5.14,5.1
7,496,6.5,3.14
4,497,8.97,5.37
5,498,5.84,7.02
13,499,7.93,4.57
1,500,4.76,4.66
3,501,8.21,6.99
7,502,6.92,3.83
8,503,7.29,5.42
8,504,7.21,5.28
12,505,6.55,5.1
10,506,4.78,6.06
3,507,8.99,7.22
5,508,5.75,7.59
4,509,8.31,5.14
12,510,6.26,5.3
3,511,8.98,7.05
14,512,7.95,3.38
1,513,5.01,5.31
1,514,5.15,4.48
1,515,4.8,4.68
4,516,8.16,4.08
5,517,4.93,7.04
2,518,2.43,9.62
12,519,6.33,5.19
12,520,6.19,4.57
6,521,7.65,6.24
5,522,5.27,7.6
12,523,6.31,4.67
2,524,2.52,9.6
4,525,8.9,4.9
1,526,5.26,5.58
10,527,4.44,6.37
1,528,4.73,4.84
6,529,5.24,6.61
7,530,6.41,3.34
13,531,5.83,4.11
2,532,2.5300000000000002,9.57
2,533,2.29,9.76
4,534,8.62,5.15
10,535,4.64,6.13
6,536,5.45,6.43
12,537,6.85,5.32
6,538,6.8100000000000005,6.48
13,539,6.41,4.22
14,540,7.3,2.8200000000000003
3,541,9.41,6.57
4,542,8.71,5.15
4,543,9.04,5.26
13,544,5.59,4.44
3,545,8.35,6.94
1,546,4.76,4.74
14,547,6.94,4.15
2,548,2.35,9.72
10,549,4.47,6.35
1,550,5.11,5.02
8,551,7.83,5.43
14,552,7.86,3.25
5,553,4.99,7.53
5,554,6.52,7.3
2,555,2.35,9.73
5,556,5.17,6.67
13,557,5.33,4.6
2,558,2.29,9.78
14,559,7.76,3.32
9,560,6.17,6.53
5,561,5.0,7.54
2,562,2.51,9.59
9,563,5.69,4.97
4,564,8.75,4.63
10,565,4.61,6.97
3,566,9.1,6.48
11,567,8.47,7.8100000000000005
10,568,4.66,6.8
5,569,6.0,7.18
1,570,5.22,5.89
5,571,5.62,7.24
2,572,2.37,9.68
1,573,4.82,4.82
12,574,6.62,5.22
3,575,8.58,6.38
2,576,2.32,9.67
6,577,6.47,6.92
5,578,4.82,7.11
13,579,6.47,4.23
2,580,2.52,9.58
5,581,5.8100000000000005,7.39
8,582,7.68,4.99
2,583,2.58,9.67
2,584,2.35,9.72
2,585,2.31,9.77
2,586,2.42,9.65
7,587,6.72,2.96
0,588,8.37,5.93
2,589,2.37,9.7
2,590,2.37,9.72
3,591,8.12,6.45
12,592,6.26,4.76
1,593,5.09,5.07
1,594,5.38,5.24
4,595,8.72,5.68
4,596,8.93,4.76
7,597,6.9,3.77
2,598,2.29,9.75
9,599,5.68,6.09
