Cluster,DocId,x,y
8,342,8.05,6.73
9,343,5.85,5.48
4,344,6.8100000000000005,2.99
1,345,4.55,6.49
0,346,9.29,4.91
4,347,6.93,4.08
5,348,6.67,6.55
1,349,4.94,7.49
9,350,6.44,5.91
0,351,9.06,5.42
3,352,6.23,4.91
2,353,4.33,5.53
1,354,4.8100000000000005,7.37
0,355,9.33,5.77
8,356,8.68,6.31
0,357,8.35,5.3
0,358,8.35,4.89
5,359,7.9,6.31
4,360,8.06,3.69
1,361,5.39,7.03
8,362,8.41,6.8
8,363,8.49,7.8
3,364,6.66,5.17
8,365,8.28,6.5
1,366,5.69,7.53
3,367,5.87,5.11
8,368,8.38,7.15
1,369,4.45,6.03
0,370,8.6,5.8
8,371,9.12,7.18
0,372,9.45,6.19
2,373,4.76,5.69
2,374,4.6,5.71
8,375,9.0,6.64
2,376,5.22,4.33
3,377,6.62,5.05
8,378,8.13,7.29
1,379,5.8,7.19
1,380,5.29,7.01
9,381,7.43,5.79
1,382,5.85,7.44
2,383,5.35,5.3
9,384,7.45,5.41
8,385,9.34,6.24
1,386,4.57,6.42
2,387,4.77,4.88
3,388,6.84,5.8100000000000005
8,389,9.01,7.14
1,390,5.97,7.41
1,391,6.32,7.05
9,392,5.79,5.6
0,393,9.17,4.96
0,394,8.0,6.32
6,395,7.37,3.71
1,396,5.18,7.16
8,397,7.86,7.27
5,398,7.46,7.17
1,399,5.1,6.36
9,400,7.33,5.91
1,401,5.4,7.63
6,402,6.25,4.07
3,403,6.48,5.28
2,404,4.67,5.24
2,405,4.63,6.18
4,406,7.07,3.31
1,407,5.63,6.8100000000000005
1,408,4.78,6.34
2,409,5.5600000000000005,4.73
4,410,7.95,3.93
9,411,6.59,6.72
4,412,7.09,4.14
5,413,7.24,6.52
0,414,9.01,4.76
6,415,7.91,4.46
8,416,9.39,6.38
8,417,8.51,6.9
1,418,4.89,7.45
2,419,4.36,4.93
6,420,6.49,4.12
2,421,4.55,5.37
4,422,7.92,3.32
5,423,6.7,6.59
8,424,8.37,7.9
1,425,4.7,6.89
2,426,4.17,6.06
9,427,7.35,5.76
0,428,8.61,5.68
9,429,7.4,5.65
4,430,7.35,3.21
8,431,8.25,6.46
5,432,6.62,7.34
1,433,5.86,7.48
0,434,9.12,5.59
5,435,6.82,7.13
4,436,6.89,3.85
4,437,6.65,3.04
5,438,6.45,6.89
4,439,7.4,2.93
8,440,9.24,6.47
8,441,8.51,7.78
0,442,9.19,5.83
3,443,6.92,5.45
1,444,5.37,6.37
6,445,8.24,4.54
4,446,7.36,2.86
8,447,8.18,5.98
0,448,8.09,4.92
9,449,7.88,5.67
3,450,7.14,6.09
1,451,4.11,6.62
8,452,8.66,6.82
9,453,6.1,5.61
6,454,6.46,4.23
2,455,4.33,5.1
9,456,7.37,5.78
0,457,8.94,5.39
3,458,6.74,4.37
9,459,7.16,4.95
0,460,8.58,4.88
2,461,5.5,5.8
0,462,8.95,4.71
6,463,6.0,4.39
6,464,7.12,4.57
7,465,2.38,9.54
6,466,7.98,4.5600000000000005
0,467,8.93,5.9
4,468,7.15,4.2
5,469,7.59,7.04
6,470,6.27,4.14
2,471,5.0,5.14
7,472,2.43,9.67
5,473,8.16,6.12
5,474,7.05,4.08
2,475,4.62,5.41
2,476,5.49,4.79
6,477,8.15,4.8
1,478,5.75,7.2
2,479,5.12,4.66
8,480,8.67,6.15
7,481,2.63,9.63
2,482,5.55,4.86
6,483,7.97,4.47
8,484,8.8,6.99
3,485,6.69,5.19
7,486,2.42,9.65
4,487,8.01,3.67
8,488,8.56,6.36
8,489,8.55,6.77
6,490,5.71,3.88
0,491,8.86,5.03
5,492,6.97,6.47
1,493,4.64,6.58
2,494,4.32,5.55
2,495,5.14,5.1
4,496,6.5,3.14
0,497,8.97,5.37
1,498,5.84,7.02
6,499,7.93,4.57
2,500,4.76,4.66
8,501,8.21,6.99
4,502,6.92,3.83
9,503,7.29,5.42
9,504,7.21,5.28
3,505,6.55,5.1
2,506,4.78,6.06
8,507,8.99,7.22
1,508,5.75,7.59
0,509,8.31,5.14
3,510,6.26,5.3
8,511,8.98,7.05
4,512,7.95,3.38
2,513,5.01,5.31
2,514,5.15,4.48
2,515,4.8,4.68
0,516,8.16,4.08
1,517,4.93,7.04
7,518,2.43,9.62
3,519,6.33,5.19
3,520,6.19,4.57
5,521,7.65,6.24
1,522,5.27,7.6
3,523,6.31,4.67
7,524,2.52,9.6
0,525,8.9,4.9
2,526,5.26,5.58
1,527,4.44,6.37
2,528,4.73,4.84
5,529,5.24,6.61
4,530,6.41,3.34
6,531,5.83,4.11
7,532,2.5300000000000002,9.57
7,533,2.29,9.76
0,534,8.62,5.15
1,535,4.64,6.13
5,536,5.45,6.43
3,537,6.85,5.32
5,538,6.8100000000000005,6.48
6,539,6.41,4.22
4,540,7.3,2.8200000000000003
8,541,9.41,6.57
0,542,8.71,5.15
0,543,9.04,5.26
6,544,5.59,4.44
8,545,8.35,6.94
2,546,4.76,4.74
4,547,6.94,4.15
7,548,2.35,9.72
1,549,4.47,6.35
2,550,5.11,5.02
9,551,7.83,5.43
4,552,7.86,3.25
1,553,4.99,7.53
1,554,6.52,7.3
7,555,2.35,9.73
1,556,5.17,6.67
6,557,5.33,4.6
7,558,2.29,9.78
4,559,7.76,3.32
9,560,6.17,6.53
1,561,5.0,7.54
7,562,2.51,9.59
2,563,5.69,4.97
0,564,8.75,4.63
1,565,4.61,6.97
8,566,9.1,6.48
8,567,8.47,7.8100000000000005
1,568,4.66,6.8
1,569,6.0,7.18
2,570,5.22,5.89
1,571,5.62,7.24
7,572,2.37,9.68
2,573,4.82,4.82
3,574,6.62,5.22
8,575,8.58,6.38
7,576,2.32,9.67
5,577,6.47,6.92
1,578,4.82,7.11
6,579,6.47,4.23
7,580,2.52,9.58
1,581,5.8100000000000005,7.39
3,582,7.68,4.99
7,583,2.58,9.67
7,584,2.35,9.72
7,585,2.31,9.77
7,586,2.42,9.65
4,587,6.72,2.96
8,588,8.37,5.93
7,589,2.37,9.7
7,590,2.37,9.72
8,591,8.12,6.45
3,592,6.26,4.76
2,593,5.09,5.07
2,594,5.38,5.24
0,595,8.72,5.68
0,596,8.93,4.76
4,597,6.9,3.77
7,598,2.29,9.75
9,599,5.68,6.09
