Cluster,NumTopics,LDAScore,LDATopics,LDATopic_Words
-1,3,0.05,"[{'topic_words': [',', 'of', '.', 'the', 'and'], 'score': 0.06, 'word_docIds': {',': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577], 'of': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591], '.': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591], 'the': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591], 'and': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591]}}, {'topic_words': ['the', 'of', ',', '.', 'and'], 'score': 0.048, 'word_docIds': {'the': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591], 'of': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591], ',': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577], '.': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591], 'and': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591]}}, {'topic_words': ['of', 'the', '.', ',', 'and'], 'score': 0.042, 'word_docIds': {'of': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591], 'the': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591], '.': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591], ',': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577], 'and': [7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 401, 402, 413, 513, 535, 577, 591]}}]","[([',', 'of', '.', 'the', 'and'], 0.06), (['the', 'of', ',', '.', 'and'], 0.048), (['of', 'the', '.', ',', 'and'], 0.042)]"
0,3,0.305,"[{'topic_words': ['and', ',', 'of', '.', 'to'], 'score': 0.191, 'word_docIds': {'and': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484], ',': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484], 'of': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484], '.': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484], 'to': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484]}}, {'topic_words': ['the', 'of', '.', ',', 'and'], 'score': 0.191, 'word_docIds': {'the': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484], 'of': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484], '.': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484], ',': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484], 'and': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484]}}, {'topic_words': ['park', ',', 'accessibility', '.', 'the'], 'score': 0.533, 'word_docIds': {'park': [339], ',': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484], 'accessibility': [323, 339], '.': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484], 'the': [65, 91, 122, 136, 140, 323, 339, 470, 480, 484]}}]","[(['and', ',', 'of', '.', 'to'], 0.191), (['the', 'of', '.', ',', 'and'], 0.191), (['park', ',', 'accessibility', '.', 'the'], 0.533)]"
1,2,0.121,"[{'topic_words': [',', 'of', 'the', '.', 'and'], 'score': 0.121, 'word_docIds': {',': [107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575, 579], 'of': [107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575, 579], 'the': [107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575, 579], '.': [107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575, 579], 'and': [107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575, 579]}}, {'topic_words': ['the', '.', ',', 'of', 'and'], 'score': 0.121, 'word_docIds': {'the': [107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575, 579], '.': [107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575, 579], ',': [107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575, 579], 'of': [107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575, 579], 'and': [107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575, 579]}}]","[([',', 'of', 'the', '.', 'and'], 0.121), (['the', '.', ',', 'of', 'and'], 0.121)]"
