,parent,child,lambda_val,child_size
0,93,10,2191.9540109746536,1
1,93,0,2191.9540109746536,1
2,93,65,2252.580021482277,1
3,93,3,2252.8825030213507,1
4,93,60,2267.1913513513514,1
5,93,28,2323.0706175574633,1
6,93,5,2398.4583273766975,1
7,93,4,2428.313214647561,1
8,93,7,2472.6921149594696,1
9,93,37,2497.3527835665377,1
10,93,1,2562.1893708002444,1
11,93,25,2577.1453149001536,1
12,93,31,2595.886739904069,1
13,93,12,2687.7949375200255,1
14,93,86,2707.7495158166557,1
15,93,17,2707.7495158166557,1
16,93,13,2729.333984057264,1
17,93,36,2735.1183567003586,1
18,93,90,2768.0607160534564,1
19,93,89,2768.517491749175,1
20,93,47,2786.4500913469524,1
21,93,50,2792.0146446996173,1
22,93,15,2820.174146915448,1
23,93,41,2920.316100957354,1
24,93,48,2925.4081952920665,1
25,93,18,2930.51807860262,1
26,93,58,2933.5925861164537,1
27,93,35,2934.1056313396293,1
28,93,27,2934.1056313396293,1
29,93,33,2936.6735515490986,1
30,93,21,2945.9553994732223,1
31,93,68,2951.6565798733286,1
32,93,87,2952.175963399613,1
33,93,39,2969.418761061947,1
34,93,30,2992.1911895844482,1
35,93,23,2997.0017863522685,1
36,93,38,3004.515759312321,1
37,93,88,3010.986360373295,1
38,93,20,3010.986360373295,1
39,93,11,3014.7737646001797,1
40,93,14,3033.306092930754,1
41,93,67,3037.6998008328806,1
42,93,62,3037.6998008328806,1
43,93,34,3041.003443900671,1
44,93,92,3055.4026588963757,1
45,93,24,3063.21270768669,1
46,93,84,3075.0029325513196,1
47,93,64,3076.6946634879882,1
48,93,85,3095.4273062730626,1
49,93,73,3128.326682826776,1
50,93,63,3128.326682826776,1
51,93,80,3128.326682826776,1
52,93,91,3128.326682826776,1
53,93,16,3212.7950976637303,1
54,93,6,3223.9077632590315,1
55,93,54,3224.5273880453583,1
56,93,42,3258.977466977467,1
57,93,75,3294.171608089535,1
58,93,43,3312.3822309970383,1
59,93,71,3367.566439181052,1
60,93,61,3428.1193297915815,1
61,93,49,3428.1193297915815,1
62,93,8,3462.0751134956668,1
63,93,56,3501.0884808013357,1
64,93,9,3512.0820598702117,1
65,93,29,3524.625210084034,1
66,93,66,3546.2303952652715,1
67,93,94,3546.2303952652715,14
68,93,95,3546.2303952652715,12
69,94,74,3575.70673486786,1
70,95,26,3658.3549934583516,1
71,94,40,3757.495184770437,1
72,95,78,4450.189920424403,1
73,94,19,3762.551244673694,1
74,95,32,4662.928293496387,1
75,95,44,4662.928293496387,1
76,95,81,4662.928293496387,1
77,95,69,4662.928293496387,1
78,95,51,4662.928293496387,1
79,95,77,4662.928293496387,1
80,95,76,4662.928293496387,1
81,95,53,4662.928293496387,1
82,95,83,4662.928293496387,1
83,95,52,4662.928293496387,1
84,94,57,3803.4948991158467,1
85,94,45,3803.4948991158467,1
86,94,55,3803.4948991158467,1
87,94,22,3803.4948991158467,1
88,94,82,3803.4948991158467,1
89,94,59,3803.4948991158467,1
90,94,46,3803.4948991158467,1
91,94,2,3803.4948991158467,1
92,94,70,3803.4948991158467,1
93,94,72,3803.4948991158467,1
94,94,79,3803.4948991158467,1
