dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
450,None,5,0.0,16,195,0.4387925866847566,"[{'cluster_no': 0, 'count': 5}, {'cluster_no': 14, 'count': 5}, {'cluster_no': 3, 'count': 6}, {'cluster_no': 6, 'count': 6}, {'cluster_no': 1, 'count': 7}, {'cluster_no': 8, 'count': 7}, {'cluster_no': 9, 'count': 7}, {'cluster_no': 11, 'count': 8}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 13, 'count': 12}, {'cluster_no': 5, 'count': 16}, {'cluster_no': 10, 'count': 17}, {'cluster_no': 12, 'count': 45}, {'cluster_no': 4, 'count': 46}, {'cluster_no': 2, 'count': 192}, {'cluster_no': -1, 'count': 195}]"
450,None,6,0.0,12,188,0.46301513213972356,"[{'cluster_no': 2, 'count': 6}, {'cluster_no': 8, 'count': 6}, {'cluster_no': 0, 'count': 8}, {'cluster_no': 5, 'count': 8}, {'cluster_no': 6, 'count': 13}, {'cluster_no': 7, 'count': 17}, {'cluster_no': 1, 'count': 25}, {'cluster_no': 10, 'count': 35}, {'cluster_no': 4, 'count': 42}, {'cluster_no': 9, 'count': 46}, {'cluster_no': -1, 'count': 188}, {'cluster_no': 3, 'count': 190}]"
450,None,7,0.0,10,236,0.6807679583952839,"[{'cluster_no': 2, 'count': 8}, {'cluster_no': 1, 'count': 13}, {'cluster_no': 6, 'count': 18}, {'cluster_no': 8, 'count': 31}, {'cluster_no': 3, 'count': 38}, {'cluster_no': 0, 'count': 48}, {'cluster_no': 7, 'count': 49}, {'cluster_no': 4, 'count': 53}, {'cluster_no': 5, 'count': 90}, {'cluster_no': -1, 'count': 236}]"
450,None,8,0.0,9,248,0.6616753702389657,"[{'cluster_no': 1, 'count': 12}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 7, 'count': 29}, {'cluster_no': 2, 'count': 38}, {'cluster_no': 6, 'count': 43}, {'cluster_no': 3, 'count': 50}, {'cluster_no': 0, 'count': 51}, {'cluster_no': 4, 'count': 89}, {'cluster_no': -1, 'count': 248}]"
450,None,9,0.0,9,276,0.691511209118982,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 14}, {'cluster_no': 7, 'count': 30}, {'cluster_no': 2, 'count': 36}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 6, 'count': 46}, {'cluster_no': 3, 'count': 51}, {'cluster_no': 4, 'count': 78}, {'cluster_no': -1, 'count': 276}]"
450,None,10,0.0,7,270,0.6753582188683945,"[{'cluster_no': 5, 'count': 17}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 2, 'count': 49}, {'cluster_no': 3, 'count': 70}, {'cluster_no': 4, 'count': 98}, {'cluster_no': -1, 'count': 270}]"
450,None,11,0.0,6,212,0.5125541743302376,"[{'cluster_no': 4, 'count': 15}, {'cluster_no': 1, 'count': 39}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 3, 'count': 105}, {'cluster_no': 2, 'count': 169}, {'cluster_no': -1, 'count': 212}]"
450,None,12,0.0,6,221,0.5373217277383019,"[{'cluster_no': 4, 'count': 16}, {'cluster_no': 1, 'count': 37}, {'cluster_no': 0, 'count': 42}, {'cluster_no': 3, 'count': 99}, {'cluster_no': 2, 'count': 169}, {'cluster_no': -1, 'count': 221}]"
450,None,13,0.0,6,236,0.5427366718118803,"[{'cluster_no': 4, 'count': 15}, {'cluster_no': 1, 'count': 37}, {'cluster_no': 0, 'count': 40}, {'cluster_no': 3, 'count': 98}, {'cluster_no': 2, 'count': 158}, {'cluster_no': -1, 'count': 236}]"
450,None,14,0.0,6,231,0.547401074478728,"[{'cluster_no': 4, 'count': 18}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 0, 'count': 41}, {'cluster_no': 3, 'count': 98}, {'cluster_no': 2, 'count': 160}, {'cluster_no': -1, 'count': 231}]"
