dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
768,None,5,0.0,3,470,0.16383067797380713,"[{'cluster_no': 1, 'count': 14}, {'cluster_no': 0, 'count': 100}, {'cluster_no': -1, 'count': 470}]"
768,None,6,0.0,3,488,0.1704988294607553,"[{'cluster_no': 1, 'count': 11}, {'cluster_no': 0, 'count': 85}, {'cluster_no': -1, 'count': 488}]"
768,None,7,0.0,3,509,0.19142654019476352,"[{'cluster_no': 1, 'count': 8}, {'cluster_no': 0, 'count': 67}, {'cluster_no': -1, 'count': 509}]"
768,None,8,0.0,3,517,0.21225798286970668,"[{'cluster_no': 1, 'count': 8}, {'cluster_no': 0, 'count': 59}, {'cluster_no': -1, 'count': 517}]"
768,None,9,0.0,1,584,None,"[{'cluster_no': -1, 'count': 584}]"
768,None,10,0.0,1,584,None,"[{'cluster_no': -1, 'count': 584}]"
768,None,11,0.0,1,584,None,"[{'cluster_no': -1, 'count': 584}]"
768,None,12,0.0,1,584,None,"[{'cluster_no': -1, 'count': 584}]"
768,None,13,0.0,1,584,None,"[{'cluster_no': -1, 'count': 584}]"
768,None,14,0.0,1,584,None,"[{'cluster_no': -1, 'count': 584}]"
768,None,15,0.0,1,584,None,"[{'cluster_no': -1, 'count': 584}]"
768,1,5,0.0,5,222,0.10368674194670613,"[{'cluster_no': 1, 'count': 5}, {'cluster_no': 0, 'count': 7}, {'cluster_no': 3, 'count': 7}, {'cluster_no': -1, 'count': 222}, {'cluster_no': 2, 'count': 343}]"
768,1,6,0.0,4,227,0.12560199218297136,"[{'cluster_no': 0, 'count': 7}, {'cluster_no': 2, 'count': 7}, {'cluster_no': -1, 'count': 227}, {'cluster_no': 1, 'count': 343}]"
768,1,7,0.0,4,227,0.12560199218297136,"[{'cluster_no': 0, 'count': 7}, {'cluster_no': 2, 'count': 7}, {'cluster_no': -1, 'count': 227}, {'cluster_no': 1, 'count': 343}]"
768,1,8,0.0,4,332,0.09172269546296463,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 2, 'count': 24}, {'cluster_no': 1, 'count': 217}, {'cluster_no': -1, 'count': 332}]"
