dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
30,None,5,0.0,17,297,0.7115988760718758,"[{'cluster_no': 1, 'count': 6}, {'cluster_no': 4, 'count': 7}, {'cluster_no': 7, 'count': 8}, {'cluster_no': 13, 'count': 9}, {'cluster_no': 6, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 14, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 15, 'count': 14}, {'cluster_no': 10, 'count': 16}, {'cluster_no': 5, 'count': 17}, {'cluster_no': 11, 'count': 18}, {'cluster_no': 12, 'count': 22}, {'cluster_no': 9, 'count': 30}, {'cluster_no': 2, 'count': 43}, {'cluster_no': 8, 'count': 53}, {'cluster_no': -1, 'count': 297}]"
30,None,6,0.0,10,205,0.5632936566099375,"[{'cluster_no': 6, 'count': 8}, {'cluster_no': 0, 'count': 10}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 4, 'count': 16}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 1, 'count': 50}, {'cluster_no': 7, 'count': 55}, {'cluster_no': 8, 'count': 92}, {'cluster_no': 5, 'count': 97}, {'cluster_no': -1, 'count': 205}]"
30,None,7,0.0,10,227,0.6572459195060186,"[{'cluster_no': 2, 'count': 12}, {'cluster_no': 0, 'count': 13}, {'cluster_no': 6, 'count': 14}, {'cluster_no': 8, 'count': 29}, {'cluster_no': 3, 'count': 35}, {'cluster_no': 1, 'count': 47}, {'cluster_no': 7, 'count': 52}, {'cluster_no': 4, 'count': 56}, {'cluster_no': 5, 'count': 99}, {'cluster_no': -1, 'count': 227}]"
30,None,8,0.0,9,254,0.691239773871139,"[{'cluster_no': 2, 'count': 12}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 7, 'count': 30}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 0, 'count': 47}, {'cluster_no': 6, 'count': 50}, {'cluster_no': 4, 'count': 55}, {'cluster_no': 5, 'count': 86}, {'cluster_no': -1, 'count': 254}]"
30,None,9,0.0,9,252,0.6871601533057448,"[{'cluster_no': 2, 'count': 12}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 7, 'count': 31}, {'cluster_no': 1, 'count': 41}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 6, 'count': 49}, {'cluster_no': 4, 'count': 54}, {'cluster_no': 5, 'count': 87}, {'cluster_no': -1, 'count': 252}]"
30,None,10,0.0,8,272,0.750858965495568,"[{'cluster_no': 2, 'count': 15}, {'cluster_no': 4, 'count': 33}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 3, 'count': 49}, {'cluster_no': 5, 'count': 51}, {'cluster_no': 6, 'count': 80}, {'cluster_no': -1, 'count': 272}]"
30,None,11,0.0,8,282,0.7645033678795228,"[{'cluster_no': 2, 'count': 15}, {'cluster_no': 4, 'count': 30}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 0, 'count': 47}, {'cluster_no': 5, 'count': 48}, {'cluster_no': 3, 'count': 51}, {'cluster_no': 6, 'count': 71}, {'cluster_no': -1, 'count': 282}]"
30,None,12,0.0,8,297,0.7875632625003488,"[{'cluster_no': 2, 'count': 13}, {'cluster_no': 4, 'count': 30}, {'cluster_no': 1, 'count': 38}, {'cluster_no': 0, 'count': 42}, {'cluster_no': 5, 'count': 47}, {'cluster_no': 3, 'count': 49}, {'cluster_no': 6, 'count': 68}, {'cluster_no': -1, 'count': 297}]"
30,None,13,0.0,6,267,0.6248432209759881,"[{'cluster_no': 1, 'count': 38}, {'cluster_no': 0, 'count': 41}, {'cluster_no': 3, 'count': 47}, {'cluster_no': 4, 'count': 63}, {'cluster_no': 2, 'count': 128}, {'cluster_no': -1, 'count': 267}]"
30,None,14,0.0,5,201,0.5103044133696936,"[{'cluster_no': 1, 'count': 40}, {'cluster_no': 0, 'count': 42}, {'cluster_no': 2, 'count': 134}, {'cluster_no': 3, 'count': 167}, {'cluster_no': -1, 'count': 201}]"
30,None,15,0.0,5,195,0.5020215480886652,"[{'cluster_no': 1, 'count': 38}, {'cluster_no': 0, 'count': 41}, {'cluster_no': 2, 'count': 139}, {'cluster_no': 3, 'count': 171}, {'cluster_no': -1, 'count': 195}]"
30,1,5,0.0,47,127,0.4714592496253377,"[{'cluster_no': 3, 'count': 5}, {'cluster_no': 8, 'count': 5}, {'cluster_no': 19, 'count': 5}, {'cluster_no': 26, 'count': 5}, {'cluster_no': 28, 'count': 5}, {'cluster_no': 33, 'count': 5}, {'cluster_no': 40, 'count': 5}, {'cluster_no': 41, 'count': 5}, {'cluster_no': 0, 'count': 6}, {'cluster_no': 1, 'count': 6}, {'cluster_no': 4, 'count': 6}, {'cluster_no': 7, 'count': 6}, {'cluster_no': 13, 'count': 6}, {'cluster_no': 34, 'count': 6}, {'cluster_no': 39, 'count': 6}, {'cluster_no': 43, 'count': 6}, {'cluster_no': 44, 'count': 6}, {'cluster_no': 18, 'count': 7}, {'cluster_no': 20, 'count': 7}, {'cluster_no': 29, 'count': 7}, {'cluster_no': 35, 'count': 7}, {'cluster_no': 45, 'count': 7}, {'cluster_no': 6, 'count': 8}, {'cluster_no': 11, 'count': 8}, {'cluster_no': 36, 'count': 8}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 25, 'count': 9}, {'cluster_no': 27, 'count': 9}, {'cluster_no': 37, 'count': 9}, {'cluster_no': 42, 'count': 9}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 14, 'count': 10}, {'cluster_no': 31, 'count': 10}, {'cluster_no': 30, 'count': 11}, {'cluster_no': 2, 'count': 12}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 12, 'count': 12}, {'cluster_no': 23, 'count': 13}, {'cluster_no': 15, 'count': 17}, {'cluster_no': 32, 'count': 19}, {'cluster_no': 24, 'count': 21}, {'cluster_no': 17, 'count': 23}, {'cluster_no': 38, 'count': 23}, {'cluster_no': 21, 'count': 25}, {'cluster_no': 22, 'count': 32}, {'cluster_no': -1, 'count': 127}]"
