dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
300,None,5,0.0,15,278,0.6565437711506144,"[{'cluster_no': 10, 'count': 5}, {'cluster_no': 3, 'count': 6}, {'cluster_no': 4, 'count': 9}, {'cluster_no': 11, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 16}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 13, 'count': 21}, {'cluster_no': 6, 'count': 22}, {'cluster_no': 12, 'count': 23}, {'cluster_no': 2, 'count': 29}, {'cluster_no': 9, 'count': 35}, {'cluster_no': 1, 'count': 47}, {'cluster_no': 8, 'count': 51}, {'cluster_no': -1, 'count': 278}]"
300,None,6,0.0,11,254,0.6495850579792831,"[{'cluster_no': 3, 'count': 6}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 16}, {'cluster_no': 2, 'count': 25}, {'cluster_no': 9, 'count': 31}, {'cluster_no': 1, 'count': 43}, {'cluster_no': 8, 'count': 49}, {'cluster_no': 5, 'count': 56}, {'cluster_no': 6, 'count': 83}, {'cluster_no': -1, 'count': 254}]"
300,None,7,0.0,11,287,0.6671217383187661,"[{'cluster_no': 3, 'count': 9}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 15}, {'cluster_no': 8, 'count': 20}, {'cluster_no': 9, 'count': 25}, {'cluster_no': 7, 'count': 30}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 6, 'count': 44}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 4, 'count': 55}, {'cluster_no': -1, 'count': 287}]"
300,None,8,0.0,8,191,0.44559365246571486,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 6, 'count': 23}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 1, 'count': 47}, {'cluster_no': 5, 'count': 100}, {'cluster_no': 3, 'count': 161}, {'cluster_no': -1, 'count': 191}]"
300,None,9,0.0,9,227,0.5485519031704045,"[{'cluster_no': 3, 'count': 9}, {'cluster_no': 1, 'count': 11}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 0, 'count': 45}, {'cluster_no': 6, 'count': 57}, {'cluster_no': 7, 'count': 74}, {'cluster_no': 4, 'count': 100}, {'cluster_no': -1, 'count': 227}]"
300,None,10,0.0,9,231,0.5955595136348286,"[{'cluster_no': 2, 'count': 11}, {'cluster_no': 3, 'count': 13}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 1, 'count': 41}, {'cluster_no': 0, 'count': 42}, {'cluster_no': 6, 'count': 53}, {'cluster_no': 7, 'count': 72}, {'cluster_no': 4, 'count': 101}, {'cluster_no': -1, 'count': 231}]"
300,None,11,0.0,7,221,0.48022553931565676,"[{'cluster_no': 2, 'count': 11}, {'cluster_no': 5, 'count': 17}, {'cluster_no': 0, 'count': 41}, {'cluster_no': 1, 'count': 43}, {'cluster_no': 4, 'count': 100}, {'cluster_no': 3, 'count': 151}, {'cluster_no': -1, 'count': 221}]"
300,None,12,0.0,7,235,0.5974735457751922,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 30}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 0, 'count': 43}, {'cluster_no': 4, 'count': 45}, {'cluster_no': 2, 'count': 176}, {'cluster_no': -1, 'count': 235}]"
300,None,13,0.0,7,236,0.6118743548012734,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 5, 'count': 27}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 4, 'count': 47}, {'cluster_no': 2, 'count': 176}, {'cluster_no': -1, 'count': 236}]"
300,None,14,0.0,5,188,0.49817077631309875,"[{'cluster_no': 1, 'count': 37}, {'cluster_no': 0, 'count': 51}, {'cluster_no': 2, 'count': 138}, {'cluster_no': 3, 'count': 170}, {'cluster_no': -1, 'count': 188}]"
300,None,15,0.0,5,207,0.5113954452494712,"[{'cluster_no': 1, 'count': 34}, {'cluster_no': 0, 'count': 49}, {'cluster_no': 2, 'count': 136}, {'cluster_no': 3, 'count': 158}, {'cluster_no': -1, 'count': 207}]"
