dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
100,None,5,0.0,17,264,0.6068162386071615,"[{'cluster_no': 8, 'count': 5}, {'cluster_no': 1, 'count': 6}, {'cluster_no': 5, 'count': 7}, {'cluster_no': 9, 'count': 9}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 3, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 11, 'count': 11}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 4, 'count': 16}, {'cluster_no': 14, 'count': 16}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 13, 'count': 30}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 12, 'count': 49}, {'cluster_no': 7, 'count': 57}, {'cluster_no': -1, 'count': 264}]"
100,None,6,0.0,10,225,0.6192533097220047,"[{'cluster_no': 3, 'count': 6}, {'cluster_no': 2, 'count': 13}, {'cluster_no': 6, 'count': 15}, {'cluster_no': 8, 'count': 37}, {'cluster_no': 1, 'count': 47}, {'cluster_no': 0, 'count': 49}, {'cluster_no': 7, 'count': 53}, {'cluster_no': 5, 'count': 59}, {'cluster_no': 4, 'count': 80}, {'cluster_no': -1, 'count': 225}]"
100,None,7,0.0,10,250,0.6605603116994292,"[{'cluster_no': 2, 'count': 8}, {'cluster_no': 3, 'count': 11}, {'cluster_no': 6, 'count': 17}, {'cluster_no': 8, 'count': 32}, {'cluster_no': 0, 'count': 40}, {'cluster_no': 1, 'count': 44}, {'cluster_no': 7, 'count': 47}, {'cluster_no': 4, 'count': 56}, {'cluster_no': 5, 'count': 79}, {'cluster_no': -1, 'count': 250}]"
100,None,8,0.0,9,276,0.7172173477733994,"[{'cluster_no': 4, 'count': 12}, {'cluster_no': 5, 'count': 14}, {'cluster_no': 7, 'count': 29}, {'cluster_no': 0, 'count': 38}, {'cluster_no': 1, 'count': 41}, {'cluster_no': 6, 'count': 49}, {'cluster_no': 2, 'count': 54}, {'cluster_no': 3, 'count': 71}, {'cluster_no': -1, 'count': 276}]"
100,None,9,0.0,8,235,0.5292001218355332,"[{'cluster_no': 3, 'count': 9}, {'cluster_no': 4, 'count': 13}, {'cluster_no': 6, 'count': 23}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 1, 'count': 46}, {'cluster_no': 5, 'count': 46}, {'cluster_no': 0, 'count': 175}, {'cluster_no': -1, 'count': 235}]"
100,None,10,0.0,6,207,0.4797425221569576,"[{'cluster_no': 1, 'count': 39}, {'cluster_no': 0, 'count': 47}, {'cluster_no': 3, 'count': 50}, {'cluster_no': 4, 'count': 67}, {'cluster_no': 2, 'count': 174}, {'cluster_no': -1, 'count': 207}]"
100,None,11,0.0,6,222,0.5050813555523533,"[{'cluster_no': 1, 'count': 39}, {'cluster_no': 0, 'count': 45}, {'cluster_no': 3, 'count': 47}, {'cluster_no': 4, 'count': 65}, {'cluster_no': 2, 'count': 166}, {'cluster_no': -1, 'count': 222}]"
100,None,12,0.0,6,232,0.5219832470740954,"[{'cluster_no': 1, 'count': 40}, {'cluster_no': 0, 'count': 43}, {'cluster_no': 3, 'count': 48}, {'cluster_no': 4, 'count': 62}, {'cluster_no': 2, 'count': 159}, {'cluster_no': -1, 'count': 232}]"
100,None,13,0.0,6,249,0.5463082736863881,"[{'cluster_no': 0, 'count': 40}, {'cluster_no': 1, 'count': 43}, {'cluster_no': 3, 'count': 47}, {'cluster_no': 4, 'count': 53}, {'cluster_no': 2, 'count': 152}, {'cluster_no': -1, 'count': 249}]"
100,None,14,0.0,6,263,0.56616311495085,"[{'cluster_no': 0, 'count': 38}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 3, 'count': 46}, {'cluster_no': 4, 'count': 54}, {'cluster_no': 2, 'count': 143}, {'cluster_no': -1, 'count': 263}]"
100,None,15,0.0,6,248,0.6197001434199069,"[{'cluster_no': 1, 'count': 40}, {'cluster_no': 0, 'count': 42}, {'cluster_no': 3, 'count': 48}, {'cluster_no': 4, 'count': 67}, {'cluster_no': 2, 'count': 139}, {'cluster_no': -1, 'count': 248}]"
100,1,5,0.0,40,168,0.3308918245910445,"[{'cluster_no': 8, 'count': 5}, {'cluster_no': 11, 'count': 5}, {'cluster_no': 17, 'count': 5}, {'cluster_no': 25, 'count': 5}, {'cluster_no': 27, 'count': 5}, {'cluster_no': 31, 'count': 5}, {'cluster_no': 35, 'count': 5}, {'cluster_no': 38, 'count': 5}, {'cluster_no': 4, 'count': 6}, {'cluster_no': 5, 'count': 6}, {'cluster_no': 7, 'count': 6}, {'cluster_no': 9, 'count': 6}, {'cluster_no': 13, 'count': 6}, {'cluster_no': 19, 'count': 6}, {'cluster_no': 22, 'count': 6}, {'cluster_no': 26, 'count': 6}, {'cluster_no': 32, 'count': 6}, {'cluster_no': 33, 'count': 6}, {'cluster_no': 12, 'count': 7}, {'cluster_no': 15, 'count': 7}, {'cluster_no': 14, 'count': 8}, {'cluster_no': 21, 'count': 8}, {'cluster_no': 29, 'count': 8}, {'cluster_no': 30, 'count': 8}, {'cluster_no': 10, 'count': 9}, {'cluster_no': 28, 'count': 9}, {'cluster_no': 34, 'count': 9}, {'cluster_no': 36, 'count': 9}, {'cluster_no': 0, 'count': 10}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 16, 'count': 10}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 23, 'count': 13}, {'cluster_no': 24, 'count': 15}, {'cluster_no': 37, 'count': 15}, {'cluster_no': 18, 'count': 17}, {'cluster_no': 2, 'count': 29}, {'cluster_no': 20, 'count': 92}, {'cluster_no': -1, 'count': 168}]"
