dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
15,None,5,0.0,17,288,0.6311164884931735,"[{'cluster_no': 3, 'count': 5}, {'cluster_no': 9, 'count': 5}, {'cluster_no': 13, 'count': 5}, {'cluster_no': 0, 'count': 6}, {'cluster_no': 12, 'count': 6}, {'cluster_no': 1, 'count': 11}, {'cluster_no': 11, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 7, 'count': 15}, {'cluster_no': 10, 'count': 20}, {'cluster_no': 14, 'count': 20}, {'cluster_no': 2, 'count': 21}, {'cluster_no': 15, 'count': 30}, {'cluster_no': 4, 'count': 37}, {'cluster_no': 8, 'count': 43}, {'cluster_no': 6, 'count': 53}, {'cluster_no': -1, 'count': 288}]"
15,None,6,0.0,16,302,0.6278106852041594,"[{'cluster_no': 0, 'count': 6}, {'cluster_no': 4, 'count': 6}, {'cluster_no': 11, 'count': 7}, {'cluster_no': 14, 'count': 7}, {'cluster_no': 6, 'count': 8}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 10, 'count': 9}, {'cluster_no': 12, 'count': 15}, {'cluster_no': 13, 'count': 16}, {'cluster_no': 5, 'count': 17}, {'cluster_no': 9, 'count': 18}, {'cluster_no': 3, 'count': 21}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 8, 'count': 51}, {'cluster_no': 7, 'count': 55}, {'cluster_no': -1, 'count': 302}]"
15,None,7,0.0,12,298,0.6491417589759837,"[{'cluster_no': 8, 'count': 7}, {'cluster_no': 6, 'count': 8}, {'cluster_no': 0, 'count': 9}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 10, 'count': 15}, {'cluster_no': 3, 'count': 16}, {'cluster_no': 2, 'count': 38}, {'cluster_no': 5, 'count': 41}, {'cluster_no': 1, 'count': 45}, {'cluster_no': 7, 'count': 45}, {'cluster_no': 4, 'count': 53}, {'cluster_no': -1, 'count': 298}]"
15,None,8,0.0,8,221,0.5890694598301272,"[{'cluster_no': 0, 'count': 8}, {'cluster_no': 4, 'count': 15}, {'cluster_no': 3, 'count': 35}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 6, 'count': 41}, {'cluster_no': 5, 'count': 51}, {'cluster_no': 2, 'count': 177}, {'cluster_no': -1, 'count': 221}]"
15,None,9,0.0,8,263,0.5459609784551994,"[{'cluster_no': 3, 'count': 9}, {'cluster_no': 2, 'count': 14}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 6, 'count': 37}, {'cluster_no': 0, 'count': 41}, {'cluster_no': 5, 'count': 52}, {'cluster_no': 4, 'count': 136}, {'cluster_no': -1, 'count': 263}]"
15,None,10,0.0,7,240,0.6176193835200267,"[{'cluster_no': 3, 'count': 14}, {'cluster_no': 5, 'count': 35}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 0, 'count': 43}, {'cluster_no': 4, 'count': 54}, {'cluster_no': 2, 'count': 166}, {'cluster_no': -1, 'count': 240}]"
15,None,11,0.0,7,248,0.632115296774473,"[{'cluster_no': 3, 'count': 14}, {'cluster_no': 5, 'count': 31}, {'cluster_no': 0, 'count': 41}, {'cluster_no': 1, 'count': 43}, {'cluster_no': 4, 'count': 51}, {'cluster_no': 2, 'count': 160}, {'cluster_no': -1, 'count': 248}]"
15,None,12,0.0,5,182,0.5303711175028738,"[{'cluster_no': 0, 'count': 42}, {'cluster_no': 1, 'count': 43}, {'cluster_no': 2, 'count': 137}, {'cluster_no': -1, 'count': 182}, {'cluster_no': 3, 'count': 184}]"
15,None,13,0.0,5,183,0.5276175913796814,"[{'cluster_no': 1, 'count': 41}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 2, 'count': 141}, {'cluster_no': 3, 'count': 179}, {'cluster_no': -1, 'count': 183}]"
15,None,14,0.0,5,176,0.5305801490859678,"[{'cluster_no': 3, 'count': 36}, {'cluster_no': 0, 'count': 45}, {'cluster_no': 2, 'count': 143}, {'cluster_no': -1, 'count': 176}, {'cluster_no': 1, 'count': 188}]"
15,None,15,0.0,5,184,0.529384004125466,"[{'cluster_no': 3, 'count': 31}, {'cluster_no': 0, 'count': 46}, {'cluster_no': 2, 'count': 141}, {'cluster_no': -1, 'count': 184}, {'cluster_no': 1, 'count': 186}]"
15,1,5,0.0,43,167,0.4729149526929871,"[{'cluster_no': 2, 'count': 5}, {'cluster_no': 9, 'count': 5}, {'cluster_no': 12, 'count': 5}, {'cluster_no': 17, 'count': 5}, {'cluster_no': 27, 'count': 5}, {'cluster_no': 28, 'count': 5}, {'cluster_no': 34, 'count': 5}, {'cluster_no': 4, 'count': 6}, {'cluster_no': 16, 'count': 6}, {'cluster_no': 18, 'count': 6}, {'cluster_no': 21, 'count': 6}, {'cluster_no': 24, 'count': 6}, {'cluster_no': 40, 'count': 6}, {'cluster_no': 3, 'count': 7}, {'cluster_no': 5, 'count': 7}, {'cluster_no': 8, 'count': 7}, {'cluster_no': 32, 'count': 7}, {'cluster_no': 14, 'count': 8}, {'cluster_no': 33, 'count': 8}, {'cluster_no': 36, 'count': 8}, {'cluster_no': 37, 'count': 8}, {'cluster_no': 11, 'count': 9}, {'cluster_no': 31, 'count': 9}, {'cluster_no': 39, 'count': 9}, {'cluster_no': 23, 'count': 10}, {'cluster_no': 25, 'count': 10}, {'cluster_no': 35, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 11}, {'cluster_no': 15, 'count': 11}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 13, 'count': 12}, {'cluster_no': 20, 'count': 12}, {'cluster_no': 41, 'count': 12}, {'cluster_no': 6, 'count': 13}, {'cluster_no': 29, 'count': 13}, {'cluster_no': 38, 'count': 14}, {'cluster_no': 7, 'count': 16}, {'cluster_no': 22, 'count': 16}, {'cluster_no': 30, 'count': 17}, {'cluster_no': 19, 'count': 20}, {'cluster_no': 26, 'count': 43}, {'cluster_no': -1, 'count': 167}]"
15,1,6,0.0,30,150,0.46586804590786884,"[{'cluster_no': 3, 'count': 6}, {'cluster_no': 12, 'count': 6}, {'cluster_no': 14, 'count': 6}, {'cluster_no': 16, 'count': 6}, {'cluster_no': 17, 'count': 6}, {'cluster_no': 2, 'count': 7}, {'cluster_no': 4, 'count': 7}, {'cluster_no': 8, 'count': 7}, {'cluster_no': 24, 'count': 7}, {'cluster_no': 26, 'count': 8}, {'cluster_no': 27, 'count': 8}, {'cluster_no': 9, 'count': 9}, {'cluster_no': 22, 'count': 9}, {'cluster_no': 18, 'count': 10}, {'cluster_no': 25, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 11}, {'cluster_no': 11, 'count': 11}, {'cluster_no': 15, 'count': 12}, {'cluster_no': 5, 'count': 13}, {'cluster_no': 19, 'count': 13}, {'cluster_no': 21, 'count': 13}, {'cluster_no': 28, 'count': 14}, {'cluster_no': 7, 'count': 16}, {'cluster_no': 20, 'count': 17}, {'cluster_no': 23, 'count': 43}, {'cluster_no': 6, 'count': 45}, {'cluster_no': 13, 'count': 52}, {'cluster_no': 10, 'count': 55}, {'cluster_no': -1, 'count': 150}]"
15,1,7,0.0,22,133,0.44774209889203614,"[{'cluster_no': 2, 'count': 7}, {'cluster_no': 3, 'count': 7}, {'cluster_no': 7, 'count': 7}, {'cluster_no': 18, 'count': 7}, {'cluster_no': 19, 'count': 8}, {'cluster_no': 9, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 11}, {'cluster_no': 4, 'count': 13}, {'cluster_no': 15, 'count': 13}, {'cluster_no': 20, 'count': 14}, {'cluster_no': 6, 'count': 16}, {'cluster_no': 13, 'count': 19}, {'cluster_no': 11, 'count': 20}, {'cluster_no': 8, 'count': 21}, {'cluster_no': 17, 'count': 43}, {'cluster_no': 5, 'count': 45}, {'cluster_no': 12, 'count': 52}, {'cluster_no': 10, 'count': 55}, {'cluster_no': 14, 'count': 68}, {'cluster_no': -1, 'count': 133}]"
