dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
10,None,5,0.0,15,273,0.6315969197414443,"[{'cluster_no': 1, 'count': 5}, {'cluster_no': 3, 'count': 6}, {'cluster_no': 5, 'count': 6}, {'cluster_no': 9, 'count': 9}, {'cluster_no': 4, 'count': 11}, {'cluster_no': 8, 'count': 12}, {'cluster_no': 11, 'count': 17}, {'cluster_no': 2, 'count': 18}, {'cluster_no': 10, 'count': 18}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 13, 'count': 25}, {'cluster_no': 12, 'count': 47}, {'cluster_no': 0, 'count': 51}, {'cluster_no': 7, 'count': 71}, {'cluster_no': -1, 'count': 273}]"
10,None,6,0.0,12,273,0.581277388101696,"[{'cluster_no': 2, 'count': 6}, {'cluster_no': 5, 'count': 8}, {'cluster_no': 3, 'count': 11}, {'cluster_no': 10, 'count': 11}, {'cluster_no': 1, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 8, 'count': 27}, {'cluster_no': 7, 'count': 47}, {'cluster_no': 0, 'count': 49}, {'cluster_no': 6, 'count': 50}, {'cluster_no': 9, 'count': 61}, {'cluster_no': -1, 'count': 273}]"
10,None,7,0.0,8,178,0.5577877122063171,"[{'cluster_no': 3, 'count': 7}, {'cluster_no': 6, 'count': 22}, {'cluster_no': 5, 'count': 32}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 4, 'count': 54}, {'cluster_no': -1, 'count': 178}, {'cluster_no': 2, 'count': 203}]"
10,None,8,0.0,8,185,0.5705890056269697,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 4, 'count': 17}, {'cluster_no': 6, 'count': 39}, {'cluster_no': 2, 'count': 43}, {'cluster_no': 0, 'count': 45}, {'cluster_no': 5, 'count': 54}, {'cluster_no': -1, 'count': 185}, {'cluster_no': 1, 'count': 197}]"
10,None,9,0.0,7,218,0.59744484842596,"[{'cluster_no': 3, 'count': 15}, {'cluster_no': 5, 'count': 33}, {'cluster_no': 2, 'count': 35}, {'cluster_no': 0, 'count': 40}, {'cluster_no': 4, 'count': 53}, {'cluster_no': 1, 'count': 194}, {'cluster_no': -1, 'count': 218}]"
10,None,10,0.0,5,139,0.4737848509058114,"[{'cluster_no': 1, 'count': 37}, {'cluster_no': 0, 'count': 48}, {'cluster_no': -1, 'count': 139}, {'cluster_no': 2, 'count': 161}, {'cluster_no': 3, 'count': 203}]"
10,None,11,0.0,5,137,0.46403031552181556,"[{'cluster_no': 0, 'count': 38}, {'cluster_no': 1, 'count': 47}, {'cluster_no': -1, 'count': 137}, {'cluster_no': 2, 'count': 166}, {'cluster_no': 3, 'count': 200}]"
10,None,12,0.0,5,144,0.48236862698730587,"[{'cluster_no': 1, 'count': 38}, {'cluster_no': 3, 'count': 46}, {'cluster_no': -1, 'count': 144}, {'cluster_no': 2, 'count': 155}, {'cluster_no': 0, 'count': 205}]"
10,None,13,0.0,5,161,0.48507443837165803,"[{'cluster_no': 0, 'count': 38}, {'cluster_no': 3, 'count': 43}, {'cluster_no': 2, 'count': 151}, {'cluster_no': -1, 'count': 161}, {'cluster_no': 1, 'count': 195}]"
10,None,14,0.0,5,167,0.4837109362529356,"[{'cluster_no': 3, 'count': 31}, {'cluster_no': 1, 'count': 44}, {'cluster_no': 2, 'count': 148}, {'cluster_no': -1, 'count': 167}, {'cluster_no': 0, 'count': 198}]"
10,None,15,0.0,5,154,0.48911846160353406,"[{'cluster_no': 1, 'count': 35}, {'cluster_no': 3, 'count': 44}, {'cluster_no': 2, 'count': 149}, {'cluster_no': -1, 'count': 154}, {'cluster_no': 0, 'count': 206}]"
