dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
500,None,5,0.0,18,279,0.5168471234034454,"[{'cluster_no': 1, 'count': 5}, {'cluster_no': 5, 'count': 5}, {'cluster_no': 13, 'count': 5}, {'cluster_no': 8, 'count': 6}, {'cluster_no': 3, 'count': 7}, {'cluster_no': 9, 'count': 7}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 18}, {'cluster_no': 11, 'count': 21}, {'cluster_no': 2, 'count': 24}, {'cluster_no': 6, 'count': 24}, {'cluster_no': 15, 'count': 30}, {'cluster_no': 14, 'count': 34}, {'cluster_no': 4, 'count': 39}, {'cluster_no': 12, 'count': 54}, {'cluster_no': -1, 'count': 279}]"
500,None,6,0.0,15,310,0.5224937764632359,"[{'cluster_no': 6, 'count': 6}, {'cluster_no': 8, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 13, 'count': 9}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 16}, {'cluster_no': 9, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 1, 'count': 25}, {'cluster_no': 11, 'count': 28}, {'cluster_no': 12, 'count': 33}, {'cluster_no': 3, 'count': 34}, {'cluster_no': 7, 'count': 53}, {'cluster_no': -1, 'count': 310}]"
500,None,7,0.0,11,274,0.6810095929483606,"[{'cluster_no': 3, 'count': 9}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 9, 'count': 15}, {'cluster_no': 8, 'count': 16}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 7, 'count': 33}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 1, 'count': 43}, {'cluster_no': 6, 'count': 48}, {'cluster_no': 5, 'count': 78}, {'cluster_no': -1, 'count': 274}]"
500,None,8,0.0,12,345,0.7509495464857914,"[{'cluster_no': 4, 'count': 8}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 9, 'count': 14}, {'cluster_no': 3, 'count': 15}, {'cluster_no': 10, 'count': 15}, {'cluster_no': 5, 'count': 16}, {'cluster_no': 6, 'count': 17}, {'cluster_no': 8, 'count': 29}, {'cluster_no': 2, 'count': 35}, {'cluster_no': 1, 'count': 39}, {'cluster_no': 7, 'count': 44}, {'cluster_no': -1, 'count': 345}]"
500,None,9,0.0,9,278,0.508560236729261,"[{'cluster_no': 1, 'count': 11}, {'cluster_no': 4, 'count': 16}, {'cluster_no': 6, 'count': 17}, {'cluster_no': 7, 'count': 21}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 5, 'count': 66}, {'cluster_no': 3, 'count': 98}, {'cluster_no': -1, 'count': 278}]"
500,None,10,0.0,9,274,0.5903523002139183,"[{'cluster_no': 2, 'count': 11}, {'cluster_no': 4, 'count': 17}, {'cluster_no': 6, 'count': 18}, {'cluster_no': 7, 'count': 22}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 0, 'count': 45}, {'cluster_no': 5, 'count': 63}, {'cluster_no': 3, 'count': 98}, {'cluster_no': -1, 'count': 274}]"
500,None,11,0.0,7,214,0.567641472109324,"[{'cluster_no': 3, 'count': 20}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 5, 'count': 38}, {'cluster_no': 0, 'count': 43}, {'cluster_no': 4, 'count': 49}, {'cluster_no': 2, 'count': 189}, {'cluster_no': -1, 'count': 214}]"
500,None,12,0.0,7,200,0.5815370230415082,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 5, 'count': 36}, {'cluster_no': 1, 'count': 41}, {'cluster_no': 0, 'count': 47}, {'cluster_no': 4, 'count': 53}, {'cluster_no': 2, 'count': 193}, {'cluster_no': -1, 'count': 200}]"
500,None,13,0.0,7,200,0.571197987668042,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 5, 'count': 37}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 0, 'count': 46}, {'cluster_no': 4, 'count': 53}, {'cluster_no': 2, 'count': 196}, {'cluster_no': -1, 'count': 200}]"
500,None,14,0.0,7,217,0.5746375142200626,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 34}, {'cluster_no': 1, 'count': 38}, {'cluster_no': 0, 'count': 46}, {'cluster_no': 4, 'count': 52}, {'cluster_no': 2, 'count': 184}, {'cluster_no': -1, 'count': 217}]"
