dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
150,None,5,0.0,12,205,0.5117561991491807,"[{'cluster_no': 7, 'count': 5}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 4, 'count': 9}, {'cluster_no': 5, 'count': 10}, {'cluster_no': 6, 'count': 13}, {'cluster_no': 3, 'count': 14}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 10, 'count': 33}, {'cluster_no': 9, 'count': 47}, {'cluster_no': 0, 'count': 48}, {'cluster_no': 1, 'count': 172}, {'cluster_no': -1, 'count': 205}]"
150,None,6,0.0,10,195,0.5081330871199351,"[{'cluster_no': 5, 'count': 8}, {'cluster_no': 4, 'count': 9}, {'cluster_no': 1, 'count': 15}, {'cluster_no': 6, 'count': 17}, {'cluster_no': 8, 'count': 36}, {'cluster_no': 3, 'count': 40}, {'cluster_no': 0, 'count': 47}, {'cluster_no': 7, 'count': 49}, {'cluster_no': 2, 'count': 168}, {'cluster_no': -1, 'count': 195}]"
150,None,7,0.0,9,218,0.5088599117321804,"[{'cluster_no': 4, 'count': 8}, {'cluster_no': 2, 'count': 12}, {'cluster_no': 5, 'count': 17}, {'cluster_no': 7, 'count': 33}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 0, 'count': 48}, {'cluster_no': 6, 'count': 48}, {'cluster_no': 3, 'count': 160}, {'cluster_no': -1, 'count': 218}]"
150,None,8,0.0,9,258,0.688342839663752,"[{'cluster_no': 2, 'count': 13}, {'cluster_no': 3, 'count': 17}, {'cluster_no': 7, 'count': 33}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 0, 'count': 46}, {'cluster_no': 6, 'count': 48}, {'cluster_no': 4, 'count': 53}, {'cluster_no': 5, 'count': 76}, {'cluster_no': -1, 'count': 258}]"
150,None,9,0.0,9,264,0.7048400008965838,"[{'cluster_no': 2, 'count': 12}, {'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 34}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 1, 'count': 44}, {'cluster_no': 4, 'count': 50}, {'cluster_no': 6, 'count': 52}, {'cluster_no': 7, 'count': 67}, {'cluster_no': -1, 'count': 264}]"
150,None,10,0.0,9,261,0.7052502896481877,"[{'cluster_no': 5, 'count': 13}, {'cluster_no': 2, 'count': 17}, {'cluster_no': 4, 'count': 35}, {'cluster_no': 1, 'count': 43}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 3, 'count': 51}, {'cluster_no': 6, 'count': 55}, {'cluster_no': 7, 'count': 65}, {'cluster_no': -1, 'count': 261}]"
150,None,11,0.0,9,267,0.7107421580696228,"[{'cluster_no': 5, 'count': 11}, {'cluster_no': 2, 'count': 16}, {'cluster_no': 4, 'count': 39}, {'cluster_no': 1, 'count': 44}, {'cluster_no': 0, 'count': 47}, {'cluster_no': 3, 'count': 53}, {'cluster_no': 6, 'count': 53}, {'cluster_no': 7, 'count': 54}, {'cluster_no': -1, 'count': 267}]"
150,None,12,0.0,7,226,0.5923233775191663,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 34}, {'cluster_no': 1, 'count': 41}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 4, 'count': 49}, {'cluster_no': 2, 'count': 171}, {'cluster_no': -1, 'count': 226}]"
150,None,13,0.0,7,239,0.605733457771944,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 34}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 0, 'count': 42}, {'cluster_no': 4, 'count': 47}, {'cluster_no': 2, 'count': 163}, {'cluster_no': -1, 'count': 239}]"
150,None,14,0.0,8,309,0.788420853537898,"[{'cluster_no': 2, 'count': 18}, {'cluster_no': 4, 'count': 32}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 0, 'count': 45}, {'cluster_no': 3, 'count': 45}, {'cluster_no': 6, 'count': 49}, {'cluster_no': 5, 'count': 51}, {'cluster_no': -1, 'count': 309}]"
