,parent,child,lambda_val,child_size
0,235,49,278.7422286464304,1
1,235,41,279.6622159990665,1
2,235,1,280.0824026310078,1
3,235,45,285.76419690001705,1
4,235,163,287.7985418989622,1
5,235,70,289.1676175046106,1
6,235,61,291.65086484137333,1
7,235,27,291.7979685543342,1
8,235,119,297.4419998227107,1
9,235,137,298.8832950314432,1
10,235,46,300.5269229391323,1
11,235,98,314.5924620288768,1
12,235,62,322.0751377397247,1
13,235,188,325.0894434971322,1
14,235,120,327.4817200523121,1
15,235,139,335.36992763762845,1
16,235,31,338.81045276465125,1
17,235,20,339.29008251092057,1
18,235,12,344.88377256095055,1
19,235,196,346.72265851037446,1
20,235,22,348.96553445514485,1
21,235,14,351.2743870521974,1
22,235,92,351.29645295029104,1
23,235,21,360.784826459077,1
24,235,206,360.94006282001635,1
25,235,75,362.6016555361041,1
26,235,193,369.1194226876705,1
27,235,234,373.84887581611963,1
28,235,115,375.6401495645165,1
29,235,102,377.1262616045137,1
30,235,3,377.3637733642232,1
31,235,28,381.91663821165974,1
32,235,155,382.16022414068016,1
33,235,13,382.23858561924726,1
34,235,48,382.50874353069923,1
35,235,105,384.9927945293497,1
36,235,103,386.64306784660766,1
37,235,233,390.37662005258625,1
38,235,177,401.5224966494352,1
39,235,76,404.3189781901434,1
40,235,110,404.66029908345394,1
41,235,86,405.0413075493107,1
42,235,54,406.602103630459,1
43,235,65,406.79928228504923,1
44,235,24,408.7119296450583,1
45,235,223,408.7915986452572,1
46,235,30,409.1205618415919,1
47,235,100,410.160766673186,1
48,235,15,413.50691346461934,1
49,235,87,419.38846115388463,1
50,235,228,421.7924376508447,1
51,235,4,428.2742635421453,1
52,235,66,428.7448825739184,1
53,235,99,430.0747500640861,1
54,235,131,433.5646061608435,1
55,235,201,436.9977078558033,1
56,235,128,437.1799041067334,1
57,235,175,437.4192673706166,1
58,235,144,439.07919392829103,1
59,235,25,441.36630537724926,1
60,235,200,443.1382989963022,1
61,235,230,446.3925074499787,1
62,235,143,449.7551403372383,1
63,235,47,452.459978425027,1
64,235,132,457.25698400152623,1
65,235,84,458.0059512434823,1
66,235,43,458.8954048140044,1
67,235,129,459.83872824448406,1
68,235,0,465.5811294574719,1
69,235,96,468.55878902977156,1
70,235,26,471.8267619101187,1
71,235,29,476.57129871605497,1
72,235,126,478.8428233010817,1
73,235,77,479.11631493274695,1
74,235,211,480.04852785487424,1
75,235,6,480.07600080121324,1
76,235,19,480.4196781398545,1
77,235,208,481.3431645388036,1
78,235,197,482.11776200465533,1
79,235,161,483.56293414036605,1
80,235,160,484.5685238136499,1
81,235,136,487.8090309074521,1
82,235,218,488.10706388921216,1
83,235,207,488.60459562570986,1
84,235,89,491.2081979212414,1
85,235,16,491.8850709510965,1
86,235,67,492.6650613731133,1
