Group,score,NumPhrases,Key-phrases,NumDocs,DocIds
1,0.9186056256,25,"['neural network', 'machine learning', 'Natural Language Processing', 'machine learning approach', 'deep neural network', 'Long Short Term Memory', 'saliency map', 'class classification accuracy', 'Deep learning', 'convolutional denoising autoencoders', 'sensitive attribute', 'deep learning algorithms', 'artificial neural network', 'fuzzy set theory', 'signal frequency unification', 'feature selection', 'neural network annotation', 'trained object detection', 'Spatial network', 'deep convolutional variational autoencoders', 'unsupervised learning technique', 'effective machine learning method', 'soundscape recognition', 'decision tree', 'speech recognition system']",18,"[47, 67, 75, 76, 98, 103, 143, 151, 152, 174, 297, 354, 377, 381, 385, 390, 541, 583]"
2,0.5178466154,12,"['IoT and WSNs', 'parkour training spot detector', 'micromobility vehicle', 'low resolution sensor', 'wireless sensor', 'groundbreaking service and sensor', 'technique and smartphone', 'physiological and environmental sensor', 'physiological sensor data recording', 'automatic wearable fall detection system', 'single triaxial accelerometer', 'wearable device data']",9,"[76, 98, 143, 151, 152, 354, 381, 532, 541]"
3,0.4621617001,44,"['crime hotspot distribution map', 'city floor plan', 'Spatial crime simulation', 'GIS layer', 'crime prediction', 'individual agent level', 'public consultation', 'urban infrastructure category', 'Smart city', 'mental pollution', 'urban design and exercise video game', 'street level photographs', 'real estate market', 'spatial dynamic model', 'smart city logistics', 'sustainable urban governance network', 'smart sustainable city governance', 'big data application', 'urban prediction problem', 'smart city application', 'big data analysis process', 'traffic congestion', 'urban planning', 'Crowd analysis', 'collusion occurrence probability', 'road construction sector', 'future tender procedure', 'urban environment', 'participant arousal', 'urban road traffic image', 'security and pollution', 'intrusive traffic monitoring', 'urban structure', 'generative urban network output', 'crime forecasting', 'prototype Management Information System', 'public and judicial administration', 'environmental data and support decision', 'urban area', 'smart city initiative', ""Singaporean child's wellbeing"", 'car warning', 'elderly people', 'urban planning and noise annoyance assessment']",19,"[47, 67, 75, 76, 98, 103, 151, 152, 174, 297, 354, 377, 381, 385, 390, 487, 532, 541, 583]"
4,-0.3453867125,17,"['security planning', 'untrained Philadelphia data', 'hierarchy chart', 'shared', 'healthcare application', 'Pokémon Go', 'hedonic modeling and machine learning', 'overall power consumption', 'uncooled long wave', 'Volkswagen Group China', 'survey data', 'heterogeneous datasets', 'accident risk', 'energy consumption', 'crowd density estimation', 'user experience design experiment', 'acoustic environment']",13,"[47, 75, 76, 98, 103, 143, 151, 152, 174, 297, 354, 532, 583]"
