Group,score,NumPhrases,Key-phrases,NumDocs,DocIds
1,0.876532135,46,"['nearby crime and violence', 'housing unit', 'urban environment', 'German residential area', 'urban planning and land readjustment policy', 'OpenStreetMap data', 'urban morphological difference', 'urban environment influence stress', 'urban transport planning', 'relevant socioeconomic variable', 'complex urban environment', 'building structure', 'landscape and climate variable', 'Metropolitan Manila', 'city pattern image', 'researcher and city developer', 'urban and smart city development', 'sustainable urbanisation strategy', 'geospatial simulation framework', 'urban area', 'urban planning', 'intercity corporate network', 'City factor', 'urban waterlogging', 'sustainable city leverage datadriven planning technology', 'sustainable urban development and Internet', 'urban planning and climate resilience', 'spatial plan', 'climate pressure', 'regional policy evaluation study', 'geographical space and territory', 'inner area strategy', 'water and basin governance', 'nexus governance debate', 'greenway planning', 'sourced urban data and machine learning algorithms', 'classical urban design theory', 'geographical information system', 'typical urban coverage condition', 'urban planning and management', 'graffiti and restaurant', 'connectedness and scale', 'architect and designer', 'urban planning authority', 'comprehensive urban soundscape evaluation', 'urban planning and crowd surveillance']",28,"[1, 12, 21, 33, 36, 53, 56, 58, 61, 68, 88, 109, 112, 121, 150, 166, 173, 199, 205, 246, 250, 369, 386, 399, 414, 564, 568, 580]"
2,0.7188190088,73,"['Machine learning model', 'Unmanned Aircraft Systems', 'flow', 'Principal component analysis', 'support vector regression', 'demand matrix', 'Decision Tree', 'popular ML algorithms', 'random forest algorithm', 'conventional statistical modeling approach', 'machine learning technique', 'density estimation', 'LSTM SAE', 'Deep Learning', 'random forest', 'synthetic minority', 'interpolation method', 'DT and AdaBoost', 'supervised archetype classification', 'intelligent decision support system', 'agglomerative clustering', 'naïve Bayes classifier', 'criteria nature', 'random forest MLA', 'scenario simulation', 'recurrent neural network', 'urgent challenge', 'Machine learning', 'standardized and open ML pipeline', 'Human Computer Interaction', 'mobile application', 'reference framework', 'Things sensor', 'Support Systems', 'understanding research priority', 'smart specialization', 'knowledge spillover', 'mathematical fusion model', 'KNN algorithm', 'creative computing approach', 'intrusion detection method', 'ensemble learning approach', 'Support vector machine SVM', 'hot spot analysis', 'motor vehicle', 'Proper Orthogonal Decomposition', 'order modelling', 'AI system', 'military operation', 'deep reinforcement learning', 'constructive preference elicitation task', 'design preference', 'short time analysis', 'several processing system', 'speaker', 'SVM model', 'Sequential Minimal Optimization', 'personality classification method', 'Intelligent Tutoring Systems', 'Naive Bayes', 'chat conversation', 'natural language processing approach', 'image descriptor', 'conventional counting', 'personality classification task', 'novel natural language processing component', 'Naïve Bayes', 'serious game', 'party collaborative chat', 'novel computational linguistics method', 'player and mentor', 'online educational game', 'conversational demand']",31,"[1, 12, 33, 36, 53, 56, 58, 61, 64, 68, 88, 109, 112, 121, 148, 150, 166, 173, 246, 250, 332, 369, 386, 399, 414, 558, 564, 566, 568, 580, 581]"
3,-0.0601876635,43,"['ethnic heterogeneity and employment', 'spatial lag term', 'Unanticipated wind gust', 'Large Eddy Simulation', 'spatial analysis and machine learning', 'self organising map', 'active ageing', 'visual element', 'expensive and laborious traffic count', 'structure and material', 'mosquito occurrence', 'latent manifold', 'air pollution quality prediction', 'human environment', 'Electricity theft', 'neighbourhood densification', 'big data', 'year microblogging data', 'effective mosquito control', 'citizen science data', 'cognitive city', 'Systematics Literature Review', 'cognitive smart city', 'big data application', 'social network analysis', 'systematic literature review', 'energy and food', 'destination accessibility', 'BeiDou and Galileo satellite navigation system', 'positioning accuracy', 'GNSS signal', 'Livelihood orientation', 'IoT service', 'false alarm rate', 'theft rate', 'unstructured mesh', 'Layout synthesis', 'furniture arrangement', 'urban sound recognition performance', 'audio descriptor', 'soundscape classification', 'crowd analysis benchmark datasets', 'intelligent transportation']",27,"[1, 12, 21, 33, 36, 53, 56, 58, 61, 64, 68, 109, 112, 121, 148, 150, 199, 205, 246, 250, 332, 369, 386, 414, 558, 564, 568]"
