Group,score,NumPhrases,Key-phrases,NumDocs,DocIds
1,0.6593651265,13,"['Urban Observatory Internet', 'service infrastructure', 'Smart City', 'Hyperledger Fabric blockchain', 'Edge Computing platform', 'smart IoT application', 'Ambient Intelligence', 'lora and IEEE', 'heterogeneous sensor network', 'centric urban heat monitoring framework', 'Smart Cities', 'smart meter', 'semantic framework']",11,"[243, 264, 291, 300, 387, 394, 432, 434, 451, 502, 527]"
2,0.6278618242,15,"['Intelligent transportation system', 'cooperative driving and road hazard warning', 'urban planning and future', 'urban governance', 'Urban planning', 'traffic system', 'urban data', 'real time traffic light detection', 'urban governance decision making', 'citizen profile', 'interactive traffic control system', 'vehicular data', 'Transportation and mobility', 'urban system', 'vehicle and traffic pattern detection']",10,"[145, 243, 264, 300, 387, 432, 434, 451, 502, 527]"
3,0.2444342679,26,"['machine learning', 'ITS application', 'data dashboard', 'lockdown policy', 'real time insight', 'bidirectional data sharing', 'supply dynamic', 'math programming', 'multimodal sensor data fusion', 'air quality monitoring', 'online gis and ann', 'different machine learning approach', 'secure transaction', 'unsupervised data mining technique', 'new data', 'large data set', 'graph autoencoders', 'air quality data mining', 'object recognition', 'future population distribution', 'big data', 'Bayesian Net technique', 'harvesting and preprocessing', 'mathematical model', 'water and energy', 'pollution detection']",12,"[145, 243, 264, 291, 300, 387, 394, 432, 434, 451, 502, 527]"
