Group,score,NumPhrases,Key-phrases,NumDocs,DocIds
1,0.8464569791000001,17,"['large street imagery data', 'landscape attribute', 'city planning', 'occupancy evaluation and guide redevelopment effort', 'Las Vegas Strip', 'urban public life', 'public space', 'city census information', 'architectural beauty', 'urban public space', 'urban and environmental variable', 'urban and social analysis', 'Urbanism and Architecture course', 'urban design', 'sized Brazilian city', 'urban space', 'urban design problem']",10,"[116, 177, 196, 341, 404, 416, 488, 492, 505, 533]"
2,0.7361853784,12,"['sociodemographic information', 'mobile technology and machine learning', 'accurate and useful data', 'popularity and sentiment', 'Machine learning model', 'recent machine learning', 'machine learning algorithms', 'personalized recommendation', 'PCA and K means clustering approach', 'interactive machine learning', 'multiple criteria optimization problem', 'randomized fitness measure']",9,"[116, 177, 196, 341, 404, 416, 492, 505, 533]"
3,0.0702141126,19,"['public space and decision', 'heterogeneous perception', 'Sonic environment', 'participatory method', 'Tripadvisor user', 'human perception', 'research and policy', 'discrete choice model', 'environment influence', 'Place Pulse dataset', 'urban sensory lab', 'qualitative and quantitative data', 'design thinking', 'emotional response', 'safety and pleasantness', 'redefinition and feature', 'planning and design process', 'Space Syntax theory', 'human design process']",10,"[116, 177, 196, 341, 404, 416, 488, 492, 505, 533]"
