Group,score,NumPhrases,Key-phrases,NumDocs,DocIds
1,0.9722766928000001,21,"['complex system and data science', 'UHI concept', 'machine learning model', 'machine learning method', 'mean absolute percentage error', 'metamodels', 'regression tree', 'decision tree', 'random forest regression', 'hierarchical clustering algorithm', 'regression analysis', 'particle swarm optimization', 'random forest method', 'Unified Model Local Data Assimilation', 'machine learning', 'UHI definition', 'analytical hierarchical process', 'neural network', 'CIOI prediction model', 'soft computing methodology', 'result ELM']",17,"[10, 62, 102, 178, 201, 228, 338, 371, 379, 421, 431, 453, 454, 495, 500, 512, 520]"
2,0.592149107,58,"['urban heat island', 'conventional urban environmental study', 'urban rural dichotomy', 'new Dynamic urban Thermal Exposure index', 'smartphone location data', 'foot traffic', 'heat', 'urban block carbon emission', 'BEF', 'urban configuration', 'heating', 'Mediterranean climate', 'EnergyPlus and Scikit', 'outdoor thermal comfort', 'energy engineering modeling', 'city design strategy', 'green sidewalk', 'Cold air path identification', 'urban planning', 'BRT modelling', 'important mitigation aspect', 'sustainable travel', 'environment determinant', 'metropolitan area', 'CO2 emission', 'urban thermal environment mitigation planning', 'floor area ratio', 'land surface temperature', 'physical urban form feature', 'urban geometric type and energy pattern', 'energy efficiency', 'block planning', 'agricultural afforestation area', 'smart city management', 'carbon sequestration potential', 'optimal zoning', 'urban heat island study', 'land parcel', 'physical and socioeconomic characteristic', 'city temperature prediction model', 'spatial decomposition capability', 'Korean peninsula', 'multispectral and spatial vector data', 'wide geospatial energy consumption', 'sustainable urban planning', 'geographic information system', 'power market design', 'wind direction', 'urban area', 'CFD simulation', 'microclimate', 'improved urban natural ventilation', 'CFD simulation result', 'indoor and outdoor wind environment', 'current building standard', 'thermal comfort prediction', 'open urban area', 'wind speed']",17,"[10, 62, 102, 178, 201, 228, 338, 371, 379, 421, 431, 453, 454, 495, 500, 512, 520]"
