Group,score,NumPhrases,Key-phrases,NumDocs,DocIds
1,0.7586908527,34,"['urban planning and disaster management', 'accurate and timely population count', 'city scale', 'urban land use classification', 'land cover', 'urban growth simulation model', 'ecological security', 'smart city', 'urban build up area', 'distribution map', 'land use classification', 'location semantics', 'land use scene image', 'population distribution mapping research', 'urban planning and management', 'land use data', 'Urbanization process', 'population spatialization', 'Beijing City', 'urban planning', 'essential urban land use category', 'accurate and refined map', 'Land cover classification', 'urban suitability index', 'urban expansion cell', 'slum area', 'monetary poverty', 'census data', 'effective urban policy', 'accurate land use', 'urban planning and precision agriculture', 'land cover type classification', 'effective contextual mapping feature', 'detailed urban mapping']",18,"[59, 78, 96, 130, 144, 186, 193, 212, 245, 251, 260, 282, 328, 368, 393, 427, 479, 559]"
2,0.7339416357,16,"['high spatial resolution imagery', 'high resolution National Agriculture Imagery Program imagery', 'SPOT6 satellite data', 'image prepos', 'Resnet50V2 and VGG19', 'nighttime light', 'Street view image', 'Visible Infrared Imaging Radiometer Suite', 'UAV image', 'spectral curve', 'SAR image', 'Hyperspectral image', 'spectral spatial HSI classification framework', 'quad pol SAR image classification', 'advanced earth observation system', 'high resolution RADARSAT 2 PolSAR data']",12,"[59, 78, 96, 144, 186, 193, 251, 282, 393, 427, 479, 559]"
3,0.6666639102,26,"['ensemble model', 'high dimensional feature', 'deep learning LU classification task', 'artificial fish swarm algorithm', 'cellular automaton', 'transfer learning', 'LCLU classification', 'weighted regression', 'deep learning network', 'random forest model', 'zonal modeling strategy', 'hybrid cellular automaton model coupling area partitioning', 'spatiotemporal neighborhood feature learning', 'artificial neural network', 'Random forest', 'EULUC seg', 'segmentation approach', 'image classification method', 'Cellular Automata', 'Accurate simulation and prediction', 'machine learning', 'LULC extraction', 'scale image segmentation optimization', 'PEN Net classifier', 'deep highway unit network', 'Deep Belief Networks']",17,"[78, 96, 130, 144, 186, 193, 212, 245, 251, 260, 282, 328, 368, 393, 427, 479, 559]"
4,-0.3436807496,9,"['contextual feature', 'other open big data', 'scientific community', 'large datasets', 'NTL dataset', 'precision agriculture', 'Analytical Hierarchy Process', 'nonlinear feature space', 'big data']",9,"[59, 78, 96, 144, 186, 282, 328, 427, 479]"
