Group,score,NumPhrases,Key-phrases,NumDocs,DocIds
1,0.9503092385,23,"['urban planning', 'urban planning conflict', 'North Eastern Chord', 'sustainable urban planning', 'relevant building stock', 'new open source transportation planning decision support system', 'urbanization and adoption', 'urban mobility landscape', 'smart city', 'urban design teaching application', 'Cambridge and innovation', 'thin globalization', 'Israel and Silicon Valley', 'urban and regional development process', 'map service', 'urban decision making', 'solar performance', 'smart city initiative', 'urban design problem', ""Artur Lugmayr's"", 'Integrated Tourism planning', 'urban area', 'urban design']",12,"[18, 85, 203, 242, 360, 419, 440, 457, 465, 540, 556, 586]"
2,0.7651886405,27,"['agents model', 'supervised learning method', 'Smart data', 'mathematical and neural network model', 'machine learning', 'machine learning competition', 'complex and intricate ANN model', 'complexity theory', 'brain', 'multidimensional interactivity', 'machine learning hyperparameter', 'statistical contourlet coefficient', 'enterprise agent intelligence design', 'word embedding', 'query engine', 'natural language', 'convolutional neural network', 'real time prediction', 'complex simulation', 'interactive machine learning', 'domain ontology', 'Information Extraction tool', 'Artificial Intelligence technique', 'CoMModO complex material modeling operation', 'genetic algorithm approach', 'dynamic phenomenon and quality defect', 'computer simulation']",11,"[18, 85, 203, 242, 360, 419, 457, 465, 540, 556, 586]"
3,0.0715025277,9,"['big data processing', 'social medium user', 'Research data', 'local height data', 'open government data', 'adaptive plan', 'big data', 'platform evolution', 'smart human food interaction']",7,"[18, 85, 203, 242, 419, 440, 540]"
