Group,score,NumPhrases,Key-phrases,NumDocs,DocIds
1,0.8746530459,54,"['residential infill development', 'rail transit accessibility', 'sustainable urban development', 'urban sprawl', 'urban planning', 'urban setting', 'Urban morphological feature extraction', 'urban design decision making', 'urban poverty', 'geographical cluster', 'urban place detection', 'Brooklyn neighborhood', 'urban space generation design method', 'traffic road network', 'intelligent urban planning decision making', ""urban form's modeling"", 'city feature extraction', 'urban hotel development scale', 'urban planning machine learning model', 'urban dweller', 'virtual urban planning model', 'urban job housing pattern', 'urban environment', 'usable floor area', 'residential status', 'residential segregation', 'barcelona', 'building level', 'open urban area', 'street functionality classification', 'urban planning and transportation management', 'urban planning and management', 'urban morphological research', 'university campus', 'landscape architecture system', 'urban ecosystem', 'French neighbourhood', 'local urban planning department', 'advertising construction', ""city's authority"", 'criteria spatial evaluation', 'walkability', 'Belo Horizonte', 'urban area', 'architectural color icon creation', 'landscape conservation', 'urban design', 'different urban structure type', 'current digital landscape model', 'location decision making', 'land use type', 'Beppu census ward', 'regional and urban planning', 'urban pattern and regularity']",30,"[7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 263, 270, 276, 286, 318, 397, 401, 402, 413, 513, 535, 577, 591]"
2,0.8242810808000001,62,"['random forest', 'deep learning method', 'Systematic Reviews and Meta Analyses', 'Structural equation modeling', 'marital status and income inequality', 'POI data source', 'schema standardisation', 'matching accuracy', 'deep learning approach', 'dimensional similarity analysis', 'machine learning approach', 'gray level cooccurrence matrix', 'racial data', 'outlier detection problem', 'deep learning algorithm', 'procedural logic', 'deep learning', 'transfer learning technique', 'machine learning algorithm', 'source city data', 'various trend view', 'Automation tool use machine learning classification model', 'SAR ground object classification', 'extreme learning machine classification algorithm', 'big data technology', 'socioeconomic data', 'automatic algorithm', 'BUFA estimation', 'ensemble machine learning building classification model', 'machine learning technique', 'Denoising Autoencoder', 'GDP contribution', 'traditional survey', 'word2vec model', 'literal similarity', 'convolutional autoencoder model', 'big data method', 'mobile edge streaming medium data processing', 'machine learning model', 'stram data', 'descriptive data', 'cognitive perception', 'uncertainty analysis', 'convolutional neural network', 'limited training data', 'random forests classifier', 'novel semantic model', 'Neighbor and Naïve Bayes', 'Neural Networks', 'machine learning', 'Tensorflow Segmentation', 'historical distribution', 'change detection', 'space syntax Theory', 'machine learning method Random Forests', 'unsupervised artificial neural network', 'appropriate attribute feature', 'scene classification', 'large dataset', 'scheme and kernel', 'methodological approach', 'knowledge conversion']",32,"[7, 15, 34, 43, 95, 99, 126, 147, 160, 163, 164, 180, 185, 197, 204, 219, 241, 262, 263, 270, 276, 286, 290, 318, 365, 397, 402, 413, 513, 535, 577, 591]"
3,0.4229381794,18,"['taxonomy mapping', 'plot shape', 'high resolution satellite imagery', 'central green axis', 'street view image', 'satellite image', 'historical site', 'Figure ground', 'image interpretation', 'geographic information system', 'deprivation mapping', 'high resolution satellite image', 'street view map', 'such sign', 'Google Map Platform', 'historical topographic map', 'GIS visualisation', 'BOSSA representation']",15,"[43, 95, 99, 147, 185, 204, 262, 270, 290, 318, 397, 402, 413, 535, 577]"
4,-0.4553400052,21,"['Address matching', 'Chinese author', 'prenatal care', 'air pollutant concentration', 'Jiangxia and Huangpi', 'urban data', 'several domain', 'colossal migration', 'multiple feature', 'sufficient neighborhood information', 'complete and detailed property information', 'footprint and label data', 'centrality measure', 'dense traffic network', 'protection and development', 'real estate search', 'spatial concept', 'mapping rooftop footprint', 'environmental evaluation', 'Natural Movement postulates', 'Urban Data Mining']",18,"[15, 34, 99, 160, 164, 180, 185, 197, 204, 241, 262, 263, 286, 290, 365, 401, 513, 591]"
