dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
500,None,5,0.0,15,212,0.4634657387690233,"[{'cluster_no': 1, 'count': 5}, {'cluster_no': 2, 'count': 5}, {'cluster_no': 7, 'count': 5}, {'cluster_no': 5, 'count': 6}, {'cluster_no': 9, 'count': 7}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 12}, {'cluster_no': 10, 'count': 13}, {'cluster_no': 12, 'count': 17}, {'cluster_no': 4, 'count': 22}, {'cluster_no': 13, 'count': 29}, {'cluster_no': 3, 'count': 44}, {'cluster_no': 11, 'count': 90}, {'cluster_no': 8, 'count': 106}, {'cluster_no': -1, 'count': 212}]"
500,None,6,0.0,9,209,0.5731959427912978,"[{'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 12}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 2, 'count': 46}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 6, 'count': 54}, {'cluster_no': 7, 'count': 85}, {'cluster_no': 4, 'count': 99}, {'cluster_no': -1, 'count': 209}]"
500,None,7,0.0,9,207,0.5423192692236692,"[{'cluster_no': 5, 'count': 8}, {'cluster_no': 0, 'count': 12}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 2, 'count': 42}, {'cluster_no': 1, 'count': 46}, {'cluster_no': 6, 'count': 55}, {'cluster_no': 7, 'count': 83}, {'cluster_no': 3, 'count': 107}, {'cluster_no': -1, 'count': 207}]"
500,None,8,0.0,9,228,0.5573037088165973,"[{'cluster_no': 3, 'count': 9}, {'cluster_no': 0, 'count': 10}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 1, 'count': 41}, {'cluster_no': 6, 'count': 51}, {'cluster_no': 7, 'count': 85}, {'cluster_no': 4, 'count': 102}, {'cluster_no': -1, 'count': 228}]"
500,None,9,0.0,9,214,0.5497231523568518,"[{'cluster_no': 3, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 1, 'count': 38}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 6, 'count': 53}, {'cluster_no': 7, 'count': 93}, {'cluster_no': 4, 'count': 104}, {'cluster_no': -1, 'count': 214}]"
500,None,10,0.0,7,234,0.6605997530093255,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 37}, {'cluster_no': 0, 'count': 45}, {'cluster_no': 4, 'count': 55}, {'cluster_no': 5, 'count': 90}, {'cluster_no': 2, 'count': 105}, {'cluster_no': -1, 'count': 234}]"
500,None,11,0.0,7,237,0.6781369365792171,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 0, 'count': 43}, {'cluster_no': 1, 'count': 45}, {'cluster_no': 4, 'count': 54}, {'cluster_no': 5, 'count': 86}, {'cluster_no': 2, 'count': 102}, {'cluster_no': -1, 'count': 237}]"
500,None,12,0.0,7,241,0.6592051128009865,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 1, 'count': 46}, {'cluster_no': 4, 'count': 53}, {'cluster_no': 5, 'count': 81}, {'cluster_no': 2, 'count': 101}, {'cluster_no': -1, 'count': 241}]"
500,None,13,0.0,6,216,0.5721966452687834,"[{'cluster_no': 1, 'count': 39}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 3, 'count': 54}, {'cluster_no': 4, 'count': 79}, {'cluster_no': 0, 'count': 156}, {'cluster_no': -1, 'count': 216}]"
500,None,14,0.0,5,143,0.4778445204798472,"[{'cluster_no': 0, 'count': 42}, {'cluster_no': 3, 'count': 42}, {'cluster_no': -1, 'count': 143}, {'cluster_no': 1, 'count': 159}, {'cluster_no': 2, 'count': 198}]"
