dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
5,None,5,0.0,14,221,0.6387304765976813,"[{'cluster_no': 10, 'count': 6}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 6, 'count': 10}, {'cluster_no': 11, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 15}, {'cluster_no': 12, 'count': 15}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 3, 'count': 28}, {'cluster_no': 8, 'count': 29}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 9, 'count': 52}, {'cluster_no': 1, 'count': 117}, {'cluster_no': -1, 'count': 221}]"
5,None,6,0.0,15,270,0.6696900383395189,"[{'cluster_no': 8, 'count': 9}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 9, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 11}, {'cluster_no': 2, 'count': 12}, {'cluster_no': 6, 'count': 12}, {'cluster_no': 10, 'count': 13}, {'cluster_no': 3, 'count': 21}, {'cluster_no': 11, 'count': 26}, {'cluster_no': 1, 'count': 38}, {'cluster_no': 13, 'count': 44}, {'cluster_no': 4, 'count': 47}, {'cluster_no': 12, 'count': 50}, {'cluster_no': -1, 'count': 270}]"
5,None,7,0.0,14,290,0.7301199347399735,"[{'cluster_no': 7, 'count': 9}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 11}, {'cluster_no': 8, 'count': 11}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 2, 'count': 13}, {'cluster_no': 6, 'count': 17}, {'cluster_no': 9, 'count': 24}, {'cluster_no': 12, 'count': 38}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 3, 'count': 49}, {'cluster_no': 11, 'count': 49}, {'cluster_no': -1, 'count': 290}]"
5,None,8,0.0,11,274,0.655544157867784,"[{'cluster_no': 3, 'count': 9}, {'cluster_no': 0, 'count': 10}, {'cluster_no': 7, 'count': 12}, {'cluster_no': 4, 'count': 22}, {'cluster_no': 6, 'count': 24}, {'cluster_no': 1, 'count': 40}, {'cluster_no': 9, 'count': 42}, {'cluster_no': 5, 'count': 45}, {'cluster_no': 8, 'count': 50}, {'cluster_no': 2, 'count': 56}, {'cluster_no': -1, 'count': 274}]"
5,None,9,0.0,10,297,0.6937485110347038,"[{'cluster_no': 1, 'count': 11}, {'cluster_no': 6, 'count': 13}, {'cluster_no': 2, 'count': 22}, {'cluster_no': 5, 'count': 24}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 3, 'count': 39}, {'cluster_no': 8, 'count': 45}, {'cluster_no': 7, 'count': 46}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 297}]"
5,None,10,0.0,8,287,0.7155087149915799,"[{'cluster_no': 3, 'count': 12}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 6, 'count': 36}, {'cluster_no': 5, 'count': 43}, {'cluster_no': 2, 'count': 52}, {'cluster_no': 1, 'count': 94}, {'cluster_no': -1, 'count': 287}]"
5,None,11,0.0,5,219,0.44566864719970833,"[{'cluster_no': 0, 'count': 36}, {'cluster_no': 3, 'count': 54}, {'cluster_no': 1, 'count': 90}, {'cluster_no': 2, 'count': 185}, {'cluster_no': -1, 'count': 219}]"
5,None,12,0.0,5,200,0.43927084603145605,"[{'cluster_no': 0, 'count': 34}, {'cluster_no': 3, 'count': 68}, {'cluster_no': 1, 'count': 92}, {'cluster_no': 2, 'count': 190}, {'cluster_no': -1, 'count': 200}]"
5,None,13,0.0,5,199,0.44736053790832986,"[{'cluster_no': 0, 'count': 40}, {'cluster_no': 3, 'count': 64}, {'cluster_no': 1, 'count': 88}, {'cluster_no': 2, 'count': 193}, {'cluster_no': -1, 'count': 199}]"
5,None,14,0.0,5,212,0.44644470810491965,"[{'cluster_no': 0, 'count': 40}, {'cluster_no': 3, 'count': 56}, {'cluster_no': 1, 'count': 88}, {'cluster_no': 2, 'count': 188}, {'cluster_no': -1, 'count': 212}]"
5,None,15,0.0,5,205,0.4041502036994298,"[{'cluster_no': 0, 'count': 41}, {'cluster_no': 2, 'count': 52}, {'cluster_no': 3, 'count': 82}, {'cluster_no': 1, 'count': 204}, {'cluster_no': -1, 'count': 205}]"
