dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
15,None,5,0.0,14,226,0.5988101529774484,"[{'cluster_no': 3, 'count': 5}, {'cluster_no': 10, 'count': 6}, {'cluster_no': 6, 'count': 7}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 14}, {'cluster_no': 12, 'count': 14}, {'cluster_no': 9, 'count': 17}, {'cluster_no': 2, 'count': 20}, {'cluster_no': 7, 'count': 20}, {'cluster_no': 11, 'count': 30}, {'cluster_no': 1, 'count': 49}, {'cluster_no': 4, 'count': 55}, {'cluster_no': 5, 'count': 110}, {'cluster_no': -1, 'count': 226}]"
15,None,6,0.0,10,212,0.6603551163652112,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 13}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 8, 'count': 29}, {'cluster_no': 2, 'count': 45}, {'cluster_no': 1, 'count': 51}, {'cluster_no': 3, 'count': 52}, {'cluster_no': 7, 'count': 53}, {'cluster_no': 4, 'count': 97}, {'cluster_no': -1, 'count': 212}]"
15,None,7,0.0,10,236,0.6741225393607588,"[{'cluster_no': 2, 'count': 11}, {'cluster_no': 3, 'count': 13}, {'cluster_no': 6, 'count': 22}, {'cluster_no': 8, 'count': 27}, {'cluster_no': 1, 'count': 41}, {'cluster_no': 0, 'count': 46}, {'cluster_no': 4, 'count': 49}, {'cluster_no': 7, 'count': 53}, {'cluster_no': 5, 'count': 86}, {'cluster_no': -1, 'count': 236}]"
15,None,8,0.0,10,264,0.699733159889617,"[{'cluster_no': 3, 'count': 11}, {'cluster_no': 2, 'count': 12}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 1, 'count': 39}, {'cluster_no': 0, 'count': 46}, {'cluster_no': 7, 'count': 46}, {'cluster_no': 5, 'count': 50}, {'cluster_no': 8, 'count': 66}, {'cluster_no': -1, 'count': 264}]"
15,None,9,0.0,10,271,0.7050912629346654,"[{'cluster_no': 2, 'count': 10}, {'cluster_no': 3, 'count': 11}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 6, 'count': 28}, {'cluster_no': 1, 'count': 38}, {'cluster_no': 7, 'count': 45}, {'cluster_no': 0, 'count': 46}, {'cluster_no': 5, 'count': 51}, {'cluster_no': 8, 'count': 61}, {'cluster_no': -1, 'count': 271}]"
15,None,10,0.0,10,277,0.7189145057486852,"[{'cluster_no': 2, 'count': 11}, {'cluster_no': 4, 'count': 11}, {'cluster_no': 3, 'count': 22}, {'cluster_no': 6, 'count': 30}, {'cluster_no': 1, 'count': 37}, {'cluster_no': 7, 'count': 43}, {'cluster_no': 0, 'count': 45}, {'cluster_no': 5, 'count': 48}, {'cluster_no': 8, 'count': 60}, {'cluster_no': -1, 'count': 277}]"
15,None,11,0.0,4,128,-0.15206306630559882,"[{'cluster_no': 0, 'count': 42}, {'cluster_no': 2, 'count': 46}, {'cluster_no': -1, 'count': 128}, {'cluster_no': 1, 'count': 368}]"
15,None,12,0.0,4,140,-0.14525893584239272,"[{'cluster_no': 0, 'count': 41}, {'cluster_no': 2, 'count': 46}, {'cluster_no': -1, 'count': 140}, {'cluster_no': 1, 'count': 357}]"
15,None,13,0.0,4,146,-0.1460390927366686,"[{'cluster_no': 0, 'count': 40}, {'cluster_no': 2, 'count': 46}, {'cluster_no': -1, 'count': 146}, {'cluster_no': 1, 'count': 352}]"
15,None,14,0.0,4,159,-0.15166024336265702,"[{'cluster_no': 2, 'count': 36}, {'cluster_no': 0, 'count': 44}, {'cluster_no': -1, 'count': 159}, {'cluster_no': 1, 'count': 345}]"
