dimension,min_samples,min_cluster_size,epsilon,total_clusters,outliers,Silhouette_score,cluster_results
350,None,5,0.0,14,298,0.6559824299120163,"[{'cluster_no': 3, 'count': 5}, {'cluster_no': 4, 'count': 5}, {'cluster_no': 10, 'count': 9}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 2, 'count': 14}, {'cluster_no': 6, 'count': 15}, {'cluster_no': 5, 'count': 17}, {'cluster_no': 11, 'count': 17}, {'cluster_no': 12, 'count': 17}, {'cluster_no': 9, 'count': 25}, {'cluster_no': 1, 'count': 44}, {'cluster_no': 8, 'count': 53}, {'cluster_no': 7, 'count': 54}, {'cluster_no': -1, 'count': 298}]"
350,None,6,0.0,12,221,0.42903086681017805,"[{'cluster_no': 8, 'count': 6}, {'cluster_no': 4, 'count': 7}, {'cluster_no': 10, 'count': 7}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 15}, {'cluster_no': 7, 'count': 18}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 1, 'count': 43}, {'cluster_no': 9, 'count': 44}, {'cluster_no': 5, 'count': 57}, {'cluster_no': 6, 'count': 114}, {'cluster_no': -1, 'count': 221}]"
350,None,7,0.0,10,224,0.6019015655495663,"[{'cluster_no': 0, 'count': 8}, {'cluster_no': 8, 'count': 8}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 6, 'count': 17}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 1, 'count': 41}, {'cluster_no': 4, 'count': 59}, {'cluster_no': 5, 'count': 82}, {'cluster_no': 7, 'count': 94}, {'cluster_no': -1, 'count': 224}]"
350,None,8,0.0,9,219,0.5640736278058139,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 5, 'count': 13}, {'cluster_no': 7, 'count': 24}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 0, 'count': 47}, {'cluster_no': 3, 'count': 56}, {'cluster_no': 4, 'count': 81}, {'cluster_no': 6, 'count': 96}, {'cluster_no': -1, 'count': 219}]"
350,None,9,0.0,9,231,0.5867911827530375,"[{'cluster_no': 2, 'count': 10}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 7, 'count': 18}, {'cluster_no': 1, 'count': 41}, {'cluster_no': 0, 'count': 43}, {'cluster_no': 4, 'count': 53}, {'cluster_no': 5, 'count': 75}, {'cluster_no': 6, 'count': 101}, {'cluster_no': -1, 'count': 231}]"
350,None,10,0.0,8,238,0.6320862319676136,"[{'cluster_no': 2, 'count': 12}, {'cluster_no': 6, 'count': 17}, {'cluster_no': 1, 'count': 39}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 3, 'count': 54}, {'cluster_no': 4, 'count': 74}, {'cluster_no': 5, 'count': 106}, {'cluster_no': -1, 'count': 238}]"
350,None,11,0.0,7,265,0.6900857349928473,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 1, 'count': 42}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 4, 'count': 49}, {'cluster_no': 5, 'count': 67}, {'cluster_no': 2, 'count': 101}, {'cluster_no': -1, 'count': 265}]"
350,None,12,0.0,7,278,0.7078427012599612,"[{'cluster_no': 3, 'count': 15}, {'cluster_no': 1, 'count': 42}, {'cluster_no': 0, 'count': 43}, {'cluster_no': 4, 'count': 48}, {'cluster_no': 5, 'count': 59}, {'cluster_no': 2, 'count': 99}, {'cluster_no': -1, 'count': 278}]"
350,None,13,0.0,8,305,0.7348684200576026,"[{'cluster_no': 2, 'count': 15}, {'cluster_no': 6, 'count': 25}, {'cluster_no': 0, 'count': 42}, {'cluster_no': 1, 'count': 44}, {'cluster_no': 3, 'count': 44}, {'cluster_no': 5, 'count': 53}, {'cluster_no': 4, 'count': 56}, {'cluster_no': -1, 'count': 305}]"
350,None,14,0.0,7,236,0.5992033618087088,"[{'cluster_no': 3, 'count': 15}, {'cluster_no': 5, 'count': 26}, {'cluster_no': 1, 'count': 43}, {'cluster_no': 0, 'count': 44}, {'cluster_no': 4, 'count': 50}, {'cluster_no': 2, 'count': 170}, {'cluster_no': -1, 'count': 236}]"
350,None,15,0.0,6,195,0.5668793311542348,"[{'cluster_no': 4, 'count': 18}, {'cluster_no': 1, 'count': 42}, {'cluster_no': 0, 'count': 43}, {'cluster_no': 3, 'count': 102}, {'cluster_no': 2, 'count': 184}, {'cluster_no': -1, 'count': 195}]"
350,1,5,0.0,41,190,0.4409813266282262,"[{'cluster_no': 0, 'count': 5}, {'cluster_no': 16, 'count': 5}, {'cluster_no': 22, 'count': 5}, {'cluster_no': 30, 'count': 5}, {'cluster_no': 31, 'count': 5}, {'cluster_no': 36, 'count': 5}, {'cluster_no': 3, 'count': 6}, {'cluster_no': 14, 'count': 6}, {'cluster_no': 28, 'count': 6}, {'cluster_no': 35, 'count': 6}, {'cluster_no': 37, 'count': 6}, {'cluster_no': 38, 'count': 6}, {'cluster_no': 1, 'count': 7}, {'cluster_no': 5, 'count': 7}, {'cluster_no': 15, 'count': 7}, {'cluster_no': 19, 'count': 7}, {'cluster_no': 24, 'count': 7}, {'cluster_no': 12, 'count': 8}, {'cluster_no': 33, 'count': 8}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 10, 'count': 9}, {'cluster_no': 11, 'count': 9}, {'cluster_no': 17, 'count': 9}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 8, 'count': 10}, {'cluster_no': 21, 'count': 10}, {'cluster_no': 27, 'count': 10}, {'cluster_no': 39, 'count': 10}, {'cluster_no': 25, 'count': 11}, {'cluster_no': 29, 'count': 11}, {'cluster_no': 32, 'count': 11}, {'cluster_no': 34, 'count': 11}, {'cluster_no': 2, 'count': 13}, {'cluster_no': 23, 'count': 13}, {'cluster_no': 13, 'count': 14}, {'cluster_no': 18, 'count': 14}, {'cluster_no': 26, 'count': 17}, {'cluster_no': 9, 'count': 20}, {'cluster_no': 20, 'count': 46}, {'cluster_no': -1, 'count': 190}]"
350,1,6,0.0,28,151,0.43951634357067704,"[{'cluster_no': 2, 'count': 6}, {'cluster_no': 11, 'count': 6}, {'cluster_no': 26, 'count': 6}, {'cluster_no': 0, 'count': 7}, {'cluster_no': 5, 'count': 7}, {'cluster_no': 14, 'count': 7}, {'cluster_no': 20, 'count': 7}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 12, 'count': 9}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 6, 'count': 10}, {'cluster_no': 17, 'count': 10}, {'cluster_no': 21, 'count': 11}, {'cluster_no': 25, 'count': 11}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 1, 'count': 13}, {'cluster_no': 9, 'count': 14}, {'cluster_no': 13, 'count': 14}, {'cluster_no': 24, 'count': 16}, {'cluster_no': 23, 'count': 17}, {'cluster_no': 15, 'count': 19}, {'cluster_no': 7, 'count': 20}, {'cluster_no': 18, 'count': 23}, {'cluster_no': 19, 'count': 38}, {'cluster_no': 22, 'count': 38}, {'cluster_no': 16, 'count': 46}, {'cluster_no': 3, 'count': 47}, {'cluster_no': -1, 'count': 151}]"
