,parent,child,lambda_val,child_size
0,129,32,1565.915251073362,1
1,129,68,1632.3424790815334,1
2,129,4,1766.95271195366,1
3,129,97,1928.8590480570247,1
4,129,67,1964.77526642464,1
5,129,66,2042.5147309471633,1
6,129,75,2052.76104245687,1
7,129,0,2163.127385250129,1
8,129,41,2342.205221276002,1
9,129,74,2348.1058082575228,1
10,129,90,2394.6925492435057,1
11,129,89,2453.8856223489834,1
12,129,15,2463.614684287812,1
13,129,76,2506.3065431729906,1
14,129,30,2506.3065431729906,1
15,129,78,2519.1015015015014,1
16,129,40,2560.6251526251526,1
17,129,69,2567.2863045141544,1
18,129,115,2707.7495158166557,1
19,129,71,2773.0935537190085,1
20,129,9,2774.010582010582,1
21,129,106,2797.135045015005,1
22,129,7,2858.6157778156416,1
23,129,60,2860.0777361063756,1
24,129,3,2914.228938683342,1
25,129,42,2917.776695652174,1
26,129,121,2950.6183608863876,1
27,129,105,2951.137379067722,1
28,129,61,2957.901269393512,1
29,129,39,2969.418761061947,1
30,129,45,3020.744688512784,1
31,129,88,3026.739310842504,1
32,129,2,3043.2098675857064,1
33,129,102,3064.331689497717,1
34,129,10,3072.750183150183,1
35,129,96,3109.1949592290584,1
36,129,26,3115.5461467038067,1
37,129,16,3117.8621074149787,1
38,129,56,3123.667101098492,1
39,129,123,3129.4937511658272,1
40,129,25,3151.2426746806914,1
41,129,101,3169.100113335852,1
42,129,72,3171.4964083175805,1
43,129,98,3206.6544342507646,1
44,129,5,3222.0503168811215,1
45,129,48,3243.8546017014696,1
46,129,81,3256.447204968944,1
47,129,120,3284.4980422866092,1
48,129,103,3289.0052930797883,1
49,129,63,3292.8785083415114,1
50,129,93,3297.4088050314467,1
51,129,31,3304.5530825290525,1
52,129,46,3307.1586832249163,1
53,129,94,3332.7802940007946,1
54,129,119,3336.757358790772,1
55,129,58,3413.4722278738554,1
56,129,57,3423.2230157110794,1
57,129,52,3448.5541623843783,1
58,129,11,3458.5066996495566,1
59,129,34,3479.306511820821,1
60,129,108,3482.195101701951,1
61,129,95,3503.281687199833,1
62,129,126,3534.2776490415,1
63,129,113,3562.79804629433,1
64,129,59,3572.6609880749575,1
65,129,87,3579.521228931086,1
66,129,13,3582.578688874653,1
67,129,23,3591.782487690002,1
68,129,43,3593.3210537588348,1
69,129,6,3606.452278589854,1
70,129,80,3622.0241796200344,1
71,129,125,3670.3600962590244,1
72,129,12,3680.8284335234753,1
73,129,107,3680.8284335234753,1
74,129,27,3680.8284335234753,1
75,129,112,3681.6361641430767,1
76,129,122,3687.30021978022,1
77,129,28,3736.573719376392,1
78,129,18,3757.495184770437,1
79,129,91,3761.7076233183857,1
80,129,104,3768.467205750225,1
81,129,37,3788.0370286746443,1
82,129,85,3828.666362391602,1
83,129,19,3828.666362391602,1
84,129,29,3828.666362391602,1
85,129,83,3828.666362391602,1
86,129,55,3828.666362391602,1
87,129,20,3828.666362391602,1
88,129,8,3833.9159049360146,1
89,129,124,3833.9159049360146,1
90,129,82,3837.423604757548,1
91,129,62,3837.423604757548,1
92,129,111,3837.423604757548,1
93,129,86,3872.8568790397044,1
94,129,130,3884.5140078721925,14
95,129,131,3884.5140078721925,21
96,130,36,3900.770983492211,1
97,130,54,3900.770983492211,1
98,130,100,3900.770983492211,1
99,130,127,3900.770983492211,1
100,130,114,3900.770983492211,1
101,130,44,3900.770983492211,1
102,130,35,3900.770983492211,1
103,130,73,3900.770983492211,1
104,130,65,3900.770983492211,1
105,130,118,3900.770983492211,1
106,130,17,3900.770983492211,1
107,130,49,3900.770983492211,1
108,130,110,3900.770983492211,1
109,130,47,3900.770983492211,1
110,131,117,3884.5140078721925,1
111,131,84,3940.1634570220763,1
112,131,128,4106.02447381302,1
113,131,70,4114.079450711133,1
114,131,64,4252.779721166033,1
115,131,51,4276.6291103747135,1
116,131,79,4276.6291103747135,1
117,131,50,4332.9586776859505,1
118,131,99,4332.9586776859505,1
119,131,116,4332.9586776859505,1
120,131,33,4332.9586776859505,1
121,131,38,4332.9586776859505,1
122,131,24,4332.9586776859505,1
123,131,92,4332.9586776859505,1
124,131,109,4332.9586776859505,1
125,131,21,4332.9586776859505,1
126,131,1,4332.9586776859505,1
127,131,53,4332.9586776859505,1
128,131,22,4332.9586776859505,1
129,131,14,4332.9586776859505,1
130,131,77,4332.9586776859505,1
