HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.28125,18,"[42, 90, 119, 135, 190, 208, 213, 225, 293, 302, 303, 316, 317, 344, 347, 524, 572, 589]"
0,0.359375,23,"[6, 100, 114, 175, 182, 256, 288, 299, 310, 348, 352, 420, 426, 436, 464, 494, 509, 553, 554, 570, 582, 593, 594]"
1,0.359375,23,"[11, 72, 120, 167, 171, 230, 252, 320, 331, 361, 374, 391, 458, 475, 497, 515, 551, 565, 569, 576, 578, 588, 590]"
