iteration,total_papers,dimension,min_samples,min_cluster_size,score,Cluster,NumDocs,Percent,DocIds
0,142,60,30,20,-0.6319048394977277,-1,95,0.6690140845,"[3, 4, 13, 22, 30, 32, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 156, 184, 194, 202, 209, 210, 211, 233, 243, 244, 249, 257, 261, 264, 272, 273, 281, 291, 295, 296, 300, 307, 309, 311, 324, 326, 337, 343, 345, 353, 355, 356, 358, 362, 363, 370, 373, 375, 382, 384, 387, 388, 394, 395, 415, 425, 428, 430, 432, 433, 434, 435, 438, 450, 451, 461, 466, 468, 485, 491, 502, 503, 511, 516, 522, 527, 537, 543, 545, 546, 561]"
0,142,60,30,20,0.7639679510515623,0,24,0.1690140845,"[191, 200, 235, 258, 336, 364, 410, 412, 417, 459, 467, 486, 493, 504, 510, 542, 544, 550, 560, 562, 571, 573, 574, 584]"
0,142,60,30,20,0.9150015772676434,1,23,0.161971831,"[38, 155, 220, 240, 298, 304, 319, 321, 334, 346, 359, 392, 407, 422, 423, 439, 499, 519, 526, 530, 536, 555, 587]"
1,95,85,15,10,-0.4395972370632337,-1,69,0.7263157895,"[3, 4, 13, 22, 30, 32, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 138, 139, 146, 156, 184, 194, 202, 209, 210, 211, 233, 244, 257, 272, 273, 281, 295, 307, 309, 311, 324, 343, 345, 353, 355, 356, 363, 370, 375, 382, 384, 388, 415, 430, 433, 435, 438, 450, 461, 466, 468, 485, 491, 503, 511, 516, 522, 537, 543, 561]"
1,95,85,15,10,0.7885867554471554,0,12,0.1263157895,"[145, 243, 264, 291, 300, 387, 394, 432, 434, 451, 502, 527]"
1,95,85,15,10,0.6371890008798123,1,14,0.1473684211,"[134, 249, 261, 296, 326, 337, 358, 362, 373, 395, 425, 428, 545, 546]"
2,69,25,10,15,-0.42629694177073846,-1,37,0.5362318841,"[3, 4, 13, 22, 30, 32, 83, 84, 97, 104, 110, 117, 133, 146, 156, 184, 210, 211, 257, 272, 273, 281, 295, 309, 311, 343, 345, 384, 388, 430, 468, 503, 516, 522, 537, 543, 561]"
2,69,25,10,15,0.7255807227720856,0,16,0.231884058,"[55, 124, 125, 139, 194, 202, 244, 324, 353, 355, 375, 415, 438, 485, 491, 511]"
2,69,25,10,15,0.6991639520751765,1,16,0.231884058,"[63, 69, 127, 138, 209, 233, 307, 356, 363, 370, 382, 433, 435, 450, 461, 466]"
