Cluster,Parent,Group,NumPhrases,Key-phrases,NumDocs,DocIds,score,dimension,min_samples,min_cluster_size
-1,root_-1_1,0,17,"['electricity consumption data', 'crime data', 'electricity theft', 'crime analysis', 'citizen science data', 'wind gust', 'water', 'turbulent flow structure', 'turbulent air', 'synthetic minority', 'socioeconomic variable', 'rainy season', 'mathematical fusion model', 'influence air', 'heterogeneity', 'Gaussian plume model', 'ethnic heterogeneity']",13,"[1, 12, 36, 56, 61, 64, 121, 173, 199, 246, 332, 369, 386]",0.885,10,5,14
-1,root_-1_1,1,14,"['Spatial clustering', 'naïve Bayes classifier', 'classifier', 'automatic classification', 'automated classification', 'agglomerative clustering', 'structural attribute', 'random forest', 'novel data mining', 'latent manifold', 'image retrieval', 'hot spot analysis', 'descriptor', 'automated detection student']",12,"[21, 33, 53, 56, 58, 88, 369, 558, 564, 566, 568, 580]",0.885,10,5,14
