Cluster,DocId,x,y
2,0,9.34,2.02
2,1,8.32,3.76
2,2,8.69,1.77
4,3,3.71,4.74
0,4,7.93,4.32
0,5,8.57,5.18
4,6,3.59,4.47
0,7,6.18,6.76
0,8,6.37,5.03
0,9,7.8,4.39
1,10,5.86,2.14
0,11,6.79,4.12
3,12,3.88,2.96
1,13,7.05,2.5
1,14,5.89,2.31
1,15,6.0,2.58
2,16,8.32,3.93
3,17,2.33,2.71
2,18,9.08,1.9500000000000002
2,19,7.76,2.21
2,20,9.17,1.9
0,21,6.3,6.76
0,22,6.04,4.94
0,23,7.36,6.43
2,24,8.69,3.26
2,25,8.26,3.03
1,26,5.86,2.8200000000000003
0,27,7.08,7.18
0,28,6.66,4.91
2,29,7.75,3.16
0,30,7.93,3.92
3,31,3.89,2.1
3,32,3.37,2.99
4,33,5.45,4.98
0,34,7.52,5.3
1,35,6.58,3.5
2,36,9.16,1.9500000000000002
3,37,2.86,3.04
0,38,7.05,7.12
3,39,3.41,2.91
2,40,7.39,2.48
0,41,7.49,6.28
1,42,5.98,2.73
4,43,3.95,4.29
0,44,7.05,7.08
4,45,6.83,6.19
4,46,3.13,4.26
4,47,5.67,4.86
0,48,7.92,4.29
0,49,6.68,4.86
1,50,5.43,3.46
0,51,6.67,6.0
2,52,8.39,3.7199999999999998
2,53,8.43,2.19
3,54,0.76,1.3599999999999999
2,55,8.13,1.82
3,56,2.43,2.84
2,57,8.37,2.7
1,58,5.95,2.11
3,59,2.36,3.87
2,60,8.14,1.82
1,61,6.0,2.4
2,62,8.34,2.83
2,63,8.73,2.75
3,64,3.45,2.46
1,65,5.64,2.87
0,66,8.7,5.11
2,67,8.3,3.76
1,68,5.6,1.78
0,69,7.19,4.09
2,70,8.86,2.4
2,71,8.45,3.37
0,72,5.66,3.68
0,73,6.94,4.66
0,74,6.58,4.96
2,75,8.36,3.41
2,76,8.35,3.58
1,77,4.41,2.71
1,78,5.46,1.98
3,79,0.61,1.21
2,80,8.62,1.71
3,81,3.63,3.12
0,82,7.06,6.49
2,83,8.13,3.8
0,84,5.49,3.66
0,85,6.72,6.85
3,86,3.14,2.75
1,87,6.26,2.04
0,88,7.04,7.1
2,89,8.37,3.8200000000000003
1,90,5.89,2.83
4,91,4.09,3.66
1,92,5.64,2.36
4,93,3.6,4.37
0,94,6.96,7.08
0,95,6.69,4.71
3,96,4.17,2.87
0,97,7.26,7.12
2,98,9.23,1.92
2,99,8.55,2.01
0,100,6.43,6.8
2,101,8.43,3.66
1,102,5.39,2.81
0,103,6.66,4.89
2,104,9.27,2.09
3,105,1.9,2.96
1,106,4.58,2.96
3,107,2.9699999999999998,3.41
2,108,8.66,3.33
2,109,7.85,2.74
2,110,8.43,2.02
2,111,7.84,3.47
2,112,8.57,3.5300000000000002
0,113,6.69,6.93
1,114,5.93,2.66
3,115,2.29,3.5
1,116,4.88,2.9
3,117,3.22,2.79
0,118,6.3,6.58
0,119,8.76,5.06
0,120,8.53,5.18
3,121,2.24,3.85
3,122,2.8,3.69
1,123,4.61,2.2800000000000002
2,124,8.62,1.62
0,125,8.23,4.06
3,126,3.43,3.39
0,127,7.38,5.23
4,128,4.12,4.67
0,129,8.7,5.12
0,130,6.6,4.68
1,131,4.23,1.98
3,132,2.44,2.81
4,133,4.04,3.94
1,134,5.76,2.55
1,135,5.59,1.79
2,136,8.07,1.9300000000000002
0,137,6.71,6.0
0,138,7.84,4.02
4,139,4.11,3.89
3,140,2.42,2.85
1,141,4.55,3.42
0,142,6.74,4.84
2,143,8.33,1.71
1,144,5.79,3.12
4,145,5.42,5.83
2,146,8.28,3.62
2,147,8.91,1.85
4,148,5.35,5.74
2,149,8.82,3.08
0,150,7.03,7.16
3,151,0.63,1.23
4,152,4.35,3.48
0,153,8.54,5.18
0,154,6.67,4.95
