Cluster,DocId,x,y
3,121,2.24,3.85
3,122,2.8,3.69
5,123,4.61,2.2800000000000002
2,124,8.62,1.62
9,125,8.23,4.06
5,126,3.43,3.39
1,127,7.38,5.23
4,128,4.12,4.67
9,129,8.7,5.12
1,130,6.6,4.68
5,131,4.23,1.98
3,132,2.44,2.81
4,133,4.04,3.94
0,134,5.76,2.55
0,135,5.59,1.79
2,136,8.07,1.9300000000000002
6,137,6.71,6.0
9,138,7.84,4.02
5,139,4.11,3.89
3,140,2.42,2.85
5,141,4.55,3.42
1,142,6.74,4.84
2,143,8.33,1.71
0,144,5.79,3.12
8,145,5.42,5.83
9,146,8.28,3.62
2,147,8.91,1.85
8,148,5.35,5.74
9,149,8.82,3.08
6,150,7.03,7.16
7,151,0.63,1.23
5,152,4.35,3.48
9,153,8.54,5.18
1,154,6.67,4.95
2,155,8.81,1.65
6,156,7.46,6.43
3,157,2.54,2.84
5,158,4.67,2.88
1,159,6.68,4.87
3,160,2.12,3.08
5,161,4.59,3.51
7,162,0.68,1.28
5,163,4.41,3.7800000000000002
6,164,7.26,7.1
9,165,8.41,3.7199999999999998
1,166,6.35,4.02
9,167,8.72,5.1
6,168,6.25,6.69
5,169,4.23,3.64
2,170,8.08,1.9
1,171,6.9,3.94
1,172,6.54,4.96
1,173,7.21,3.27
5,174,3.52,2.52
9,175,8.17,3.93
1,176,6.75,3.74
2,177,9.32,2.15
6,178,6.75,7.0
5,179,4.33,2.5300000000000002
0,180,5.6,1.73
9,181,8.02,3.92
8,182,5.68,4.88
1,183,7.2,3.14
6,184,6.11,6.79
2,185,9.01,1.97
4,186,4.09,4.21
5,187,4.29,3.93
3,188,2.2800000000000002,3.14
4,189,3.84,4.91
5,190,4.46,2.96
8,191,4.88,5.42
5,192,3.89,3.0
0,193,6.62,2.23
0,194,5.65,2.11
8,195,4.5,5.45
1,196,6.84,3.95
1,197,5.91,3.68
6,198,6.98,6.98
0,199,4.64,3.43
6,200,7.08,6.38
1,201,7.09,4.45
5,202,3.89,2.44
9,203,8.17,3.42
3,204,2.27,2.67
6,205,7.1,7.06
3,206,2.34,3.18
5,207,4.43,3.79
6,208,6.04,6.8100000000000005
3,209,2.24,3.76
2,210,8.18,1.74
0,211,5.46,2.35
6,212,6.68,6.9
7,213,0.67,1.27
3,214,2.36,3.59
8,215,5.66,4.86
0,216,7.01,2.39
8,217,5.15,5.35
4,218,3.19,4.35
2,219,8.9,1.6800000000000002
1,220,7.54,5.13
1,221,6.32,3.52
2,222,7.6,2.59
9,223,8.18,3.89
3,224,2.35,2.76
1,225,7.51,5.3
5,226,4.77,2.23
9,227,7.64,3.7800000000000002
9,228,8.7,5.11
4,229,3.83,5.17
4,230,3.98,4.82
5,231,4.86,3.2
5,232,3.94,2.09
9,233,7.67,4.29
8,234,5.94,4.63
3,235,2.68,3.55
2,236,9.11,1.79
2,237,8.88,2.36
0,238,6.17,2.04
3,239,2.75,4.06
8,240,5.76,4.78
2,241,8.26,2.34
3,242,1.87,2.9
1,243,6.18,4.97
9,244,8.63,3.41
0,245,5.62,1.71
1,246,7.52,5.14
5,247,4.36,3.67
2,248,8.81,1.9100000000000001
4,249,4.12,4.12
2,250,7.72,2.34
0,251,5.44,3.24
6,252,6.45,6.31
6,253,6.61,5.89
6,254,6.98,7.07
2,255,8.9,1.71
6,256,7.3,6.38
5,257,3.89,2.47
8,258,4.97,5.1
5,259,3.3,2.65
3,260,3.29,3.75
3,261,2.47,2.92
2,262,7.75,2.89
5,263,3.9,2.14
5,264,3.39,2.73
4,265,3.35,4.5
7,266,0.68,1.28
8,267,4.07,5.39
0,268,5.58,2.22
5,269,3.7,3.02
0,270,7.16,2.52
3,271,2.25,3.33
3,272,2.56,3.94
8,273,5.42,4.64
8,274,4.55,5.47
4,275,3.43,4.5600000000000005
5,276,4.31,3.42
5,277,4.28,3.45
4,278,3.66,4.87
7,279,0.63,1.23
4,280,2.98,4.41
8,281,4.68,4.79
5,282,4.75,2.89
5,283,3.62,2.44
4,284,2.98,4.95
6,285,6.67,7.0
1,286,6.85,3.52
3,287,2.31,3.77
4,288,3.71,4.48
0,289,4.9,2.88
7,290,0.74,1.34
2,291,9.06,1.79
1,292,6.0,4.65
8,293,5.8,4.87
3,294,2.55,2.69
3,295,3.15,2.37
9,296,7.44,4.17
3,297,2.67,2.99
3,298,2.76,4.03
9,299,8.25,3.94
3,300,2.63,3.4
3,301,2.43,3.14
5,302,3.2800000000000002,2.66
1,303,7.41,4.87
4,304,3.94,4.65
1,305,6.26,4.96
3,306,1.87,2.89
4,307,3.06,5.1
0,308,6.94,2.88
5,309,3.49,3.25
3,310,2.31,3.8
5,311,4.57,3.44
9,312,8.69,3.3
0,313,6.47,2.26
1,314,6.45,3.48
8,315,4.79,5.37
8,316,4.83,5.39
8,317,5.48,5.75
8,318,4.92,5.41
4,319,2.96,4.8100000000000005
3,320,2.3,3.84
8,321,5.5,4.95
6,322,5.98,6.84
9,323,7.69,3.26
9,324,8.69,5.13
6,325,6.04,6.78
2,326,8.57,2.2
5,327,6.88,6.15
1,328,6.98,3.94
6,329,7.25,7.14
0,330,5.57,2.4
9,331,7.95,4.26
5,332,4.52,2.91
5,333,3.33,2.75
3,334,2.87,3.11
5,335,5.1,2.94
4,336,3.62,4.57
8,337,3.96,4.95
3,338,2.3,2.59
1,339,6.62,3.58
5,340,4.23,3.7
1,341,7.29,3.2
8,342,4.62,5.11
5,343,4.52,3.63
9,344,7.78,4.34
0,345,5.65,1.83
9,346,7.91,3.93
6,347,7.01,6.34
6,348,7.1,7.08
5,349,4.03,2.58
3,350,3.02,2.95
3,351,2.24,2.96
3,352,2.91,3.05
8,353,4.3,5.14
0,354,5.44,3.34
6,355,7.14,7.19
8,356,4.64,5.25
7,357,0.59,1.19
7,358,0.59,1.19
0,359,6.02,2.23
9,360,8.72,3.21
7,361,0.75,1.35
0,362,6.69,2.74
2,363,8.45,2.05
0,364,6.46,2.5700000000000003
0,365,6.07,2.46
2,366,8.68,2.09
4,367,3.03,4.32
5,368,3.93,2.11
5,369,4.37,2.61
5,370,3.41,2.89
5,371,4.41,2.79
5,372,4.3,2.54
5,373,3.6,3.21
0,374,5.7,2.37
8,375,4.94,4.6
4,376,3.75,4.92
2,377,9.2,1.9300000000000002
0,378,6.22,2.4
1,379,7.63,5.21
3,380,2.94,2.71
2,381,8.43,2.88
0,382,4.89,2.23
0,383,4.37,1.92
2,384,8.37,2.2
8,385,4.76,4.84
4,386,2.89,4.35
3,387,3.12,3.84
2,388,8.84,1.79
0,389,6.75,2.7199999999999998
8,390,4.83,5.19
5,391,3.73,2.4
5,392,3.48,3.54
1,393,6.32,4.24
8,394,4.48,5.49
9,395,8.71,5.1
5,396,3.25,2.75
3,397,2.59,2.9
1,398,6.46,4.36
3,399,2.25,3.19
2,400,8.12,2.04
8,401,4.49,5.23
4,402,2.91,4.52
5,403,3.94,2.88
4,404,3.44,3.93
8,405,4.16,5.5
9,406,7.97,4.26
3,407,2.62,3.64
5,408,3.9699999999999998,2.95
0,409,6.23,2.58
2,410,7.57,2.35
8,411,4.87,5.2
6,412,7.25,5.74
6,413,7.08,7.08
4,414,6.66,6.2
6,415,6.67,6.7
5,416,3.56,3.26
1,417,6.47,3.64
5,418,3.43,2.42
6,419,6.09,6.8100000000000005
6,420,7.17,7.13
0,421,5.87,2.31
0,422,5.9,2.37
6,423,7.08,7.11
6,424,7.15,6.39
5,425,4.52,3.89
0,426,6.19,2.54
2,427,8.52,1.9300000000000002
8,428,5.78,4.75
2,429,8.04,1.9300000000000002
1,430,7.18,3.9699999999999998
1,431,6.86,3.91
4,432,4.05,4.75
4,433,2.89,4.95
6,434,7.16,6.54
0,435,6.13,2.14
2,436,9.2,1.9300000000000002
2,437,7.75,2.88
1,438,6.87,4.16
6,439,6.76,6.55
0,440,6.21,1.94
5,441,3.99,2.92
1,442,7.54,5.19
2,443,8.26,2.33
1,444,6.62,3.64
6,445,6.76,6.05
5,446,3.93,2.65
5,447,3.24,2.45
5,448,4.28,2.52
2,449,8.81,2.26
2,450,8.33,2.03
6,451,7.14,5.76
5,452,4.37,2.83
2,453,8.77,1.5899999999999999
2,454,8.14,1.88
1,455,6.59,5.06
0,456,6.99,3.07
5,457,4.21,3.7199999999999998
9,458,7.8,4.0
2,459,8.76,1.69
3,460,2.62,3.5
1,461,6.71,3.73
1,462,6.42,4.26
3,463,2.76,3.89
2,464,8.84,1.8
8,465,5.06,4.48
6,466,6.63,5.88
5,467,5.22,2.84
2,468,9.25,1.87
0,469,5.94,2.5700000000000003
9,470,8.18,3.89
9,471,7.5600000000000005,3.39
1,472,6.4,3.89
1,473,6.67,3.85
9,474,8.53,5.19
0,475,5.58,1.78
3,476,2.05,2.83
4,477,3.07,4.7
6,478,6.61,6.96
8,479,5.08,5.43
9,480,7.42,3.08
4,481,3.44,4.13
3,482,3.0,3.8200000000000003
6,483,6.73,5.77
1,484,6.7,4.89
2,485,8.91,1.9500000000000002
4,486,3.84,3.88
9,487,7.73,3.77
4,488,4.16,5.0
3,489,2.44,3.9
5,490,4.6,3.19
0,491,5.53,2.3
6,492,7.07,7.12
5,493,4.08,3.3
4,494,3.75,4.94
5,495,4.01,2.03
9,496,7.63,3.73
3,497,2.33,3.8200000000000003
6,498,6.94,7.13
4,499,3.39,4.54
4,500,3.51,4.59
8,501,4.32,5.0
9,502,8.48,3.92
2,503,9.25,1.98
2,504,8.94,1.76
2,505,8.83,2.2
0,506,6.25,2.07
3,507,2.83,3.6
8,508,5.48,4.7
7,509,0.59,1.19
5,510,3.47,2.33
5,511,3.85,2.23
0,512,6.02,2.9
4,513,3.44,4.59
4,514,3.69,4.87
4,515,3.08,5.08
0,516,6.22,2.46
0,517,5.83,2.45
4,518,4.03,4.59
5,519,3.58,2.33
9,520,8.3,3.95
1,521,6.53,4.59
8,522,4.67,5.21
1,523,7.49,5.32
4,524,3.51,4.51
6,525,7.09,6.38
6,526,6.89,6.2
5,527,4.17,3.71
3,528,3.17,2.81
4,529,3.19,4.27
2,530,7.8100000000000005,2.7800000000000002
9,531,8.58,3.38
4,532,3.44,4.51
4,533,3.54,4.59
2,534,8.79,1.57
0,535,6.63,2.12
9,536,7.74,3.5300000000000002
2,537,8.77,1.8599999999999999
9,538,8.63,3.51
9,539,8.21,3.19
5,540,3.96,2.64
0,541,5.62,2.41
3,542,2.27,3.59
3,543,1.88,2.95
4,544,3.14,4.18
0,545,6.26,2.02
4,546,3.63,4.91
9,547,8.48,3.42
4,548,3.52,4.5600000000000005
5,549,3.37,2.55
1,550,7.4,3.31
4,551,2.89,4.5600000000000005
0,552,5.33,2.22
0,553,5.91,3.06
8,554,4.63,5.3
8,555,4.44,5.19
0,556,5.47,2.75
8,557,4.94,5.06
4,558,3.95,4.34
1,559,6.69,5.41
3,560,2.44,2.81
0,561,5.47,3.34
4,562,3.41,4.41
1,563,7.64,4.04
4,564,3.34,5.01
5,565,4.61,2.39
5,566,5.0,3.19
2,567,8.92,2.19
8,568,4.76,5.28
1,569,6.42,3.79
6,570,6.33,6.44
6,571,6.64,6.87
6,572,6.9,6.21
4,573,3.46,3.9
2,574,8.29,2.29
1,575,6.32,4.51
5,576,3.74,3.56
5,577,3.89,2.11
1,578,6.55,3.6
6,579,7.27,7.08
4,580,3.47,4.66
8,581,4.18,5.45
1,582,6.31,4.48
8,583,4.2,5.03
5,584,3.67,3.6
4,585,3.67,3.8
5,586,3.5300000000000002,3.65
0,587,6.23,3.09
8,588,4.62,5.3
8,589,5.42,5.24
3,590,2.86,3.29
8,591,4.52,5.43
8,592,4.24,5.34
1,593,6.28,4.96
1,594,6.17,4.58
8,595,5.64,4.91
3,596,2.7,3.84
1,597,7.65,5.19
8,598,5.67,4.85
3,599,2.5300000000000002,3.73
