HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.6996047430830039,177,"[1, 5, 12, 14, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28, 29, 33, 36, 39, 40, 41, 44, 45, 47, 50, 53, 54, 56, 57, 58, 60, 61, 64, 67, 68, 70, 71, 75, 76, 79, 80, 81, 82, 85, 88, 94, 98, 101, 103, 105, 108, 109, 111, 112, 115, 121, 123, 131, 132, 142, 143, 148, 149, 150, 151, 152, 159, 166, 168, 172, 173, 174, 176, 179, 181, 192, 195, 198, 199, 203, 205, 207, 214, 215, 216, 217, 218, 221, 222, 223, 224, 227, 229, 232, 238, 239, 242, 246, 247, 248, 250, 253, 255, 265, 266, 274, 275, 278, 279, 284, 292, 294, 297, 306, 308, 322, 329, 332, 335, 349, 350, 351, 354, 357, 360, 366, 369, 372, 377, 380, 381, 385, 386, 390, 399, 400, 403, 406, 408, 409, 414, 419, 424, 440, 441, 442, 446, 447, 448, 456, 457, 465, 471, 481, 487, 498, 501, 506, 508, 514, 517, 518, 521, 532, 540, 541, 556, 558, 564, 566, 568, 580, 581, 583, 585, 586, 596, 597]"
0,0.233201581027668,59,"[7, 15, 34, 43, 65, 91, 95, 99, 107, 122, 126, 136, 140, 147, 160, 163, 164, 180, 185, 189, 197, 204, 219, 241, 262, 263, 267, 270, 276, 286, 290, 305, 315, 318, 323, 339, 365, 383, 396, 397, 401, 402, 413, 445, 449, 455, 470, 480, 482, 483, 484, 513, 535, 538, 567, 575, 577, 579, 591]"
1,0.06719367588932806,17,"[10, 62, 102, 178, 201, 228, 338, 371, 379, 421, 431, 453, 454, 495, 500, 512, 520]"
