dimension,min_cluster_size,avg_score,total_clusters,outlier,cluster_results
150,10,0.3407406719089501,5,88,"[{'cluster': 3, 'doc_ids': [10, 15, 28, 29, 40, 64, 70, 101, 166, 172, 173, 178, 199, 207, 214, 223, 224, 297, 308, 349, 379, 406, 424, 441, 442, 495, 500, 517], 'count': 28, 'score': 0.5933932799901035}, {'cluster': 2, 'doc_ids': [5, 12, 14, 19, 26, 41, 50, 84, 94, 142, 191, 218, 255, 292, 322, 323, 338, 386, 447, 486, 512], 'count': 21, 'score': 0.4351049721886147}, {'cluster': 1, 'doc_ids': [11, 18, 25, 42, 88, 98, 128, 146, 181, 189, 193, 225, 267, 271, 277, 290, 299, 305, 315, 328, 333, 365, 385, 420, 474, 494, 503, 505, 511, 524, 538, 553, 558, 564, 568, 577, 579, 583, 589, 594], 'count': 40, 'score': 0.1556236297884468}, {'cluster': 0, 'doc_ids': [32, 156, 200, 362, 369, 428, 430, 467, 537, 573], 'count': 10, 'score': 0.8422924360718864}, {'cluster': -1, 'doc_ids': [1, 2, 6, 7, 24, 34, 35, 36, 43, 47, 51, 61, 65, 67, 71, 75, 78, 80, 83, 86, 91, 95, 97, 103, 105, 107, 113, 121, 122, 126, 133, 140, 157, 158, 163, 164, 168, 174, 175, 180, 197, 198, 205, 210, 211, 213, 219, 227, 235, 241, 242, 257, 265, 270, 275, 285, 288, 324, 332, 344, 352, 354, 357, 363, 366, 368, 375, 377, 382, 388, 399, 409, 411, 470, 472, 480, 484, 498, 508, 509, 513, 520, 544, 561, 562, 566, 580, 581], 'count': 88, 'score': -0.32271095849430104}]"
150,15,0.2938679219007595,4,98,"[{'cluster': 2, 'doc_ids': [10, 15, 28, 29, 40, 64, 70, 101, 166, 172, 173, 178, 199, 207, 214, 223, 224, 297, 308, 349, 379, 406, 424, 441, 442, 495, 500, 517], 'count': 28, 'score': 0.5994725314570262}, {'cluster': 1, 'doc_ids': [5, 12, 14, 19, 26, 41, 50, 84, 94, 142, 191, 218, 255, 292, 322, 323, 338, 386, 447, 486, 512], 'count': 21, 'score': 0.5020119624173406}, {'cluster': 0, 'doc_ids': [11, 18, 25, 42, 88, 98, 128, 146, 181, 189, 193, 225, 267, 271, 277, 290, 299, 305, 315, 328, 333, 365, 385, 420, 474, 494, 503, 505, 511, 524, 538, 553, 558, 564, 568, 577, 579, 583, 589, 594], 'count': 40, 'score': 0.21081791559521337}, {'cluster': -1, 'doc_ids': [1, 2, 6, 7, 24, 32, 34, 35, 36, 43, 47, 51, 61, 65, 67, 71, 75, 78, 80, 83, 86, 91, 95, 97, 103, 105, 107, 113, 121, 122, 126, 133, 140, 156, 157, 158, 163, 164, 168, 174, 175, 180, 197, 198, 200, 205, 210, 211, 213, 219, 227, 235, 241, 242, 257, 265, 270, 275, 285, 288, 324, 332, 344, 352, 354, 357, 362, 363, 366, 368, 369, 375, 377, 382, 388, 399, 409, 411, 428, 430, 467, 470, 472, 480, 484, 498, 508, 509, 513, 520, 537, 544, 561, 562, 566, 573, 580, 581], 'count': 98, 'score': -0.13683072186654222}]"
150,20,0.2938679219007595,4,98,"[{'cluster': 2, 'doc_ids': [10, 15, 28, 29, 40, 64, 70, 101, 166, 172, 173, 178, 199, 207, 214, 223, 224, 297, 308, 349, 379, 406, 424, 441, 442, 495, 500, 517], 'count': 28, 'score': 0.5994725314570262}, {'cluster': 1, 'doc_ids': [5, 12, 14, 19, 26, 41, 50, 84, 94, 142, 191, 218, 255, 292, 322, 323, 338, 386, 447, 486, 512], 'count': 21, 'score': 0.5020119624173406}, {'cluster': 0, 'doc_ids': [11, 18, 25, 42, 88, 98, 128, 146, 181, 189, 193, 225, 267, 271, 277, 290, 299, 305, 315, 328, 333, 365, 385, 420, 474, 494, 503, 505, 511, 524, 538, 553, 558, 564, 568, 577, 579, 583, 589, 594], 'count': 40, 'score': 0.21081791559521337}, {'cluster': -1, 'doc_ids': [1, 2, 6, 7, 24, 32, 34, 35, 36, 43, 47, 51, 61, 65, 67, 71, 75, 78, 80, 83, 86, 91, 95, 97, 103, 105, 107, 113, 121, 122, 126, 133, 140, 156, 157, 158, 163, 164, 168, 174, 175, 180, 197, 198, 200, 205, 210, 211, 213, 219, 227, 235, 241, 242, 257, 265, 270, 275, 285, 288, 324, 332, 344, 352, 354, 357, 362, 363, 366, 368, 369, 375, 377, 382, 388, 399, 409, 411, 428, 430, 467, 470, 472, 480, 484, 498, 508, 509, 513, 520, 537, 544, 561, 562, 566, 573, 580, 581], 'count': 98, 'score': -0.13683072186654222}]"
150,25,0.15447209668715012,3,96,"[{'cluster': 1, 'doc_ids': [11, 18, 25, 42, 88, 98, 128, 146, 181, 189, 193, 225, 267, 271, 277, 290, 299, 305, 315, 328, 333, 365, 385, 420, 474, 494, 503, 505, 511, 524, 538, 553, 558, 564, 568, 577, 579, 583, 589, 594], 'count': 40, 'score': 0.23621016182435034}, {'cluster': 0, 'doc_ids': [5, 10, 12, 14, 15, 19, 26, 28, 29, 40, 41, 50, 64, 70, 84, 94, 101, 121, 142, 166, 172, 173, 178, 191, 199, 207, 214, 218, 223, 224, 235, 255, 292, 297, 308, 322, 323, 338, 349, 379, 386, 406, 424, 441, 442, 447, 486, 495, 500, 512, 517], 'count': 51, 'score': 0.2668412791068287}, {'cluster': -1, 'doc_ids': [1, 2, 6, 7, 24, 32, 34, 35, 36, 43, 47, 51, 61, 65, 67, 71, 75, 78, 80, 83, 86, 91, 95, 97, 103, 105, 107, 113, 122, 126, 133, 140, 156, 157, 158, 163, 164, 168, 174, 175, 180, 197, 198, 200, 205, 210, 211, 213, 219, 227, 241, 242, 257, 265, 270, 275, 285, 288, 324, 332, 344, 352, 354, 357, 362, 363, 366, 368, 369, 375, 377, 382, 388, 399, 409, 411, 428, 430, 467, 470, 472, 480, 484, 498, 508, 509, 513, 520, 537, 544, 561, 562, 566, 573, 580, 581], 'count': 96, 'score': -0.03963515086972869}]"
150,30,0.15447209668715012,3,96,"[{'cluster': 1, 'doc_ids': [11, 18, 25, 42, 88, 98, 128, 146, 181, 189, 193, 225, 267, 271, 277, 290, 299, 305, 315, 328, 333, 365, 385, 420, 474, 494, 503, 505, 511, 524, 538, 553, 558, 564, 568, 577, 579, 583, 589, 594], 'count': 40, 'score': 0.23621016182435034}, {'cluster': 0, 'doc_ids': [5, 10, 12, 14, 15, 19, 26, 28, 29, 40, 41, 50, 64, 70, 84, 94, 101, 121, 142, 166, 172, 173, 178, 191, 199, 207, 214, 218, 223, 224, 235, 255, 292, 297, 308, 322, 323, 338, 349, 379, 386, 406, 424, 441, 442, 447, 486, 495, 500, 512, 517], 'count': 51, 'score': 0.2668412791068287}, {'cluster': -1, 'doc_ids': [1, 2, 6, 7, 24, 32, 34, 35, 36, 43, 47, 51, 61, 65, 67, 71, 75, 78, 80, 83, 86, 91, 95, 97, 103, 105, 107, 113, 122, 126, 133, 140, 156, 157, 158, 163, 164, 168, 174, 175, 180, 197, 198, 200, 205, 210, 211, 213, 219, 227, 241, 242, 257, 265, 270, 275, 285, 288, 324, 332, 344, 352, 354, 357, 362, 363, 366, 368, 369, 375, 377, 382, 388, 399, 409, 411, 428, 430, 467, 470, 472, 480, 484, 498, 508, 509, 513, 520, 537, 544, 561, 562, 566, 573, 580, 581], 'count': 96, 'score': -0.03963515086972869}]"
150,35,0.15447209668715012,3,96,"[{'cluster': 1, 'doc_ids': [11, 18, 25, 42, 88, 98, 128, 146, 181, 189, 193, 225, 267, 271, 277, 290, 299, 305, 315, 328, 333, 365, 385, 420, 474, 494, 503, 505, 511, 524, 538, 553, 558, 564, 568, 577, 579, 583, 589, 594], 'count': 40, 'score': 0.23621016182435034}, {'cluster': 0, 'doc_ids': [5, 10, 12, 14, 15, 19, 26, 28, 29, 40, 41, 50, 64, 70, 84, 94, 101, 121, 142, 166, 172, 173, 178, 191, 199, 207, 214, 218, 223, 224, 235, 255, 292, 297, 308, 322, 323, 338, 349, 379, 386, 406, 424, 441, 442, 447, 486, 495, 500, 512, 517], 'count': 51, 'score': 0.2668412791068287}, {'cluster': -1, 'doc_ids': [1, 2, 6, 7, 24, 32, 34, 35, 36, 43, 47, 51, 61, 65, 67, 71, 75, 78, 80, 83, 86, 91, 95, 97, 103, 105, 107, 113, 122, 126, 133, 140, 156, 157, 158, 163, 164, 168, 174, 175, 180, 197, 198, 200, 205, 210, 211, 213, 219, 227, 241, 242, 257, 265, 270, 275, 285, 288, 324, 332, 344, 352, 354, 357, 362, 363, 366, 368, 369, 375, 377, 382, 388, 399, 409, 411, 428, 430, 467, 470, 472, 480, 484, 498, 508, 509, 513, 520, 537, 544, 561, 562, 566, 573, 580, 581], 'count': 96, 'score': -0.03963515086972869}]"
150,40,0.15447209668715012,3,96,"[{'cluster': 1, 'doc_ids': [11, 18, 25, 42, 88, 98, 128, 146, 181, 189, 193, 225, 267, 271, 277, 290, 299, 305, 315, 328, 333, 365, 385, 420, 474, 494, 503, 505, 511, 524, 538, 553, 558, 564, 568, 577, 579, 583, 589, 594], 'count': 40, 'score': 0.23621016182435034}, {'cluster': 0, 'doc_ids': [5, 10, 12, 14, 15, 19, 26, 28, 29, 40, 41, 50, 64, 70, 84, 94, 101, 121, 142, 166, 172, 173, 178, 191, 199, 207, 214, 218, 223, 224, 235, 255, 292, 297, 308, 322, 323, 338, 349, 379, 386, 406, 424, 441, 442, 447, 486, 495, 500, 512, 517], 'count': 51, 'score': 0.2668412791068287}, {'cluster': -1, 'doc_ids': [1, 2, 6, 7, 24, 32, 34, 35, 36, 43, 47, 51, 61, 65, 67, 71, 75, 78, 80, 83, 86, 91, 95, 97, 103, 105, 107, 113, 122, 126, 133, 140, 156, 157, 158, 163, 164, 168, 174, 175, 180, 197, 198, 200, 205, 210, 211, 213, 219, 227, 241, 242, 257, 265, 270, 275, 285, 288, 324, 332, 344, 352, 354, 357, 362, 363, 366, 368, 369, 375, 377, 382, 388, 399, 409, 411, 428, 430, 467, 470, 472, 480, 484, 498, 508, 509, 513, 520, 537, 544, 561, 562, 566, 573, 580, 581], 'count': 96, 'score': -0.03963515086972869}]"
100,10,0.11506445612758999,3,96,"[{'cluster': 1, 'doc_ids': [18, 32, 78, 83, 97, 98, 121, 146, 189, 193, 200, 210, 265, 271, 277, 290, 305, 315, 328, 362, 365, 366, 369, 375, 385, 420, 428, 430, 467, 474, 494, 503, 505, 511, 524, 537, 538, 553, 558, 564, 568, 573, 577, 583, 589, 594], 'count': 46, 'score': 0.15564514786117908}, {'cluster': 0, 'doc_ids': [5, 10, 12, 14, 19, 26, 28, 29, 34, 40, 41, 50, 64, 70, 94, 101, 142, 166, 173, 178, 191, 199, 207, 214, 218, 223, 224, 255, 292, 297, 308, 322, 338, 379, 386, 406, 424, 441, 442, 447, 486, 495, 500, 512, 517], 'count': 45, 'score': 0.2839177696063154}, {'cluster': -1, 'doc_ids': [1, 2, 6, 7, 11, 15, 24, 25, 35, 36, 42, 43, 47, 51, 61, 65, 67, 71, 75, 80, 84, 86, 88, 91, 95, 103, 105, 107, 113, 122, 126, 128, 133, 140, 156, 157, 158, 163, 164, 168, 172, 174, 175, 180, 181, 197, 198, 205, 211, 213, 219, 225, 227, 235, 241, 242, 257, 267, 270, 275, 285, 288, 299, 323, 324, 332, 333, 344, 349, 352, 354, 357, 363, 368, 377, 382, 388, 399, 409, 411, 470, 472, 480, 484, 498, 508, 509, 513, 520, 544, 561, 562, 566, 579, 580, 581], 'count': 96, 'score': -0.09436954908472445}]"
100,15,0.11506445612758999,3,96,"[{'cluster': 1, 'doc_ids': [18, 32, 78, 83, 97, 98, 121, 146, 189, 193, 200, 210, 265, 271, 277, 290, 305, 315, 328, 362, 365, 366, 369, 375, 385, 420, 428, 430, 467, 474, 494, 503, 505, 511, 524, 537, 538, 553, 558, 564, 568, 573, 577, 583, 589, 594], 'count': 46, 'score': 0.15564514786117908}, {'cluster': 0, 'doc_ids': [5, 10, 12, 14, 19, 26, 28, 29, 34, 40, 41, 50, 64, 70, 94, 101, 142, 166, 173, 178, 191, 199, 207, 214, 218, 223, 224, 255, 292, 297, 308, 322, 338, 379, 386, 406, 424, 441, 442, 447, 486, 495, 500, 512, 517], 'count': 45, 'score': 0.2839177696063154}, {'cluster': -1, 'doc_ids': [1, 2, 6, 7, 11, 15, 24, 25, 35, 36, 42, 43, 47, 51, 61, 65, 67, 71, 75, 80, 84, 86, 88, 91, 95, 103, 105, 107, 113, 122, 126, 128, 133, 140, 156, 157, 158, 163, 164, 168, 172, 174, 175, 180, 181, 197, 198, 205, 211, 213, 219, 225, 227, 235, 241, 242, 257, 267, 270, 275, 285, 288, 299, 323, 324, 332, 333, 344, 349, 352, 354, 357, 363, 368, 377, 382, 388, 399, 409, 411, 470, 472, 480, 484, 498, 508, 509, 513, 520, 544, 561, 562, 566, 579, 580, 581], 'count': 96, 'score': -0.09436954908472445}]"
100,20,0.11506445612758999,3,96,"[{'cluster': 1, 'doc_ids': [18, 32, 78, 83, 97, 98, 121, 146, 189, 193, 200, 210, 265, 271, 277, 290, 305, 315, 328, 362, 365, 366, 369, 375, 385, 420, 428, 430, 467, 474, 494, 503, 505, 511, 524, 537, 538, 553, 558, 564, 568, 573, 577, 583, 589, 594], 'count': 46, 'score': 0.15564514786117908}, {'cluster': 0, 'doc_ids': [5, 10, 12, 14, 19, 26, 28, 29, 34, 40, 41, 50, 64, 70, 94, 101, 142, 166, 173, 178, 191, 199, 207, 214, 218, 223, 224, 255, 292, 297, 308, 322, 338, 379, 386, 406, 424, 441, 442, 447, 486, 495, 500, 512, 517], 'count': 45, 'score': 0.2839177696063154}, {'cluster': -1, 'doc_ids': [1, 2, 6, 7, 11, 15, 24, 25, 35, 36, 42, 43, 47, 51, 61, 65, 67, 71, 75, 80, 84, 86, 88, 91, 95, 103, 105, 107, 113, 122, 126, 128, 133, 140, 156, 157, 158, 163, 164, 168, 172, 174, 175, 180, 181, 197, 198, 205, 211, 213, 219, 225, 227, 235, 241, 242, 257, 267, 270, 275, 285, 288, 299, 323, 324, 332, 333, 344, 349, 352, 354, 357, 363, 368, 377, 382, 388, 399, 409, 411, 470, 472, 480, 484, 498, 508, 509, 513, 520, 544, 561, 562, 566, 579, 580, 581], 'count': 96, 'score': -0.09436954908472445}]"
