HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.7204301075268817,67,"[1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583]"
0,0.15053763440860216,14,"[20, 80, 101, 192, 224, 239, 306, 322, 349, 403, 409, 441, 481, 517]"
1,0.12903225806451613,12,"[111, 149, 221, 278, 279, 284, 400, 446, 448, 471, 506, 518]"
