HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.8297872340425532,78,"[5, 14, 24, 27, 35, 36, 38, 42, 51, 52, 66, 69, 73, 85, 91, 103, 128, 134, 136, 140, 142, 145, 146, 149, 153, 157, 167, 173, 174, 181, 184, 188, 196, 198, 209, 227, 246, 247, 251, 252, 253, 254, 263, 277, 278, 285, 287, 307, 308, 318, 320, 323, 326, 338, 343, 355, 380, 383, 386, 391, 394, 395, 399, 432, 434, 438, 462, 466, 467, 472, 473, 484, 516, 560, 565, 571, 579, 588]"
0,0.05319148936170213,5,"[10, 49, 234, 345, 413]"
1,0.05319148936170213,5,"[342, 447, 463, 481, 567]"
2,0.06382978723404255,6,"[259, 412, 457, 480, 569, 589]"
