Cluster,NumTopics,LDAScore,LDATopics,LDATopic_Words
-1,3,0.03,"[{'topic_words': ['the', '.', ',', 'of', 'and'], 'score': 0.03, 'word_docIds': {'the': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], '.': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], ',': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], 'of': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], 'and': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583]}}, {'topic_words': [',', 'the', '.', 'and', 'of'], 'score': 0.03, 'word_docIds': {',': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], 'the': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], '.': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], 'and': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], 'of': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583]}}, {'topic_words': [',', '.', 'of', 'and', 'the'], 'score': 0.03, 'word_docIds': {',': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], '.': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], 'of': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], 'and': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583], 'the': [1, 12, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 88, 98, 103, 108, 109, 112, 121, 132, 143, 148, 150, 151, 152, 166, 173, 174, 179, 199, 205, 207, 246, 250, 266, 275, 297, 308, 332, 354, 357, 369, 377, 381, 385, 386, 390, 399, 408, 414, 442, 487, 532, 541, 558, 564, 566, 568, 580, 581, 583]}}]","[(['the', '.', ',', 'of', 'and'], 0.03), ([',', 'the', '.', 'and', 'of'], 0.03), ([',', '.', 'of', 'and', 'the'], 0.03)]"
0,5,-1.472,"[{'topic_words': ['the', ',', '.', 'of', 'and'], 'score': 0.006, 'word_docIds': {'the': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 243, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 353, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 560, 561, 562, 571, 573, 574, 584, 587], ',': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 560, 561, 562, 571, 573, 574, 584, 587], '.': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 243, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 353, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 560, 561, 562, 571, 573, 574, 584, 587], 'of': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 243, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 353, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 560, 561, 562, 571, 573, 574, 584, 587], 'and': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 243, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 353, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 561, 562, 571, 573, 574, 584, 587]}}, {'topic_words': [';', 'of', 'in', 'and', 'for'], 'score': 0.018, 'word_docIds': {';': [30, 97, 133, 134, 184, 291, 304, 309, 324, 337, 345, 394, 415, 432, 434, 438, 504, 510, 537, 543, 587], 'of': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 243, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 353, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 560, 561, 562, 571, 573, 574, 584, 587], 'in': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 243, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 353, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 560, 561, 562, 571, 573, 574, 584, 587], 'and': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 243, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 353, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 561, 562, 571, 573, 574, 584, 587], 'for': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 353, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 542, 543, 544, 545, 546, 550, 555, 561, 562, 571, 573, 574, 584, 587]}}, {'topic_words': ['of', ',', 'city', 'data', 'smart'], 'score': -1.107, 'word_docIds': {'of': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 243, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 353, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 560, 561, 562, 571, 573, 574, 584, 587], ',': [3, 4, 13, 22, 30, 32, 38, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 146, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 244, 249, 257, 258, 261, 264, 272, 273, 281, 291, 295, 296, 298, 300, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 346, 355, 356, 358, 359, 362, 363, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 422, 423, 425, 428, 430, 432, 433, 434, 435, 438, 439, 450, 451, 459, 461, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 519, 522, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 560, 561, 562, 571, 573, 574, 584, 587], 'city': [13, 22, 30, 32, 69, 97, 117, 124, 125, 133, 134, 145, 146, 155, 156, 191, 194, 200, 202, 209, 210, 211, 235, 240, 243, 244, 249, 257, 261, 272, 273, 291, 295, 298, 300, 304, 309, 311, 319, 321, 324, 326, 337, 343, 353, 355, 358, 359, 362, 363, 384, 410, 412, 417, 423, 428, 430, 432, 434, 438, 451, 459, 466, 467, 468, 485, 486, 493, 499, 502, 510, 519, 527, 536, 537, 542, 543, 544, 545, 546, 550, 555, 562, 573, 584, 587], 'data': [3, 4, 13, 22, 30, 32, 55, 63, 69, 83, 97, 110, 117, 124, 125, 127, 133, 134, 138, 139, 145, 155, 156, 184, 191, 194, 200, 202, 209, 210, 211, 220, 233, 235, 240, 243, 244, 249, 257, 258, 261, 264, 272, 273, 291, 295, 296, 298, 304, 307, 309, 311, 319, 321, 324, 326, 334, 336, 337, 343, 345, 353, 355, 358, 359, 362, 364, 370, 373, 375, 382, 384, 387, 388, 392, 394, 395, 407, 410, 412, 415, 417, 423, 425, 428, 430, 432, 433, 434, 438, 439, 451, 459, 466, 467, 468, 485, 486, 491, 493, 499, 502, 503, 504, 510, 511, 516, 526, 527, 530, 536, 537, 542, 543, 544, 545, 546, 550, 555, 560, 561, 562, 571, 573, 574, 584, 587], 'smart': [3, 13, 124, 139, 145, 155, 194, 211, 233, 235, 240, 243, 257, 272, 291, 295, 309, 311, 321, 326, 355, 387, 392, 394, 407, 410, 412, 432, 433, 434, 451, 468, 502, 510, 516, 522, 526, 527, 543, 545, 546, 550, 555, 584]}}, {'topic_words': ['detection', 'opportunistic', 'light', 'person', 'target'], 'score': -3.266, 'word_docIds': {'detection': [4, 69, 184, 244, 257, 258, 281, 291, 300, 321, 334, 394, 432, 433, 439, 451, 466, 510, 522, 527, 543, 546, 555, 561], 'opportunistic': [291, 537], 'light': [38, 125, 304, 343, 355, 370, 410, 423, 428, 432, 434, 450, 461, 545, 550, 555], 'person': [127, 291, 296, 434, 466, 543, 587], 'target': [133, 309, 450, 537]}}, {'topic_words': ['transit', 'community', 'knowledge', 'PCA', 'across'], 'score': -3.012, 'word_docIds': {'transit': [69, 134, 145, 272, 326, 428, 522, 587], 'community': [69, 104, 139, 210, 235, 257, 326, 432, 438, 451, 467, 543], 'knowledge': [97, 133, 155, 202, 210, 295, 324, 334, 336, 345, 433, 434, 435, 438, 451, 485, 493, 510, 536, 542, 543], 'PCA': [220, 425], 'across': [69, 83, 210, 324, 326, 334, 336, 353, 394, 428, 430, 467, 486, 542]}}]","[(['the', ',', '.', 'of', 'and'], 0.006), ([';', 'of', 'in', 'and', 'for'], 0.018), (['of', ',', 'city', 'data', 'smart'], -1.107), (['detection', 'opportunistic', 'light', 'person', 'target'], -3.266), (['transit', 'community', 'knowledge', 'PCA', 'across'], -3.012)]"
1,4,0.045,"[{'topic_words': [',', '.', 'the', 'of', 'and'], 'score': 0.045, 'word_docIds': {',': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], '.': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], 'the': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], 'of': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], 'and': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595]}}, {'topic_words': ['of', '.', ',', 'the', 'and'], 'score': 0.045, 'word_docIds': {'of': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], '.': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], ',': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], 'the': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], 'and': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595]}}, {'topic_words': [',', '.', 'the', 'of', 'and'], 'score': 0.045, 'word_docIds': {',': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], '.': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], 'the': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], 'of': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], 'and': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595]}}, {'topic_words': ['the', 'of', '.', 'and', ','], 'score': 0.045, 'word_docIds': {'the': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], 'of': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], '.': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], 'and': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595], ',': [2, 31, 35, 48, 49, 51, 52, 77, 86, 116, 154, 157, 170, 177, 196, 206, 268, 269, 271, 277, 280, 287, 313, 325, 340, 341, 367, 376, 404, 411, 416, 429, 472, 474, 477, 488, 489, 492, 505, 523, 529, 533, 534, 595]}}]","[([',', '.', 'the', 'of', 'and'], 0.045), (['of', '.', ',', 'the', 'and'], 0.045), ([',', '.', 'the', 'of', 'and'], 0.045), (['the', 'of', '.', 'and', ','], 0.045)]"
