HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.7881773399014779,160,"[1, 4, 5, 6, 10, 11, 13, 16, 17, 18, 19, 21, 23, 25, 27, 28, 29, 30, 31, 32, 34, 35, 38, 39, 41, 42, 45, 46, 47, 49, 50, 52, 56, 57, 60, 61, 65, 67, 69, 72, 73, 76, 78, 80, 83, 84, 85, 88, 89, 92, 93, 97, 99, 100, 104, 105, 108, 110, 111, 114, 115, 116, 117, 126, 130, 132, 134, 135, 137, 140, 143, 146, 148, 150, 151, 152, 153, 156, 157, 159, 162, 163, 168, 169, 170, 174, 177, 178, 181, 182, 183, 185, 187, 194, 195, 197, 206, 208, 209, 212, 216, 217, 219, 224, 225, 229, 231, 234, 235, 236, 237, 240, 241, 245, 246, 248, 249, 251, 254, 257, 258, 260, 262, 263, 267, 275, 278, 279, 282, 283, 287, 289, 290, 291, 293, 299, 300, 304, 308, 316, 320, 325, 334, 335, 341, 351, 353, 357, 369, 372, 373, 374, 379, 380, 381, 382, 383, 386, 387, 393]"
0,0.12315270935960591,25,"[36, 37, 55, 64, 70, 107, 119, 145, 158, 161, 202, 204, 207, 227, 230, 233, 255, 266, 277, 312, 322, 323, 332, 356, 390]"
1,0.08866995073891626,18,"[26, 44, 51, 62, 74, 101, 125, 127, 136, 164, 198, 199, 220, 221, 309, 317, 367, 389]"
