HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.7263157894736842,69,"[3, 4, 13, 22, 30, 32, 55, 63, 69, 83, 84, 97, 104, 110, 117, 124, 125, 127, 133, 138, 139, 146, 156, 184, 194, 202, 209, 210, 211, 233, 244, 257, 272, 273, 281, 295, 307, 309, 311, 324, 343, 345, 353, 355, 356, 363, 370, 375, 382, 384, 388, 415, 430, 433, 435, 438, 450, 461, 466, 468, 485, 491, 503, 511, 516, 522, 537, 543, 561]"
0,0.12631578947368421,12,"[145, 243, 264, 291, 300, 387, 394, 432, 434, 451, 502, 527]"
1,0.14736842105263157,14,"[134, 249, 261, 296, 326, 337, 358, 362, 373, 395, 425, 428, 545, 546]"
