group,score,num_keywords,keywords,num_docs,doc_ids,x,y
1,0.8831811953,11,"['future research work', 'exploratory study', 'ESI ThoughtLab', 'recent research', 'valid research area', 'case study', 'pilot study', 'review SMDA', 'recent case study article', 'novel addition', 'Future work']",9,"[76, 117, 150, 151, 384, 404, 412, 485, 545]","[3.7999999523, 3.7799999714, 3.7999999523, 3.8399999142, 3.7699999808999998, 3.6900000572, 3.7599999905, 3.7000000477, 3.7899999619, 3.8599998951, 3.7100000381]","[3.1199998856, 3.0799999237, 3.0999999046, 3.1400001049, 3.0599999428, 3.0699999332, 3.0899999142, 3.0599999428, 3.1099998951, 3.1500000954, 3.1300001144]"
2,0.8631106335000001,13,"['machine learning', 'complex event processing', 'math programming', 'right feature extraction strategy', 'artificial neural network', 'Latent Dirichlet Allocation', 'network visualization', 'computer vision technique', 'semantic topic model', 'anomaly detection method', 'hidden Markov model', 'data mining technique', 'interactive visual analytics']",14,"[55, 117, 145, 264, 295, 360, 384, 404, 412, 417, 466, 468, 546, 560]","[4.0100002289, 4.0900001526, 3.9300000668, 4.1700000763, 4.0599999428, 4.0799999237, 4.0, 4.1100001335, 4.1399998665, 4.1399998665, 4.1100001335, 4.0700001717, 4.0199999809]","[3.1500000954, 3.1400001049, 3.1099998951, 3.1600000858, 3.1900000572, 3.1700000763, 3.1400001049, 3.1500000954, 3.1700000763, 3.1700000763, 3.1900000572, 3.0899999142, 3.1199998856]"
3,0.6867447870000001,15,"['Zurich area', 'citizen report', 'sustainable urban development and Internet', 'sustainable urban governance network', 'participatory planning process aim', 'Sonic environment', 'city context', 'Urban planning', 'inclusive urban process', 'urban and social analysis', 'public space', 'urban green space', 'urban leisure and tourism research', 'realistic urban environment', 'urban area']",13,"[55, 150, 151, 177, 264, 295, 360, 404, 412, 417, 466, 468, 485]","[3.4600000381, 3.5, 3.5999999045999997, 3.5299999714, 3.5899999142, 3.4500000477, 3.4100000858, 3.5399999619, 3.5199999808999998, 3.6800000668, 3.4500000477, 3.4500000477, 3.6500000954000003, 3.5, 3.4500000477]","[2.9700000286, 2.9900000095, 2.9800000191000002, 2.9500000477, 2.9900000095, 3.0, 2.9400000572, 2.9700000286, 2.9500000477, 2.9900000095, 2.9900000095, 2.9700000286, 3.0, 2.9500000477, 2.9400000572]"
4,0.24631371700000002,12,"['heterogeneous information', 'cooperative driving and road hazard warning', 'wireless sensor', 'bidirectional data sharing', 'real time Twitter data', 'public policy and emergency response', 'objective and subjective data', 'smartphone app', 'mobile sensor data', 'physiological and psychological problem', 'robust and accurate observation', 'real geo data']",11,"[117, 145, 151, 264, 295, 319, 412, 417, 451, 466, 545]","[3.9900000095, 3.7899999619, 3.7699999808999998, 3.9100000858, 3.8800001144, 3.8399999142, 3.9600000381, 3.6400001049, 3.7699999808999998, 3.9300000668, 3.9400000572, 3.7999999523]","[3.1300001144, 3.0999999046, 3.1099998951, 3.0499999523, 3.0, 3.1099998951, 3.0899999142, 3.0199999809, 3.0299999714, 3.1400001049, 3.1300001144, 2.9900000095]"
5,-0.6074913423,58,"['urban area road monitoring application', 'data validation framework', 'mobile crowd sourcing', 'crucial need', 'smart city context', 'Local government use data', 'spatial and temporal feature', 'IoT and WSNs', 'Smart city', 'healthcare sector', 'economic and social innovation', 'terrorism information perception system', 'intelligent city construction', 'Intelligent transportation system', 'John Wiley', 'thorough survey', 'Things sensor', 'cognitive smart city', 'urban big data analytics', 'Volkswagen Group China', 'smart city logistics', 'mobile technology and machine learning', 'accurate and useful data', 'physical infrastructure momentum', 'occasional dynamic', 'traffic incident analysis', 'dataset eligible', 'massive traffic sensor data', 'several open source framework', 'deep learning', 'intelligent transportation', 'Christopher Alexander', 'complex and intricate ANN model', 'driver car', 'safety and risk assessment', 'relative influence', 'webtexts and place tag', 'label affordance estimation', 'Smart Cities', 'traffic inference', 'test vehicle', 'magnetic and video presence', 'static video surveillance system', 'smart mobility', 'extensive survey', 'sensor network', 'Computational social medium data analysis', ""people's opinion"", 'public transportation route planning', 'web service', 'single public transport commuter', 'urban planner', 'complex travel pattern', 'smart card transaction data', 'second International Workshop', 'Mining Urban Data', 'MUD2 workshop', '32nd International Conference']",22,"[13, 55, 76, 117, 145, 150, 151, 177, 264, 295, 319, 360, 384, 404, 417, 451, 466, 468, 485, 545, 546, 560]","[3.7799999714, 3.9700000286, 3.6600000858, 3.7300000191000002, 3.3199999332, 3.6099998951, 4.0399999619, 3.7699999808999998, 3.3499999046, 3.5199999808999998, 3.7100000381, 4.0100002289, 3.3699998856, 3.6500000954000003, 3.6700000763, 3.8399999142, 3.8399999142, 3.3699998856, 3.7799999714, 3.6199998856, 3.4400000572, 3.7899999619, 3.8800001144, 3.5899999142, 3.8599998951, 3.9600000381, 3.8399999142, 3.8599998951, 3.8699998856, 3.9800000191000002, 3.5499999523, 3.5699999332, 4.0100002289, 3.6300001144, 4.0199999809, 3.7699999808999998, 3.7200000286, 4.1599998474, 3.4100000858, 3.9500000477, 3.6900000572, 3.9500000477, 4.0, 3.5, 3.8099999428, 3.8599998951, 4.0300002098, 3.6400001049, 3.6700000763, 3.7200000286, 3.6800000668, 3.5299999714, 3.9300000668, 3.6400001049, 3.8199999332, 3.7699999808999998, 3.8099999428, 3.7799999714]","[3.0199999809, 3.1099998951, 3.0299999714, 3.1300001144, 2.8800001144, 2.8900001049, 3.1800000668, 3.1199998856, 2.9300000668, 2.9600000381, 3.0699999332, 3.1700000763, 2.9400000572, 3.0699999332, 3.0699999332, 3.1099998951, 3.1400001049, 2.9000000954000003, 2.9400000572, 3.1300001144, 2.9400000572, 3.0999999046, 3.0699999332, 3.0099999905, 3.1900000572, 3.1400001049, 3.0199999809, 3.0599999428, 3.1099998951, 3.1400001049, 3.0299999714, 3.0099999905, 3.1400001049, 3.1099998951, 3.1700000763, 3.1400001049, 3.1199998856, 3.2100000381, 2.9300000668, 3.1500000954, 3.1500000954, 3.1900000572, 3.1800000668, 2.9900000095, 3.1099998951, 3.1500000954, 3.0799999237, 3.0799999237, 3.0299999714, 3.0999999046, 3.0499999523, 2.9900000095, 3.1199998856, 2.9700000286, 3.1600000858, 2.9500000477, 3.1400001049, 3.1500000954]"
