group,score,num_keywords,keywords,num_docs,doc_ids,x,y
1,0.7855419031,20,"['machine learning planning support system', 'Latent Dirichlet Allocation', 'Informatics field', 'ML application', 'big data and machine learning method', 'data and analytics infrastructure', 'machine learning', 'AI community', 'data science', 'big data analysis', 'IoT data set', 'approach use Data Mining', 'big data', 'sentiment analysis', 'prototype Management Information System', 'big data revolution', 'Twitter data', 'Artificial Intelligence technique', 'computer science perspective', 'data mining tool']",20,"[125, 139, 148, 160, 192, 243, 266, 294, 343, 387, 396, 415, 434, 438, 487, 504, 550, 556, 584, 593]","[5.0900001526, 5.1900000572, 5.2100000381000005, 5.1799998283, 5.1399998665, 5.0100002289, 5.25, 5.2100000381000005, 5.1599998474, 5.0999999046, 5.0300002098, 5.1300001144, 5.0, 5.1199998856, 5.0799999237, 4.9899997711, 5.0399999619, 5.2399997711, 5.2100000381000005, 5.1300001144]","[3.0699999332, 3.0899999142, 3.1500000954, 3.1500000954, 3.1199998856, 3.0899999142, 3.1099998951, 3.0899999142, 3.1300001144, 3.1400001049, 3.0799999237, 3.0899999142, 3.1700000763, 3.1500000954, 3.0499999523, 3.1400001049, 3.0999999046, 3.1199998856, 3.1199998856, 3.1099998951]"
2,0.7761035573,26,"['urban planning conflict', 'effective urban system management', 'urban planning', 'urban planner', 'sustainable urban governance network', 'urban planning decision support', 'participatory planning processes', 'sustainable urban development', 'livable city', 'urban governance', 'future smart city', 'urban economy and mobility system', 'emission and pollutant concentration data', 'substantial railway station', 'Modern planning and management', 'international development', 'collaborative urban governance', 'sustainable urban system', 'futuristic urban design utopias', 'Transportation and mobility', 'Urban planning student', 'J Plan Educ Res', 'Integrated Tourism planning', 'production and service industry', 'regional and urban planning', 'territorial planning process']",23,"[85, 125, 139, 152, 160, 179, 192, 202, 243, 266, 272, 294, 343, 396, 415, 434, 438, 440, 502, 504, 556, 591, 593]","[4.5199999809, 4.5799999237, 4.4899997711, 4.5999999046, 4.5100002289, 4.5300002098, 4.3600001335, 4.6700000763, 4.6700000763, 4.5500001907000005, 4.8099999428, 4.7399997711, 4.9499998093, 4.8000001907000005, 4.4499998093, 4.7699999809, 4.4899997711, 4.6300001144, 4.6999998093, 4.9000000954, 4.6500000954, 4.5199999809, 4.4499998093, 4.8099999428, 4.4699997902, 4.5]","[3.0099999905, 3.0799999237, 3.0799999237, 3.1099998951, 3.1199998856, 3.0599999428, 3.1500000954, 3.1800000668, 3.0999999046, 3.1099998951, 3.0899999142, 3.0499999523, 3.0399999619, 3.0499999523, 3.1300001144, 3.2400000095, 3.1400001049, 3.0999999046, 3.0999999046, 3.0599999428, 3.0599999428, 3.1400001049, 3.0999999046, 3.0799999237, 3.0999999046, 3.1300001144]"
3,-0.14403213680000002,98,"['mathematical and neural network model', 'social medium', 'North Eastern Chord', 'mixed methods approach', 'participatory analytics', 'democracy enhancement', 'Social Media Big Data', 'spatiotemporal dynamism', 'case study', 'Systematics Literature Review', 'cognitive city', 'Human Computer Interaction', 'new framework', 'Things sensor', 'theoretical and empirical research', 'smart city', 'groundbreaking service and sensor', 'future research direction', 'new communication and information technology', 'comprehensive review', ""urban form's performance data"", 'integrated computational framework', 'interpreting and operationalizing data', 'climate solution research', 'systematic review', 'global mitigation potential', 'diverse informal civic query data', 'Dynamic Topic Model', 'throughput legitimacy', 'civic demand', 'urban data science', 'advanced interdisciplinary analysis method', 'main discussion', 'dynamic and human behavior', 'Urban Observatory Internet', 'lockdown policy', 'rapid development', 'resilient structure', 'research and practice', 'Idea range', 'spatial and functional pattern', 'empirical research', 'complex adaptive system', 'climate change', 'usable knowledge base', 'safety and security efficiency', 'such innovative new technology', 'important benefit', 'unsupervised and supervised method', 'multiple modality', 'Intelligent processing', 'land use analysis', 'various method', 'systematic literature review', 'Positive deviance', 'other factor underpinning', 'citizen profile', 'extant conceptual study', 'different topic hierarchy', 'unstructured community input', 'social issue', 'Cambridge and innovation', 'such extreme uneven growth polarization', 'thin globalization', 'platform clusters', 'judicial and public administration', 'urban data', 'Information and Communication Technologies', 'environmental data and support decision', 'open urban data', 'bivariate and multivariate analysis', 'Chicago city government', 'visualization technique', 'massive urban datasets', 'various sensor', 'new observation capability', 'main domain', 'social medium and cell phone tracking record', 'simple visualization technique', 'vehicle and traffic pattern detection', 'semantic framework', 'heterogeneous Internet', 'experimental result', 'social connectivity phenomena', 'Jane Jacobs', 'scientific research and policy use', 'several Semantic Web Services', 'Apulia Region', 'human urban behavior', 'traffic forecasting', 'opportunity and challenge', 'Urban Data Mining', 'study ESOM', 'meaningful integration', 'methodological approach', 'spatial transformation rule', 'various type', 'evaluation procedure']",31,"[85, 125, 139, 148, 152, 160, 179, 192, 194, 202, 243, 266, 272, 294, 343, 387, 396, 415, 434, 438, 440, 487, 493, 502, 504, 527, 550, 556, 584, 591, 593]","[5.0399999619, 4.9400000572, 5.0700001717, 4.9099998474, 4.9499998093, 4.5999999046, 5.0399999619, 4.6599998474, 5.0300002098, 4.8899998665, 4.7800002098, 5.2100000381000005, 4.8699998856, 5.1500000954, 5.0, 4.8299999237, 5.1300001144, 5.0100002289, 5.1999998093, 4.9899997711, 4.7600002289, 4.9000000954, 5.0, 5.0100002289, 4.9699997902, 4.9699997902, 4.6799998283, 5.0799999237, 4.8699998856, 4.6999998093, 4.9099998474, 4.9299998283, 4.9200000763, 4.7100000381000005, 4.9099998474, 4.8499999046, 4.7899999618999995, 4.7100000381000005, 5.0199999809, 4.9200000763, 4.75, 5.0700001717, 4.6599998474, 5.0, 5.1199998856, 4.8200001717, 5.1500000954, 4.7699999809, 4.9299998283, 4.9099998474, 5.1399998665, 4.8000001907000005, 4.9299998283, 5.0199999809, 4.9099998474, 4.8099999428, 4.9299998283, 4.9899997711, 4.8400001526, 4.5799999237, 4.8600001335, 4.9899997711, 4.7899999618999995, 4.9800000191, 4.9000000954, 4.6199998856, 4.9200000763, 5.1199998856, 4.9000000954, 4.7800002098, 4.8899998665, 4.6500000954, 5.1700000763, 4.8600001335, 5.0599999428, 5.1900000572, 4.9200000763, 5.0300002098, 5.1399998665, 5.0199999809, 4.9000000954, 4.8000001907000005, 5.0300002098, 4.8899998665, 4.7300000191, 4.9000000954, 4.9400000572, 5.0199999809, 4.6599998474, 5.0199999809, 4.9499998093, 4.9400000572, 5.0500001907, 4.7800002098, 5.0, 4.8200001717, 4.9000000954, 5.0100002289]","[3.1400001049, 3.1400001049, 3.1700000763, 3.2300000191000002, 3.0999999046, 3.2699999808999998, 3.0899999142, 3.1300001144, 3.25, 3.2300000191000002, 3.0699999332, 3.0699999332, 3.2599999905, 3.0799999237, 3.3299999237, 3.0899999142, 3.1099998951, 3.3499999046, 3.1300001144, 3.2000000477, 3.0099999905, 3.2200000286, 3.1199998856, 3.2699999808999998, 3.2300000191000002, 3.1900000572, 3.0499999523, 3.1300001144, 3.1500000954, 3.0999999046, 3.0499999523, 3.2000000477, 3.2599999905, 3.1300001144, 3.0299999714, 3.2000000477, 3.2599999905, 3.2400000095, 3.2699999808999998, 3.2200000286, 3.0899999142, 3.3299999237, 3.1700000763, 3.2100000381, 3.2599999905, 3.1099998951, 3.2000000477, 3.3099999428, 3.2000000477, 3.1900000572, 3.1800000668, 3.1199998856, 3.2000000477, 3.2200000286, 3.3199999332, 3.2899999619, 3.0899999142, 3.2999999523, 3.2200000286, 3.0999999046, 3.2400000095, 3.2100000381, 3.2000000477, 3.1800000668, 3.1300001144, 3.1500000954, 3.0699999332, 3.0799999237, 3.1099998951, 3.0499999523, 3.1700000763, 3.0599999428, 3.0899999142, 3.0399999619, 3.1099998951, 3.1700000763, 3.2599999905, 3.0899999142, 3.1199998856, 2.9900000095, 3.2200000286, 3.1600000858, 3.2999999523, 3.1300001144, 3.1099998951, 3.25, 3.1600000858, 3.2000000477, 3.0699999332, 2.9900000095, 3.2000000477, 3.0499999523, 3.2599999905, 3.2400000095, 3.2300000191000002, 3.0999999046, 3.1800000668, 3.1700000763]"
